	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
94	602092	-0.4965987749999998	0.27511898	Descendant	5600310000.0	1000	83	0.24090746	0.24090746	0	2	822.5542440566027	1737.7155449529243
99	230122	0.0	0.34051526	Merger	166750550000.0	100	83	3.9226673	3.9226673	1	5	996.8178488703207	1013.7571186590627
100	294418	0.0	1.2824968	Merger	838736200.0	100	83	0.3720518	0.3720518	1	19	30.618280106793613	33.582143933340625
101	298559	0.0	1.0150855	Merger	944605700.0	100	83	0.9213906	0.9213906	1	46	10.10944583823092	15.340116088720318
102	313837	0.0	4.409166	Merger	893180900.0	100	83	1.5545086	1.5545086	1	42	15.825563405310437	24.418228214074958
103	315674	0.0	5.705552	Merger	1740559200.0	100	83	0.54182607	0.54182607	1	37	32.158432034849184	34.15087193088882
104	326688	0.0	0.17097385	Merger	3682401800.0	100	83	1.1727915	1.1727915	1	21	146.51766046245083	185.75190301902336
105	353895	0.0	0.7905844	Merger	2993923300.0	100	83	2.442984	2.442984	1	24	11.930463088835618	12.009237936113689
106	371877	0.0	0.8993502	Merger	163748910.0	100	83	0.36749917	0.36749917	1	109	23.151172596017915	37.96335927247513
107	398816	0.0	1.0616175	Merger	1623644500.0	100	83	0.69314486	0.69314486	1	35	14.072171059419977	19.63182132604369
108	418326	0.0	0.11939831	Merger	72649110000.0	100	83	11.90177	11.90177	1	7	1426.8076625586448	1477.55356824922
109	446189	0.0	0.1972863	Merger	73960970000.0	100	83	1.4216547	1.4216547	1	1	1642.8179137509994	2993.074863907943
110	457647	0.0	1.0114005	Merger	433761300.0	100	83	0.3777872	0.3777872	1	23	10.438303610189262	16.75074896848243
111	468305	0.0	0.15304454	Merger	48577370000.0	100	83	0.070135154	0.070135154	1	0	2906.5005959059204	2966.8106566801603
112	468734	0.0	0.32089952	Merger	36019786000.0	100	83	4.9386163	4.9386163	1	1	699.5605385420063	2620.730345381438
113	475688	0.0	0.15491307	Merger	24655810000.0	100	83	0.12249787	0.12249787	1	4	174.1663968685452	342.6764431618667
114	547003	0.0	0.14806977	Merger	8972885000.0	100	83	2.0366428	2.0366428	1	14	898.925647772469	928.7987469167757
115	563460	0.0	0.10267965	Merger	7345411600.0	100	83	1.3135304	1.3135304	1	2	1021.3566811715991	1936.3258459784618
116	586540	0.0	0.17915744	Merger	2785648000.0	100	83	0.30792576	0.30792576	1	7	1075.7177633501974	1502.582604644021
117	587053	0.0	0.49024415	Merger	2996152800.0	100	83	1.1092677	1.1092677	3	10	648.5011705862148	828.3672064185786
118	614701	0.0	0.21049309	Merger	519233250.0	100	83	0.10915048	0.10915048	1	7	256.84269272480185	584.2912897676605
119	618832	0.0	1.1301556	Merger	973098940.0	100	83	0.07826784	0.07826784	1	10	3.150902503292036	6.921687157602874
120	618897	0.0	0.5253552	Merger	742157200.0	100	83	0.12248108	0.12248108	1	15	110.49976300636978	561.0385412969312
121	631350	0.0	0.17944926	Merger	1814614900.0	100	83	0.3721535	0.3721535	1	7	445.3996412623021	569.3609960188945
122	636981	0.0	0.13028258	Merger	775317900.0	100	83	0.089803904	0.089803904	1	5	645.0949809530879	892.0164918425393
123	641323	0.0	0.43800458	Merger	605051200.0	100	83	0.13657056	0.13657056	1	25	648.5011705862148	1284.7826524336865
124	642505	0.0	0.12310966	Merger	818797250.0	100	83	0.15595293	0.15595293	1	4	595.7176144229159	727.098542921237
125	652461	0.0	0.35480034	Merger	392907100.0	100	83	0.055730265	0.055730265	1	1	1682.9800226697325	2217.188951838131
126	664565	0.0	0.15906549	Merger	825301950.0	100	83	0.11601409	0.11601409	1	11	775.2986251346421	807.7457281624983
127	676362	0.0	0.44909713	Merger	1162559100.0	100	83	0.084885515	0.084885515	1	15	480.7711672264771	814.232621790563
128	678401	0.0	0.10916598	Merger	253354290.0	100	83	0.0629325	0.0629325	1	4	597.6237343667167	1568.6607957788283
129	691693	0.0	1.5256001	Merger	162272540.0	100	83	0.01683662	0.01683662	1	15	979.0659964664101	981.7023675662892
130	696502	0.0	1.567664	Merger	86174460.0	100	83	0.037752684	0.037752684	1	0	2435.897930738449	2600.502653235651
131	711510	0.0	0.24647877	Merger	273140350.0	100	83	0.016943527	0.016943527	1	25	177.67114535662347	827.0763687449755
132	713912	0.0	0.22147457	Merger	193173380.0	100	83	0.039258827	0.039258827	1	1	1072.1027419226104	2001.4977074553278
133	717382	0.0	0.25531292	Merger	94783480.0	100	83	0.010686586	0.010686586	1	54	398.9917302783888	596.44291522372
