	level_0	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
29	29	32	649340	0.0	0.26143658	Merger	818659000.0	100	81
30	30	33	670896	0.0	0.16016784	Merger	458136640.0	100	81
31	31	34	673175	0.0	0.9392335	Merger	421196260.0	100	81
32	32	35	691243	0.0	0.19758916	Merger	132752664.0	100	81
33	33	36	691564	0.0	0.3917857	Merger	325723360.0	100	81
34	34	37	727259	0.0	0.17001976	Merger	130467460.0	100	81
35	35	40	172903	0.4965987749999998	1.0057724	first_progenitor	2789749000.0	1	81
36	36	50	372180	0.4965987749999998	0.8993502	first_progenitor	85359096.0	1	81
37	37	121	550031	0.3117987750000002	0.27145487	first_progenitor	206038320.0	1	81
38	38	232	571989	1.4999999908837935e-08	0.12261557	first_progenitor	10468326000.0	1	81
39	0	3	101	0.0	0.107293636	Merger	475396600.0	100	82
40	1	4	126241	0.0	0.9242141	Merger	2426097700.0	100	82
41	2	5	164544	0.0	1.0472083	Merger	4990682000.0	100	82
42	3	6	196403	0.0	1.0226388	Merger	921041860.0	100	82
43	4	7	203856	0.0	0.1769453	Merger	674590300000.0	100	82
44	5	8	219802	0.0	0.92910314	Merger	1780615200.0	100	82
45	6	9	284058	0.0	0.6500631	Merger	241796740.0	100	82
46	7	10	299599	0.0	0.9219556	Merger	1660737500.0	100	82
47	8	11	368851	0.0	1.2879214	Merger	94196990000.0	100	82
48	9	12	371073	0.0	1.0341262	Merger	822826700.0	100	82
49	10	13	389097	0.0	0.24706444	Merger	777724540.0	100	82
50	11	14	395611	0.0	0.657186	Merger	868295300.0	100	82
51	12	15	395615	0.0	0.8307565	Merger	536502200.0	100	82
52	13	16	396141	0.0	0.21863174	Merger	3722336500.0	100	82
53	14	17	427215	0.0	0.22790626	Merger	14422091000.0	100	82
54	15	18	438742	0.0	0.6985429	Merger	215138380.0	100	82
55	16	19	443911	0.0	0.16117315	Merger	28137861000.0	100	82
56	17	20	481677	0.0	0.1479187	Merger	26868072000.0	100	82
57	18	21	486043	0.0	1.0201551	Merger	476575580.0	100	82
58	19	22	504362	0.0	0.1955465	Merger	15386604000.0	100	82
59	20	23	532631	0.0	2.040413	Merger	13437636000.0	100	82
60	21	24	554171	0.0	0.11147522	Merger	1588786300.0	100	82
61	22	25	559691	0.0	0.2988203	Merger	1060406200.0	100	82
62	23	26	571682	0.0	0.38948393	Merger	1057199000.0	100	82
63	24	27	571683	0.0	0.30707395	Merger	538380860.0	100	82
64	25	28	585309	0.0	1.5148553	Merger	2886498600.0	100	82
65	26	29	590451	0.0	0.118444696	Merger	2951901200.0	100	82
66	27	30	627109	0.0	0.1102869	Merger	1415068900.0	100	82
67	28	31	627516	0.0	0.6164674	Merger	98494580.0	100	82
68	29	32	638097	0.0	0.39456937	Merger	131324210.0	100	82
69	30	33	641414	0.0	0.4047813	Merger	879696830.0	100	82
70	31	34	644948	0.0	0.13558899	Merger	356095140.0	100	82
71	32	35	656217	0.0	0.48742348	Merger	744470500.0	100	82
72	33	36	668715	0.0	0.12005673	Merger	367550270.0	100	82
73	34	37	671235	0.0	0.2733589	Merger	399348860.0	100	82
74	35	38	671534	0.0	0.26164246	Merger	428057730.0	100	82
75	36	39	675213	0.0	0.55076337	Merger	396336060.0	100	82
76	37	40	686063	0.0	0.12870744	Merger	661364000.0	100	82
77	38	41	686812	0.0	0.10402729	Merger	256625200.0	100	82
78	39	42	689671	0.0	0.4380673	Merger	87502700.0	100	82
79	40	43	700075	0.0	1.3666011	Merger	100830530.0	100	82
80	41	44	706956	0.0	0.21575597	Merger	128715430.0	100	82
81	42	45	710568	0.0	0.23181196	Merger	198220600.0	100	82
82	43	46	712646	0.0	0.1082923	Merger	232213170.0	100	82
83	44	47	714339	0.0	0.28965768	Merger	110203540.0	100	82
84	45	48	728610	0.0	0.2105568	Merger	120373370.0	100	82
85	46	53	172925	-0.1222383700000002	1.0057724	first_progenitor	94661864.0	1	82
86	47	71	391533	-0.1222383700000002	1.0616175	first_progenitor	831372100.0	1	82
87	48	122	712625	-0.1222383700000002	0.25531292	first_progenitor	394352350.0	1	82
88	49	144	551319	-0.3070383699999999	0.27145487	first_progenitor	15715507000.0	1	82
89	50	222	667177	-0.4936383700000002	0.23453765	next_progenitor	574627300.0	10	82
90	51	224	689588	-0.4936383700000002	0.4024206	next_progenitor	467663800.0	10	82
91	52	228	712029	-0.4936383700000002	0.21720771	next_progenitor	137028800.0	10	82
92	0	2	104	-0.4965987749999998	0.13582577	Descendant	2757531100.0	1000	83
93	1	3	184	-0.4965987749999998	0.9495466	Descendant	990229760.0	1000	83
94	2	25	602092	-0.4965987749999998	0.27511898	Descendant	5600310000.0	1000	83
95	3	37	101	0.1222383700000002	0.107293636	Descendant	4998339000.0	1000	83
96	4	83	54723	0.0	0.49510753	Merger	246653330.0	100	83
97	5	84	98508	0.0	1.0416864	Merger	1314019700.0	100	83
98	6	85	174441	0.0	1.0057724	Merger	2795230000.0	100	83
99	7	86	230122	0.0	0.34051526	Merger	166750550000.0	100	83
100	8	87	294418	0.0	1.2824968	Merger	838736200.0	100	83
101	9	88	298559	0.0	1.0150855	Merger	944605700.0	100	83
102	10	89	313837	0.0	4.409166	Merger	893180900.0	100	83
103	11	90	315674	0.0	5.705552	Merger	1740559200.0	100	83
104	12	91	326688	0.0	0.17097385	Merger	3682401800.0	100	83
105	13	92	353895	0.0	0.7905844	Merger	2993923300.0	100	83
106	14	93	371877	0.0	0.8993502	Merger	163748910.0	100	83
107	15	94	398816	0.0	1.0616175	Merger	1623644500.0	100	83
108	16	95	418326	0.0	0.11939831	Merger	72649110000.0	100	83
109	17	96	446189	0.0	0.1972863	Merger	73960970000.0	100	83
110	18	97	457647	0.0	1.0114005	Merger	433761300.0	100	83
111	19	98	468305	0.0	0.15304454	Merger	48577370000.0	100	83
112	20	99	468734	0.0	0.32089952	Merger	36019786000.0	100	83
113	21	100	475688	0.0	0.15491307	Merger	24655810000.0	100	83
114	22	101	547003	0.0	0.14806977	Merger	8972885000.0	100	83
115	23	102	563460	0.0	0.10267965	Merger	7345411600.0	100	83
116	24	103	586540	0.0	0.17915744	Merger	2785648000.0	100	83
117	25	104	587053	0.0	0.49024415	Merger	2996152800.0	100	83
118	26	105	614701	0.0	0.21049309	Merger	519233250.0	100	83
119	27	106	618832	0.0	1.1301556	Merger	973098940.0	100	83
120	28	107	618897	0.0	0.5253552	Merger	742157200.0	100	83
121	29	108	631350	0.0	0.17944926	Merger	1814614900.0	100	83
122	30	109	636981	0.0	0.13028258	Merger	775317900.0	100	83
123	31	110	641323	0.0	0.43800458	Merger	605051200.0	100	83
124	32	111	642505	0.0	0.12310966	Merger	818797250.0	100	83
125	33	112	652461	0.0	0.35480034	Merger	392907100.0	100	83
126	34	113	664565	0.0	0.15906549	Merger	825301950.0	100	83
127	35	114	676362	0.0	0.44909713	Merger	1162559100.0	100	83
128	36	115	678401	0.0	0.10916598	Merger	253354290.0	100	83
129	37	116	691693	0.0	1.5256001	Merger	162272540.0	100	83
130	38	117	696502	0.0	1.567664	Merger	86174460.0	100	83
131	39	118	711510	0.0	0.24647877	Merger	273140350.0	100	83
132	40	119	713912	0.0	0.22147457	Merger	193173380.0	100	83
133	41	120	717382	0.0	0.25531292	Merger	94783480.0	100	83
134	0	2	104	-0.3117987750000002	0.13582577	Descendant	1642555900.0	1000	84
135	1	3	184	-0.3117987750000002	0.9495466	Descendant	2299719000.0	1000	84
136	2	36	101	0.3070383699999999	0.107293636	Descendant	4980195300.0	1000	84
137	3	74	686812	0.3070383699999999	0.10402729	Descendant	334776600.0	1000	84
138	4	105	618832	0.1847999999999996	1.1301556	Descendant	308213280.0	1000	84
139	5	112	664565	0.1847999999999996	0.15906549	Descendant	277176770.0	1000	84
140	6	120	162217	0.0	0.83665293	Merger	9211787000.0	100	84
141	7	121	226305	0.0	0.26725587	Merger	248751780.0	100	84
142	8	122	300741	0.0	1.0534008	Merger	928235500.0	100	84
143	9	123	327485	0.0	0.3924303	Merger	187810870000.0	100	84
144	10	124	336665	0.0	0.3329169	Merger	219582730000.0	100	84
145	11	125	339953	0.0	0.32921326	Merger	128186410000.0	100	84
146	12	126	382857	0.0	1.0939013	Merger	1681708000.0	100	84
147	13	127	409446	0.0	1.0548875	Merger	1314155800.0	100	84
148	14	128	451452	0.0	0.110707015	Merger	78975255000.0	100	84
149	15	129	462156	0.0	0.4073935	Merger	32698247000.0	100	84
150	16	130	474274	0.0	1.6198673	Merger	259817840.0	100	84
151	17	131	495083	0.0	0.9062945	Merger	31563452000.0	100	84
152	18	132	517239	0.0	0.2336607	Merger	652535040.0	100	84
153	19	133	518839	0.0	0.18288392	Merger	13444441000.0	100	84
154	20	134	539296	0.0	0.11933969	Merger	8482919400.0	100	84
155	21	135	558438	0.0	0.27145487	Merger	3022976300.0	100	84
156	22	136	583511	0.0	0.22777458	Merger	2190127400.0	100	84
157	23	137	595831	0.0	0.35986274	Merger	3715003000.0	100	84
158	24	138	624423	0.0	1.0290998	Merger	1101842200.0	100	84
159	25	139	625507	0.0	1.9669852	Merger	777275300.0	100	84
160	26	140	646355	0.0	0.14953503	Merger	1040966660.0	100	84
161	27	141	654384	0.0	0.34338433	Merger	532090850.0	100	84
162	28	142	656097	0.0	0.32355055	Merger	1190916600.0	100	84
163	29	143	656465	0.0	0.15549211	Merger	649440300.0	100	84
164	30	144	686448	0.0	0.18274854	Merger	284829800.0	100	84
165	31	145	696671	0.0	1.8422363	Merger	129546056.0	100	84
166	32	146	705560	0.0	0.19078459	Merger	202226220.0	100	84
167	33	147	705859	0.0	0.24319813	Merger	344798980.0	100	84
168	34	148	716084	0.0	0.3125885	Merger	98856090.0	100	84
169	35	149	739315	0.0	0.39198315	Merger	156557100.0	100	84
170	0	1	104	-0.1251987749999998	0.13582577	Descendant	1657292500.0	1000	85
171	1	2	184	-0.1251987749999998	0.9495466	Descendant	149092020.0	1000	85
172	2	36	101	0.4936383700000002	0.107293636	Descendant	4824054000.0	1000	85
173	3	115	696502	0.3713999999999999	1.567664	Descendant	936286000.0	1000	85
174	4	132	518839	0.1866000000000003	0.18288392	Descendant	11052301000.0	1000	85
175	5	149	133912	0.0	1.471911	Merger	4658539000.0	100	85
176	6	150	248315	0.0	0.2242342	Merger	1978191500.0	100	85
177	7	151	281633	0.0	0.9780656	Merger	972408900.0	100	85
178	8	152	306882	0.0	0.68175495	Merger	5349274600.0	100	85
179	9	153	341875	0.0	0.19263281	Merger	25585957000.0	100	85
180	10	154	387844	0.0	0.102506146	Merger	133931500000.0	100	85
181	11	155	412865	0.0	0.81461823	Merger	449742940.0	100	85
182	12	156	412872	0.0	1.0395193	Merger	209417020.0	100	85
183	13	157	458741	0.0	0.12718877	Merger	42457317000.0	100	85
184	14	158	464059	0.0	0.8147252	Merger	11641212000.0	100	85
185	15	159	490347	0.0	0.15392296	Merger	30741280000.0	100	85
186	16	160	493914	0.0	0.123338014	Merger	501271970.0	100	85
187	17	161	500483	0.0	0.15873988	Merger	230584750.0	100	85
188	18	162	504450	0.0	0.100727186	Merger	26409517000.0	100	85
189	19	163	517179	0.0	1.1513377	Merger	312687330.0	100	85
190	20	164	550398	0.0	0.10963326	Merger	11186360000.0	100	85
191	21	165	559049	0.0	0.120190874	Merger	10130317000.0	100	85
192	22	166	587199	0.0	0.16817571	Merger	3325437000.0	100	85
193	23	167	602102	0.0	0.36553797	Merger	2951814700.0	100	85
194	24	168	605275	0.0	0.24908423	Merger	4959250400.0	100	85
195	25	169	610699	0.0	1.4743683	Merger	1522603500.0	100	85
196	26	170	611473	0.0	0.19964693	Merger	1349571600.0	100	85
197	27	171	623274	0.0	0.3838767	Merger	2100042200.0	100	85
198	28	172	634816	0.0	0.95323545	Merger	950959700.0	100	85
199	29	173	639602	0.0	1.3925714	Merger	317873100.0	100	85
200	30	174	642510	0.0	0.56320846	Merger	941522900.0	100	85
201	31	175	648324	0.0	0.2455067	Merger	1061348540.0	100	85
202	32	176	657583	0.0	0.22116353	Merger	178329740.0	100	85
203	33	177	662707	0.0	0.12016656	Merger	1207003600.0	100	85
204	34	178	666257	0.0	0.30570993	Merger	136727400.0	100	85
205	35	179	676089	0.0	0.4775175	Merger	201594290.0	100	85
206	36	180	679576	0.0	0.27585605	Merger	647036300.0	100	85
207	37	181	680876	0.0	0.23453765	Merger	435212600.0	100	85
208	38	182	700362	0.0	0.4024206	Merger	211581860.0	100	85
209	39	183	703812	0.0	0.29045802	Merger	91700000.0	100	85
210	40	184	724425	0.0	0.21720771	Merger	150600750.0	100	85
211	41	185	730751	0.0	1.7394487	Merger	184004780.0	100	85
212	42	186	731172	0.0	0.18571696	Merger	90823930.0	100	85
213	43	187	744208	0.0	0.3352547	Merger	235829800.0	100	85
214	0	0	104	-1.4999999908837935e-08	0.13582577	Descendant	2055168900.0	1000	86
215	1	1	184	-1.4999999908837935e-08	0.9495466	Descendant	1369870600.0	1000	86
216	2	142	123638	0.0	0.88130635	Merger	1786805000.0	100	86
217	3	143	169784	0.0	1.0181775	Merger	5934306300.0	100	86
218	4	144	234474	0.0	1.1565778	Merger	2669227300.0	100	86
219	5	145	243573	0.0	0.78542227	Merger	923179600.0	100	86
220	6	146	319209	0.0	0.41083768	Merger	285830220000.0	100	86
221	7	147	359338	0.0	0.980162	Merger	1834264400.0	100	86
222	8	148	376681	0.0	0.40020898	Merger	127108410000.0	100	86
223	9	149	385920	0.0	0.8780722	Merger	786032300.0	100	86
224	10	150	391694	0.0	1.366136	Merger	112879990.0	100	86
225	11	151	417204	0.0	0.4813748	Merger	1272623600.0	100	86
226	12	152	447818	0.0	0.36855647	Merger	58686230000.0	100	86
227	13	153	448822	0.0	0.6248331	Merger	349446600.0	100	86
228	14	154	470543	0.0	0.27170658	Merger	20090098000.0	100	86
229	15	155	479486	0.0	1.828772	Merger	10811320000.0	100	86
230	16	156	484878	0.0	1.360783	Merger	1012487550.0	100	86
231	17	157	486388	0.0	0.20270608	Merger	28170602000.0	100	86
232	18	158	492142	0.0	0.19547276	Merger	33709830000.0	100	86
233	19	159	502143	0.0	0.11045952	Merger	932416450.0	100	86
234	20	160	508638	0.0	0.18829732	Merger	16919853000.0	100	86
235	21	161	518301	0.0	0.14025941	Merger	820139300.0	100	86
236	22	162	525401	0.0	0.31492245	Merger	10079481000.0	100	86
237	23	163	586827	0.0	0.1114691	Merger	2560163600.0	100	86
238	24	164	594693	0.0	0.12261557	Merger	2249887000.0	100	86
239	25	165	603023	0.0	0.11135715	Merger	2432986000.0	100	86
240	26	166	611948	0.0	0.12266228	Merger	1469829900.0	100	86
241	27	167	633199	0.0	0.19356373	Merger	971858700.0	100	86
242	28	168	635537	0.0	0.121199526	Merger	96749590.0	100	86
243	29	169	639564	0.0	1.7611213	Merger	2397472800.0	100	86
244	30	170	640215	0.0	0.11470856	Merger	1181512300.0	100	86
245	31	171	648526	0.0	0.132533	Merger	101272680.0	100	86
246	32	172	649327	0.0	0.13025138	Merger	1519700000.0	100	86
247	33	173	660900	0.0	0.10670767	Merger	314515170.0	100	86
248	34	174	671868	0.0	0.4291542	Merger	1672067600.0	100	86
249	35	175	689372	0.0	1.2729794	Merger	196461440.0	100	86
250	36	176	698571	0.0	1.35616	Merger	497602980.0	100	86
251	37	177	712480	0.0	0.11440094	Merger	231530910.0	100	86
252	38	178	720433	0.0	0.22642721	Merger	228731220.0	100	86
