	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
6519	674848	1392630100.0	0.09336146	0.0	0	5931.805356723006	5940.100337397736	127134	0
1569	211857	1666447600.0	0.90781945	0.0	0	11092.072449483614	11507.99188470566	153940	0
1736	238810	542665180000.0	8.142706	0.0	0	19626.20650112814	19959.700657427642	195754	0
4257	534729	2484924000.0	0.4484952	0.0	0	14061.984578260797	14619.36554602979	244015	0
3453	448300	1253144700.0	0.33026257	0.0	0	15558.967694266214	15895.390942950278	244027	0
5342	615892	2771067000.0	0.5193264	0.0	0	17113.87444628996	17446.73035142284	300961	0
7684	715869	211391780.0	0.03404175	0.0	0	16974.504145184957	17257.68417694793	318016	0
3865	495860	1920741200.0	0.53359544	0.0	0	9138.760700656816	9314.706265503959	338719	0
5223	609053	2433906000.0	0.062321287	0.0	0	15145.51456707088	15788.704268969605	350078	0
2160	298086	971413200.0	0.8148341	0.0	0	13685.721709703166	14183.322947375527	350084	0
4724	574848	1965403800.0	0.2009572	0.0	0	16636.99940792262	17267.811259986087	351916	0
3043	399751	123012710000.0	4.7410827	0.0	0	7831.988832594128	7844.438886154032	389161	0
6265	663913	646391300.0	0.06304176	0.0	0	12294.215944826425	12307.650487910132	395271	0
3538	459596	39794440000.0	0.7674136	0.0	0	18873.524316203577	18902.80618909624	450355	0
4372	545220	286768160.0	0.06194043	0.0	0	7474.138991068758	7690.757281131122	514552	0
2339	318010	9140700000.0	0.1918276	0.0	0	3568.424200570865	3579.7432066292763	553549	0
5186	606633	2587269000.0	0.41806424	0.0	0	12014.918481695577	12671.157978812238	572563	0
630	82971	1167123100.0	0.043764826	0.0	0	20806.778809861	21467.93030883112	576328	0
1744	238818	4178654000.0	0.036105737	0.0	0	19543.150710378108	19870.708285738856	588736	0
4416	548706	1513271700.0	0.6466378	0.0	0	9860.794851655413	10168.645216306142	593793	0
2519	346055	2440475000.0	0.19077665	0.0	0	17860.996768922058	17960.744163860134	602092	0
5402	619301	1896458100.0	0.13507114	0.0	0	15850.996305841225	16302.347145013122	615035	0
7087	695673	534601060.0	0.16016312	0.0	0	13543.39447263979	14055.573712425487	616384	0
5971	649872	1263078000.0	0.26265758	0.0	0	8413.882104300155	8772.069777296048	616669	0
6110	656180	963828300.0	0.139271	0.0	0	14174.694511725707	14625.747365688225	617609	0
4094	517326	595022600.0	0.08295612	0.0	0	20576.368226267597	21233.827657885795	642052	0
4488	554590	770281150.0	0.17662118	0.0	0	18751.19468163785	19112.856600198807	649340	0
3261	425981	436209500.0	0.114146724	0.0	0	17709.348834685177	17747.626477912563	670896	0
4449	551322	459242370.0	0.22675858	0.0	0	14582.367599494362	14672.92583030922	673175	0
8324	735330	140273140.0	0.0041658385	0.0	0	14480.738147301814	15110.248860434283	691243	0
4570	562264	336670240.0	0.025752088	0.0	3	1395.7780719148486	1785.1142774458808	691564	0
8390	737621	128984980.0	0.01666263	0.0	0	12735.050829061951	13286.963799060297	727259	0
9026	770718	87477710.0	0.005229341	0.0	0	20125.239242135747	20317.90572906426	372180	0
2289	312355	217386320.0	0.0458636	0.0	0	16808.180686794472	16885.365426541208	550031	0
4457	552331	11122439000.0	1.3232979	0.0	0	18516.598172310936	18522.920943523877	571989	0
