	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	2	626700	-0.17336309	0.5394017	first_progenitor	848469950.0	2	76
1	4	114	0.1714804346766665	0.8451276	Descendant	962596900.0	1000	76
2	5	194	0.1714804346766665	0.9816579	Descendant	2759183600.0	1000	76
3	50	18	0.0	0.25008562	Merger	52844320000.0	100	76
4	51	95802	0.0	1.0994086	Merger	3275055000.0	100	76
5	52	157845	0.0	0.5623831	Merger	6033340400.0	100	76
6	53	222425	0.0	0.33860484	Merger	271820670000.0	100	76
7	54	297842	0.0	2.1140697	Merger	9216334000.0	100	76
8	55	304856	0.0	0.17848569	Merger	377169120.0	100	76
9	56	328883	0.0	0.86253595	Merger	1644351500.0	100	76
10	57	351173	0.0	0.23796281	Merger	51050340000.0	100	76
11	58	361659	0.0	0.10090294	Merger	36073386000.0	100	76
12	59	383837	0.0	0.5942315	Merger	62067765000.0	100	76
13	60	441487	0.0	1.4379189	Merger	962947840.0	100	76
14	61	442004	0.0	0.2635394	Merger	49437245000.0	100	76
15	62	489962	0.0	0.17568937	Merger	17291080000.0	100	76
16	63	543011	0.0	2.5171528	Merger	2390510000.0	100	76
17	64	556307	0.0	0.2906037	Merger	2299870500.0	100	76
18	65	559011	0.0	0.8420808	Merger	1623425300.0	100	76
19	66	580144	0.0	0.344621	Merger	2798029000.0	100	76
20	67	616259	0.0	2.3334486	Merger	808846140.0	100	76
21	68	627939	0.0	0.27026135	Merger	893861200.0	100	76
22	69	630580	0.0	0.25905243	Merger	818145100.0	100	76
23	70	664757	0.0	0.24210432	Merger	193254580.0	100	76
24	71	679701	0.0	0.38174376	Merger	213810220.0	100	76
25	72	690307	0.0	0.13182348	Merger	206594610.0	100	76
26	73	718910	0.0	0.23302174	Merger	140665340.0	100	76
27	74	135	-0.17336309	1.1673442	first_progenitor	2995088600.0	1	76
28	75	127	-0.17336309	1.1673442	next_progenitor	4412146700.0	10	76
29	76	156	-0.17336309	0.13352025	first_progenitor	503355620.0	1	76
30	78	482	-0.17336309	0.79726255	first_progenitor	443578400.0	1	76
31	169	328891	-0.2899749599999999	1.1735214	next_progenitor	431565150.0	10	76
32	208	619044	-0.2899749599999999	0.1281205	first_progenitor	3477031000.0	1	76
