	level_0	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	0	2	999	-0.3448435246766665	1.1673442	first_progenitor	123310370.0	187	75
1	1	5	114	0.0	0.8451276	Merger	4797293000.0	100	75
2	2	6	194	0.0	0.9816579	Merger	2411280400.0	100	75
3	3	7	79340	0.0	0.9625841	Merger	4816881700.0	100	75
4	4	8	93472	0.0	0.36738762	Merger	5707362300.0	100	75
5	5	9	107558	0.0	1.004155	Merger	1645238500.0	100	75
6	6	10	121156	0.0	0.3977566	Merger	223762300000.0	100	75
7	7	11	177058	0.0	0.7631643	Merger	643075650.0	100	75
8	8	12	234438	0.0	0.12972304	Merger	642680500000.0	100	75
9	9	13	239151	0.0	0.8200209	Merger	878504500.0	100	75
10	10	14	282499	0.0	0.44208622	Merger	3880991700.0	100	75
11	11	15	294146	0.0	1.0451105	Merger	3936115700.0	100	75
12	12	16	294157	0.0	1.1580184	Merger	1315791000.0	100	75
13	13	17	312712	0.0	0.17108728	Merger	145880840000.0	100	75
14	14	18	349985	0.0	1.6547376	Merger	100976930000.0	100	75
15	15	19	353463	0.0	1.6112744	Merger	34205460000.0	100	75
16	16	20	357340	0.0	0.26718563	Merger	21119187000.0	100	75
17	17	21	367936	0.0	1.1299014	Merger	3238258700.0	100	75
18	18	22	373541	0.0	1.6316777	Merger	977751550.0	100	75
19	19	23	400208	0.0	0.14222166	Merger	5923686000.0	100	75
20	20	24	414419	0.0	0.21230496	Merger	69484340000.0	100	75
21	21	25	416632	0.0	0.1777355	Merger	143037630.0	100	75
22	22	26	433460	0.0	0.38205996	Merger	49577770000.0	100	75
23	23	27	435283	0.0	0.29741624	Merger	1292679400.0	100	75
24	24	28	435855	0.0	0.20582646	Merger	1529072600.0	100	75
25	25	29	462291	0.0	2.3976703	Merger	8582667000.0	100	75
26	26	30	468842	0.0	0.15708625	Merger	1855934600.0	100	75
27	27	31	496062	0.0	0.14753751	Merger	561764000.0	100	75
28	28	32	503174	0.0	0.1947848	Merger	817393400.0	100	75
29	29	33	505269	0.0	1.3652743	Merger	1048256450.0	100	75
30	30	34	550456	0.0	2.5497315	Merger	8619882000.0	100	75
31	31	35	588918	0.0	1.6549913	Merger	435413730.0	100	75
32	32	36	591020	0.0	1.2358502	Merger	864764740.0	100	75
33	33	37	595163	0.0	0.1259114	Merger	2020176000.0	100	75
34	34	38	604854	0.0	0.9486479	Merger	395998340.0	100	75
35	35	39	622055	0.0	0.18554425	Merger	1362675100.0	100	75
36	36	40	622559	0.0	0.16523467	Merger	703089340.0	100	75
37	37	41	643326	0.0	2.0771916	Merger	157962780.0	100	75
38	38	42	645339	0.0	0.17668416	Merger	351746800.0	100	75
39	39	43	650825	0.0	0.38894108	Merger	92354344.0	100	75
40	40	44	653584	0.0	1.8576666	Merger	418519740.0	100	75
41	41	45	658078	0.0	0.25178078	Merger	210892640.0	100	75
42	42	46	673534	0.0	0.35279325	Merger	150762140.0	100	75
43	43	47	685789	0.0	2.3628805	Merger	164155580.0	100	75
44	44	48	693929	0.0	0.16566278	Merger	89609150.0	100	75
45	45	49	703556	0.0	0.16429202	Merger	202972200.0	100	75
46	46	50	705425	0.0	0.2344998	Merger	99146010.0	100	75
47	47	51	756618	0.0	0.12073652	Merger	103082650.0	100	75
48	48	52	23	-0.1714804346766665	0.25008562	first_progenitor	44667937000.0	1	75
49	49	53	75	-0.1714804346766665	0.25008562	next_progenitor	5000637400.0	10	75
50	50	68	356648	-0.1714804346766665	0.10090294	first_progenitor	353041250.0	1	75
51	51	93	672397	-0.1714804346766665	0.38174376	first_progenitor	582757060.0	1	75
52	52	98	154	-0.3448435246766665	0.13352025	first_progenitor	215717010.0	1	75
53	0	2	626700	-0.17336309	0.5394017	first_progenitor	848469950.0	2	76
54	1	4	114	0.1714804346766665	0.8451276	Descendant	962596900.0	1000	76
55	2	5	194	0.1714804346766665	0.9816579	Descendant	2759183600.0	1000	76
56	3	50	18	0.0	0.25008562	Merger	52844320000.0	100	76
57	4	51	95802	0.0	1.0994086	Merger	3275055000.0	100	76
58	5	52	157845	0.0	0.5623831	Merger	6033340400.0	100	76
59	6	53	222425	0.0	0.33860484	Merger	271820670000.0	100	76
60	7	54	297842	0.0	2.1140697	Merger	9216334000.0	100	76
61	8	55	304856	0.0	0.17848569	Merger	377169120.0	100	76
62	9	56	328883	0.0	0.86253595	Merger	1644351500.0	100	76
63	10	57	351173	0.0	0.23796281	Merger	51050340000.0	100	76
64	11	58	361659	0.0	0.10090294	Merger	36073386000.0	100	76
65	12	59	383837	0.0	0.5942315	Merger	62067765000.0	100	76
66	13	60	441487	0.0	1.4379189	Merger	962947840.0	100	76
67	14	61	442004	0.0	0.2635394	Merger	49437245000.0	100	76
68	15	62	489962	0.0	0.17568937	Merger	17291080000.0	100	76
69	16	63	543011	0.0	2.5171528	Merger	2390510000.0	100	76
70	17	64	556307	0.0	0.2906037	Merger	2299870500.0	100	76
71	18	65	559011	0.0	0.8420808	Merger	1623425300.0	100	76
72	19	66	580144	0.0	0.344621	Merger	2798029000.0	100	76
73	20	67	616259	0.0	2.3334486	Merger	808846140.0	100	76
74	21	68	627939	0.0	0.27026135	Merger	893861200.0	100	76
75	22	69	630580	0.0	0.25905243	Merger	818145100.0	100	76
76	23	70	664757	0.0	0.24210432	Merger	193254580.0	100	76
77	24	71	679701	0.0	0.38174376	Merger	213810220.0	100	76
78	25	72	690307	0.0	0.13182348	Merger	206594610.0	100	76
79	26	73	718910	0.0	0.23302174	Merger	140665340.0	100	76
80	27	74	135	-0.17336309	1.1673442	first_progenitor	2995088600.0	1	76
81	28	75	127	-0.17336309	1.1673442	next_progenitor	4412146700.0	10	76
82	29	76	156	-0.17336309	0.13352025	first_progenitor	503355620.0	1	76
83	30	78	482	-0.17336309	0.79726255	first_progenitor	443578400.0	1	76
84	31	169	328891	-0.2899749599999999	1.1735214	next_progenitor	431565150.0	10	76
85	32	208	619044	-0.2899749599999999	0.1281205	first_progenitor	3477031000.0	1	76
86	0	6	114	0.3448435246766665	0.8451276	Descendant	936586000.0	1000	77
87	1	7	194	0.3448435246766665	0.9816579	Descendant	468440030.0	1000	77
88	2	50	705425	0.3448435246766665	0.2344998	Descendant	96991110.0	1000	77
89	3	52	18	0.17336309	0.25008562	Descendant	33663128000.0	1000	77
90	4	75	101	0.0	1.1673442	Merger	5908583400.0	100	77
91	5	76	151	0.0	0.13352025	Merger	179238860.0	100	77
92	6	77	436	0.0	0.79726255	Merger	636791900.0	100	77
93	7	78	55121	0.0	0.97101104	Merger	1566714500.0	100	77
94	8	79	125858	0.0	0.3802019	Merger	144416700000.0	100	77
95	9	80	125921	0.0	0.3449618	Merger	260333280.0	100	77
96	10	81	168183	0.0	0.9075091	Merger	2567079700.0	100	77
97	11	82	210754	0.0	0.38123375	Merger	80409140000.0	100	77
98	12	83	224823	0.0	0.97539943	Merger	1335781200.0	100	77
99	13	84	245040	0.0	0.15516676	Merger	3461488000.0	100	77
100	14	85	250167	0.0	0.29345977	Merger	147234960000.0	100	77
101	15	86	260938	0.0	0.34640032	Merger	2170394000.0	100	77
102	16	87	289259	0.0	0.34155986	Merger	147158070000.0	100	77
103	17	88	301148	0.0	0.467108	Merger	10699858000.0	100	77
104	18	89	301165	0.0	1.0943304	Merger	820014140.0	100	77
105	19	90	315261	0.0	0.12195649	Merger	148093910000.0	100	77
106	20	91	380104	0.0	0.96182734	Merger	3125315800.0	100	77
107	21	92	444959	0.0	0.121324174	Merger	1044529600.0	100	77
108	22	93	470371	0.0	0.20129411	Merger	19992234000.0	100	77
109	23	94	471851	0.0	0.15390135	Merger	11822037000.0	100	77
110	24	95	485494	0.0	0.11596924	Merger	15586597000.0	100	77
111	25	96	487934	0.0	0.33336172	Merger	1983731300.0	100	77
112	26	97	515452	0.0	1.1123856	Merger	8605499000.0	100	77
113	27	98	529211	0.0	0.2529688	Merger	13261672000.0	100	77
114	28	99	550527	0.0	1.2587603	Merger	514522200.0	100	77
115	29	100	570726	0.0	1.6263394	Merger	3148570400.0	100	77
116	30	101	597874	0.0	0.8113591	Merger	784685630.0	100	77
117	31	102	603331	0.0	0.4707261	Merger	782158460.0	100	77
118	32	103	615386	0.0	0.11087279	Merger	562846660.0	100	77
119	33	104	615921	0.0	0.11274633	Merger	281635100.0	100	77
120	34	105	635628	0.0	0.5394017	Merger	278856030.0	100	77
121	35	106	643407	0.0	1.2151784	Merger	157652500.0	100	77
122	36	107	655275	0.0	0.10354271	Merger	500901540.0	100	77
123	37	108	659218	0.0	0.15148772	Merger	200750450.0	100	77
124	38	109	661695	0.0	0.32064924	Merger	642663900.0	100	77
125	39	110	664567	0.0	0.16946614	Merger	827451700.0	100	77
126	40	111	665628	0.0	0.1969168	Merger	454111100.0	100	77
127	41	112	670919	0.0	1.1805757	Merger	311558100.0	100	77
128	42	113	671220	0.0	0.16093028	Merger	331953250.0	100	77
129	43	114	674809	0.0	0.20320141	Merger	179578770.0	100	77
130	44	115	697866	0.0	0.1950968	Merger	147588210.0	100	77
131	45	116	715888	0.0	0.33278707	Merger	152478340.0	100	77
132	46	117	723283	0.0	0.1526043	Merger	143136080.0	100	77
133	47	172	612434	-0.1166118699999998	1.3999697	first_progenitor	2862706000.0	1	77
134	48	175	619954	-0.1166118699999998	0.29407984	next_progenitor	182310450.0	10	77
135	49	180	625658	-0.1166118699999998	0.9547192	first_progenitor	2254938400.0	1	77
136	50	203	205108	-0.35229628	0.87556607	next_progenitor	6588557300.0	10	77
137	51	235	0	-0.4713563299999999	0.13689105	first_progenitor	3087813000000.0	1	77
138	52	236	3	-0.4713563299999999	0.13689105	next_progenitor	224507270000.0	10	77
139	53	292	600762	-0.4713563299999999	0.18314144	first_progenitor	1347562500.0	1	77
140	0	4	114	0.4614553946766664	0.8451276	Descendant	930095600.0	1000	78
141	1	51	18	0.2899749599999999	0.25008562	Descendant	38109045000.0	1000	78
142	2	75	101	0.1166118699999998	1.1673442	Descendant	726747900.0	1000	78
143	3	76	151	0.1166118699999998	0.13352025	Descendant	1912200800.0	1000	78
144	4	117	55689	0.0	0.2511086	Merger	1825249800.0	100	78
145	5	118	184085	0.0	1.0571406	Merger	212468800.0	100	78
146	6	119	200141	0.0	0.39006254	Merger	2599638000.0	100	78
147	7	120	212754	0.0	0.15906681	Merger	454974620.0	100	78
148	8	121	292735	0.0	0.23337397	Merger	2140121100.0	100	78
149	9	122	305195	0.0	0.41638666	Merger	3879625700.0	100	78
150	10	123	335534	0.0	1.1735214	Merger	3284232200.0	100	78
151	11	124	337302	0.0	0.5921517	Merger	189980020000.0	100	78
152	12	125	355590	0.0	0.830165	Merger	528424320.0	100	78
153	13	126	399180	0.0	0.6035885	Merger	60274364000.0	100	78
154	14	127	405922	0.0	0.19144441	Merger	86456490.0	100	78
155	15	128	415944	0.0	0.5988312	Merger	106032740.0	100	78
156	16	129	430963	0.0	1.2254177	Merger	684478600.0	100	78
157	17	130	435354	0.0	0.1800328	Merger	36360413000.0	100	78
158	18	131	451641	0.0	0.10470959	Merger	15560127000.0	100	78
159	19	132	453510	0.0	0.46237645	Merger	618147840.0	100	78
160	20	133	465818	0.0	1.1520361	Merger	5563060700.0	100	78
161	21	134	489239	0.0	0.15379938	Merger	168827040.0	100	78
162	22	135	540926	0.0	0.2237875	Merger	271622140.0	100	78
163	23	136	573830	0.0	0.34589976	Merger	4657033000.0	100	78
164	24	137	574754	0.0	2.633328	Merger	1291299100.0	100	78
165	25	138	599055	0.0	0.13154498	Merger	796333100.0	100	78
166	26	139	602050	0.0	0.1581071	Merger	1925864000.0	100	78
167	27	140	605763	0.0	0.27021825	Merger	579906370.0	100	78
168	28	141	610600	0.0	0.36805183	Merger	679494900.0	100	78
169	29	142	612605	0.0	1.2609167	Merger	611773100.0	100	78
170	30	143	615254	0.0	0.1113773	Merger	497263230.0	100	78
171	31	144	616499	0.0	1.4254808	Merger	177381200.0	100	78
172	32	145	617483	0.0	1.3999697	Merger	1110767500.0	100	78
173	33	146	625135	0.0	0.29407984	Merger	240859120.0	100	78
174	34	147	627096	0.0	1.2153699	Merger	877141760.0	100	78
