	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
3425	419972	7582482000.0	2.548644	0.0	0	11490.51116302501	11534.515733561126	12	0
2739	352432	323284300.0	0.0112515185	0.0	0	8037.580314642869	8038.24333276003	546686	0
4313	490068	5250480000.0	1.1785752	0.0	0	7823.577115236532	8298.633822764134	25	0
3893	459723	2349579800.0	1.1087857	0.0	0	14832.266263488358	15137.194508766712	486383	0
1578	214813	122129105000.0	3.5683222	0.0	0	16517.550460299106	16962.716917469934	3	0
6566	602917	418499970.0	0.023949185	0.0	0	15704.073807720888	16117.254082535157	42285	0
1130	158313	10038059000.0	1.3453242	0.0	0	8977.58537022777	9394.17692557115	83786	0
2318	306716	41160372000.0	8.837538	0.0	0	17324.032803660248	17704.49820391206	91261	0
587	83778	530718900000.0	52.962765	0.0	0	6558.6021005355005	6947.031552286442	99539	0
813	116055	321591180000.0	78.347145	0.0	0	20994.746455697947	21387.597649651885	111187	0
3294	407586	430844260.0	0.11601746	0.0	0	12302.689461042692	12550.243139114691	150589	0
1433	195241	216377930000.0	12.280897	0.0	0	7575.636869233565	8011.737902737311	179894	0
2815	359924	1041451600.0	0.8435246	0.0	0	8166.049679374592	8584.187051349167	179896	0
3440	421544	13895258000.0	4.709266	0.0	0	18436.54679653948	18590.507256836696	182349	0
7473	638272	94775860.0	0.1849263	0.0	0	21561.503005260853	21936.538437975873	186295	0
3794	452348	6903631000.0	2.9076	0.0	0	17093.504482402295	17209.349984116267	218608	0
5	5	115639550000.0	0.0017044938	0.0	5	448.03497036231175	591.5078370106894	224855	0
2952	375778	13383362000.0	7.419755	0.0	0	20097.751150173593	20572.992947005998	228491	0
6636	605634	173403360.0	0.0476532	0.0	0	8982.141654564575	9312.019369988398	229933	0
5545	559898	663604030.0	0.13434361	0.0	0	13649.791618016943	14120.724622388585	239715	0
7587	642455	90976360.0	0.010268979	0.0	0	18012.93114473019	18488.132964399483	246229	0
8172	669025	119663110.0	0.02848132	0.0	0	17861.908717374736	18014.03286122141	257103	0
1961	265188	75211920000.0	0.44708544	0.0	0	9712.941846372336	9888.554298243856	260131	0
2841	363019	3089423400.0	0.8161271	0.0	0	17074.310664488108	17534.061737622713	261718	0
2249	300214	16471328000.0	4.19369	0.0	0	6390.20180452891	6882.056035962345	280122	0
5818	572318	595892900.0	0.064876534	0.0	0	18242.14666526559	18423.314602270802	295917	0
4895	525328	809615300.0	0.2300446	0.0	0	16263.249893553784	16469.380253061263	298421	0
4261	486653	3004143400.0	1.1390481	0.0	0	10887.061048341464	11283.424540944095	306717	0
2443	319683	21652228000.0	3.0601661	0.0	0	21686.50768047659	21923.44942566345	314308	0
818	116060	8314053000.0	0.4591583	0.0	0	21206.0659417499	21606.653494869257	329777	0
2015	271387	41084363000.0	22.29068	0.0	0	10456.169769494893	10961.24300492813	330653	0
6981	618961	558159900.0	0.09627723	0.0	1	1579.2899409603222	2022.009733183225	340719	0
2778	355929	14242991000.0	2.4464898	0.0	0	23045.972340339813	23455.269841314308	355111	0
3019	382329	18217920000.0	7.2836256	0.0	0	15358.102020824414	15648.327550516078	356343	0
7005	619949	216977490.0	0.055274494	0.0	0	19266.214098449458	19320.842404484327	367681	0
3654	440480	327802460.0	0.047264233	0.0	0	6018.49334789783	6242.028588350033	377268	0
3140	393262	495500160.0	0.3370892	0.0	0	15593.677027889562	15837.234969258629	377796	0
4054	471612	4616866000.0	1.1781099	0.0	0	13570.986278380175	13572.400408570269	384915	0
4890	525125	3035347700.0	0.44489384	0.0	0	10582.455975257873	10815.798324236506	385195	0
2855	364565	10773195000.0	4.843855	0.0	0	19150.343894455607	19292.299814522787	386046	0
2853	364277	271381760.0	0.11051781	0.0	0	6725.281022002949	6944.396343434185	404606	0
4588	507147	3164366000.0	1.141521	0.0	0	12292.982609557792	12306.839008988638	418493	0
1796	246227	2897295600.0	0.88937914	0.0	0	3544.813942659365	3567.520450640021	419151	0
4739	516510	3840587300.0	0.57695657	0.0	0	22656.843114756266	23062.40484773526	436584	0
2891	368231	4003797000.0	2.4679763	0.0	0	9214.126765747931	9743.299620515185	439328	0
490	59828	1330947300.0	9.861911	0.0	0	0.0	0.0	440095	0
4697	514016	2852709000.0	0.053192735	0.0	0	16966.976618914574	17284.339222415674	441215	0
4175	480464	1108210600.0	0.42971042	0.0	0	9055.456982767788	9131.454224224926	449969	0
4343	491790	457057400.0	0.17331485	0.0	0	13228.674526719129	13568.382537852985	463287	0
3136	393002	902546600.0	0.37240186	0.0	0	15921.663309582898	16088.41639217983	467422	0
6005	580220	454368830.0	0.1160333	0.0	0	20734.443935424417	20969.67990575471	472609	0
4513	502401	715959740.0	0.35234296	0.0	0	8895.661928514599	9009.474908294835	485068	0
976	137097	782697700.0	0.06970616	0.0	0	3689.085313033419	4104.534731309388	489947	0
5062	534606	1361921000.0	0.19132441	0.0	0	19601.99639844413	20085.980412744946	499056	0
4342	491789	1032167040.0	0.31420463	0.0	0	13218.693042931101	13559.886416228264	501395	0
2263	301309	208679980.0	0.11070545	0.0	0	6104.707564727242	6166.468915589401	506435	0
3865	457675	1600829200.0	0.75500435	0.0	0	16582.956372304834	16736.57843407665	511907	0
3186	397396	1154864900.0	0.33332014	0.0	0	10949.674968939134	11065.183408959729	515437	0
5010	531689	914155650.0	0.4103131	0.0	0	8742.893689145247	9164.299187363453	517477	0
6670	607091	164549570.0	0.032152884	0.0	0	24681.470132056762	24796.690876253073	518041	0
5585	561839	308161500.0	0.025402715	0.0	0	20481.171634996303	20705.43167456614	523456	0
5604	562691	242985300.0	0.028722903	0.0	0	9356.76597836721	9827.548302377854	523710	0
2905	370080	821815940.0	0.5308679	0.0	0	10412.950745852042	10417.914065146246	534051	0
7778	650251	222642420.0	0.041477192	0.0	0	9220.126565361836	9230.186949764413	536401	0
6959	618222	255613650.0	0.15288241	0.0	0	16536.186141482423	16777.385429558315	541144	0
1804	247131	269232580.0	0.031101342	0.0	0	15078.913508555344	15374.753207543887	541606	0
4810	520714	340638080.0	0.082841605	0.0	0	7207.3629591802455	7369.967704427288	542581	0
4930	527285	956703360.0	0.4985419	0.0	0	7876.898339397024	7917.324596680381	543376	0
5587	561934	360980500.0	0.07672217	0.0	0	14718.424165173288	14862.649910909924	546788	0
7588	642491	156584450.0	0.053927418	0.0	0	18558.65583863328	18682.806809663285	547388	0
6183	587910	381064600.0	0.08062591	0.0	0	19714.191177500026	20168.3058706834	547633	0
1707	233109	334030560.0	0.115086645	0.0	0	15300.128962619416	15603.288028436651	548474	0
4547	504483	814366000.0	0.22262885	0.0	0	15414.537018743415	15893.4904006211	548604	0
5312	548041	671792830.0	0.098376036	0.0	0	14466.872143622946	14535.056115746016	549145	0
4829	521864	351567330.0	0.12293855	0.0	0	4712.321744869871	5101.308259668648	559700	0
8538	701307	88320760.0	0.018556211	0.0	0	17341.888273559965	17520.266433111206	566125	0
3829	454736	175460100.0	0.054524783	0.0	0	5045.2706786064	5432.845123260614	567549	0
7090	623204	230269740.0	0.06463485	0.0	0	17242.394005453574	17567.44017674643	570529	0
6362	595054	245042030.0	0.06989191	0.0	0	10540.461730956315	11032.752630747264	571499	0
7540	640869	193100320.0	0.038870882	0.0	0	18172.547394674093	18505.885897081906	571637	0
6520	600933	276992130.0	0.07286036	0.0	0	9517.954485861164	9865.483148528092	576240	0
4481	500441	278102340.0	0.07092089	0.0	0	15999.453584864703	16393.989479690834	583172	0
6577	603291	430115870.0	0.05563002	0.0	0	17174.444315999022	17265.265889014343	587984	0
7173	626591	175324430.0	0.059767462	0.0	0	6913.350079431548	7349.904995716891	589723	0
6834	613289	132132296.0	0.04221225	0.0	0	17083.533242340254	17092.865670983203	592754	0
7962	658726	154995740.0	0.044781197	0.0	0	17757.888813709193	18127.9849675196	594912	0
7939	657693	260382300.0	0.052657317	0.0	0	15359.117350572717	15826.068961812718	595254	0
6860	614156	493728220.0	0.2224576	0.0	0	11804.811184886436	12238.464694307415	595588	0
547	74511	242372820.0	0.051661957	0.0	0	17991.418527799397	18191.50061872068	596761	0
6263	591136	293032200.0	0.0645041	0.0	0	21168.75458092895	21601.95242191258	601150	0
5317	548285	240625250.0	0.06863735	0.0	0	15793.8283374778	16016.964582112005	602809	0
