	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
1710	231276	99524640000.0	0.23777585	0.0	0	16765.646853353195	16899.148801481395	5	0
0	0	851760000000.0	145.7593	0.0	5	73.80447683128659	555.124136654198	40778	2
5055	524225	1694993700.0	0.5999907	0.0	0	11230.100996134835	11790.313359024882	54364	0
2816	358209	4563045400.0	1.9646811	0.0	0	16800.119157733345	16943.962438986982	54367	0
1421	192107	75615770000.0	0.781781	0.0	0	15816.53110755713	16107.156523960888	103607	0
3170	392038	10108882000.0	2.5451632	0.0	0	7084.860697327187	8045.062315803343	108153	0
799	112167	308460780000.0	1.3635863	0.0	0	17920.578732606038	18320.891804499402	123623	0
2226	294227	44519006000.0	0.069599204	0.0	1	1297.5069959422597	2131.8649379566073	154255	0
6726	599630	351771460.0	0.17323898	0.0	0	19857.237529691018	20605.238863397313	158820	0
1391	188068	145285840000.0	29.882965	0.0	0	16820.249732126642	17064.110783332915	187035	0
7511	631209	424629380.0	0.048177518	0.0	0	5041.291040166508	5406.295208477589	216500	0
1566	210428	11826427000.0	6.333467	0.0	0	7280.645827617113	8075.720240005784	217643	0
1291	176332	83511020000.0	16.61233	0.0	0	17410.217871814017	17657.318310695446	229725	0
2183	289415	35478180000.0	14.319397	0.0	0	17053.727528140364	17660.8299168096	261408	0
801	112169	30012977000.0	0.006470977	0.0	0	17922.287629586284	18322.252965280746	284673	0
2581	333020	28656488000.0	8.30232	0.0	0	12707.433091609759	13002.76568213158	297042	0
2176	288345	2483865000.0	2.1882463	0.0	0	18975.15648696022	19120.54216296476	304236	0
1331	181288	34198108000.0	2.3753865	0.0	0	17562.383340412194	18224.718179995663	313648	0
3319	406486	12085340000.0	3.949351	0.0	0	4277.788703910135	4376.254849793315	317115	0
4502	492160	1142126500.0	0.6404824	0.0	0	7204.981899071497	7367.551101960894	322772	0
7557	633138	196136900.0	0.032749526	0.0	0	10231.36065374699	10614.666995597765	323178	0
851	120044	4705659000.0	1.2126513	0.0	0	13152.79917108848	13437.801446131689	352711	0
714	98673	9588833000.0	1.1490756	0.0	0	15170.015615090495	15277.61232436641	357659	0
5768	559803	633161340.0	0.13132316	0.0	0	12891.06701919504	13155.655823852936	359542	0
3489	421089	3706407700.0	0.9319279	0.0	0	14282.50683588333	15085.163526258224	378863	0
2047	272480	5766422000.0	3.2699575	0.0	0	9479.308552485687	10360.713574819765	387915	0
3979	457891	3993347600.0	2.017281	0.0	0	12689.893151859977	13213.301636377455	413403	0
4240	476049	2703984600.0	0.79351836	0.0	0	7232.307503009624	7932.299370375209	415257	0
218	24497	2738204700.0	0.14050098	0.0	0	2272.9417234569705	2342.3658634762414	439625	0
4512	492787	2900874500.0	0.7391991	0.0	0	12098.170266481624	12269.451070623278	442245	0
7568	633471	154147040.0	0.03485346	0.0	0	16962.89682964116	17272.179007375857	449803	0
4614	499544	1411557600.0	0.6734376	0.0	0	21559.09535982272	22243.589019173	459616	0
5497	547003	937568000.0	0.26661542	0.0	0	18831.517134108308	19528.28458150459	461066	0
2050	272483	922770100.0	0.06624041	0.0	0	9589.79586239117	10463.858096077924	464651	0
5048	523803	1420650000.0	0.31737408	0.0	0	11015.017892208509	11331.006350411833	487168	0
5171	530448	905296200.0	0.30861875	0.0	0	12770.700610134829	13367.069882456672	487470	0
4188	472641	708361100.0	0.0736689	0.0	0	16234.014067923923	16446.432738942334	498014	0
4478	490700	804756540.0	0.21652278	0.0	0	20839.642013632216	21263.11937637688	498312	0
1652	222122	769089700.0	0.08299539	0.0	0	10405.133633472078	11286.447239684134	503399	0
6841	604180	148727230.0	0.114156604	0.0	0	13809.484094598882	13810.768693492131	516601	0
2776	353474	606941060.0	0.18831177	0.0	0	10254.196436980388	10405.576218078912	516779	0
3907	452716	639653570.0	0.2181598	0.0	0	7015.152785336034	7396.725345175751	519861	0
5691	556123	796946750.0	0.32414687	0.0	0	16210.056085081531	16467.383540816267	525668	0
519	68700	507424200.0	0.035951808	0.0	0	17969.897637210925	18210.553887879232	525737	0
7062	612658	149211380.0	0.023687188	0.0	0	8130.420611360789	8506.836690441043	526199	0
2595	334259	247061180.0	0.1070745	0.0	0	18865.91650861909	19111.38865949623	526486	0
7434	627875	301867140.0	0.08008794	0.0	0	16341.156500063349	16673.919087431168	527749	0
158	266	394956380.0	0.21971025	0.0	0	0.0	0.0	527830	0
4674	502923	328110900.0	0.074803755	0.0	0	8499.812269750297	8583.469027352714	532965	0
5194	531617	419937900.0	0.053777095	0.0	0	5726.068966254309	6142.212162766596	533541	0
5476	545996	714873400.0	0.15908438	0.0	0	2159.9638838755673	2639.6080869497737	535215	0
3535	425056	302949060.0	0.038184296	0.0	0	5780.759198950514	6036.363754977453	538373	0
7007	610565	438293820.0	0.07068674	0.0	0	5323.902975893868	6024.924309696696	538910	0
1779	237661	129969260.0	0.035357	0.0	0	10484.847724798228	10978.77084646759	541944	0
8475	693849	124449590.0	0.031878006	0.0	0	20538.914454672038	20954.03366725402	546686	0
5747	558734	375346240.0	0.047522575	0.0	0	6779.4531125494705	7360.688940502677	549821	0
5813	561992	182055540.0	0.07936721	0.0	0	15746.828445069501	15778.181428186577	550108	0
4612	499364	427634700.0	0.059033953	0.0	0	16500.671368435796	17131.628585213493	552227	0
7992	652495	196664660.0	0.04603104	0.0	0	18080.603708216393	18331.48780912497	556778	0
7110	615116	341443870.0	0.059363943	0.0	0	11440.559118205321	11681.231768779764	557693	0
5556	549722	495491650.0	0.1162849	0.0	0	8563.178649962416	9011.396544206971	560229	0
7498	630781	223662530.0	0.035614528	0.0	0	7399.620581715592	7881.430229796658	562798	0
8077	657366	129089890.0	0.036959916	0.0	0	22408.80745534937	23115.13688397537	571271	0
3776	443644	298506620.0	0.14596477	0.0	0	4823.819073862588	5492.0827022521225	579153	0
488	54468	205406800.0	0.36183637	0.0	0	16283.754091567676	16760.10129639332	584563	0
2597	334261	195806980.0	0.043450054	0.0	0	18864.61901008128	19109.904682341898	586064	0
6803	602682	239377570.0	0.064702995	0.0	0	17518.127104464475	18225.597209826734	588219	0
6573	593828	330921570.0	0.077069625	0.0	0	17674.533612037656	17829.16190765716	588760	0
1752	235508	162744820.0	0.016992157	0.0	0	16551.79751936421	16813.77269434771	588976	0
5985	569261	227144980.0	0.12919578	0.0	0	7073.769077538191	7349.698438004625	589079	0
7240	620248	173530420.0	0.03153122	0.0	0	15397.484284643933	15820.815175802885	589214	0
8048	655282	113345620.0	0.052501496	0.0	0	5628.372769058109	5894.458197191642	589897	0
4479	490701	254149250.0	0.1797995	0.0	0	20848.330049891596	21273.055405765965	590148	0
6265	581845	226902370.0	0.08251722	0.0	0	2831.6850016353083	2849.3827550057276	594591	0
1304	176346	87992240.0	0.012789317	0.0	0	17476.3913758769	17720.354533234462	601900	0
8149	661861	139325680.0	0.036042064	0.0	0	8389.13188765682	8559.47752989458	604307	0
5969	568553	169358850.0	0.026865149	0.0	0	6521.469274802222	7294.187146795798	605291	0
7639	636566	120239090.0	0.057154458	0.0	0	18002.028179121775	18242.188689221115	608494	0
7664	637453	127108170.0	0.033145662	0.0	0	4892.082026969729	4913.687133461482	609514	0
2332	304240	161496740.0	0.01778531	0.0	0	18996.401548803115	19632.88812760336	610527	0
4944	518156	182237280.0	0.13668141	0.0	0	15547.67509143514	16198.182737932619	611561	0
8485	695542	102012140.0	0.01746833	0.0	0	15056.050541171548	15129.71513639529	612860	0
8431	686209	91558940.0	0.022774102	0.0	0	4850.639089005183	5296.362879417079	618714	0
8355	677604	89150420.0	0.017098323	0.0	0	11771.78271072734	11786.360873991456	619071	0
4060	463619	100093110.0	0.02917626	0.0	0	13815.545146288465	14379.082117714175	622156	0
599	78078	89562560.0	0.0032127711	0.0	0	6566.583919924891	6932.304140582787	624362	0
6117	575203	163754880.0	0.071993925	0.0	0	19709.511585909913	20087.323143572456	625525	0
7470	629500	143980800.0	0.031275097	0.0	0	7031.328347222198	7791.14193752577	625622	0
1858	248687	90462680.0	0.0014779053	0.0	0	20004.7086177054	20383.318000514857	625815	0
7192	618482	121846330.0	0.047647677	0.0	0	8371.531804737499	9065.653368451636	628094	0
8191	664496	123315030.0	0.019097267	0.0	0	11137.365461500172	11366.245834357502	629038	0
8044	655110	120436410.0	0.042796936	0.0	0	8693.562193929405	8728.932661375204	633377	0
6619	595639	208571170.0	0.03996637	0.0	0	12242.398495015896	12714.015292554432	635464	0
8298	672081	88974136.0	0.017679075	0.0	0	12361.88024362474	12884.214265808232	636993	0
2501	323592	101331496.0	0.026174664	0.0	0	20590.914804885484	20902.626030755568	648234	0
127	155	93758300.0	0.42608747	0.0	6	44.122118640675694	105.22447765194283	652022	0
2591	333963	21362258000.0	6.1963873	0.0	0	16343.824638840802	17041.71034351175	20	0
6199	578991	192714530.0	0.122888155	0.0	0	11265.634068846553	11785.61125062424	630975	0
4032	461747	3063461400.0	1.0941926	0.0	0	20247.225216425286	21019.079422567665	78054	0
5672	555210	879959550.0	0.2800375	0.0	0	17470.26693056558	17687.302719042076	520901	0
5211	532627	644198800.0	0.27476436	0.0	0	5500.592560969232	5704.319871119748	532383	0
7687	638491	140915700.0	0.029833583	0.0	0	15156.472636830546	15300.296466449045	616734	0
