	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	2	12	0.1960000000000006	0.12528016	Descendant	6883355600.0	1100	51
1	24	279796	0.4973930600000003	1.0445101	Descendant	400281020.0	1000	51
2	51	451786	0.4973930600000003	0.34102586	Descendant	501249500.0	1000	51
3	118	313648	0.3480000000000007	0.2612743	Descendant	39575704000.0	1000	51
4	140	516601	0.3480000000000007	0.13461602	Descendant	123578320.0	1000	51
5	165	584563	0.3480000000000007	0.26860213	Descendant	412610430.0	1000	51
6	196	25	0.1960000000000006	0.15597397	Descendant	11227186000.0	1000	51
7	250	555091	0.1960000000000006	0.16474542	Descendant	661778370.0	1000	51
8	275	41502	0.0	0.13831039	Merger	45074285000.0	100	51
9	276	80562	0.0	0.9163625	Merger	2860933000.0	100	51
10	277	116842	0.0	0.2819642	Merger	341350350000.0	100	51
11	278	131081	0.0	0.18029553	Merger	155160660000.0	100	51
12	279	171864	0.0	0.15782401	Merger	168394960.0	100	51
13	280	224919	0.0	0.14594093	Merger	2694250500.0	100	51
14	281	240852	0.0	0.17681372	Merger	268739140.0	100	51
15	282	250155	0.0	0.19701341	Merger	52832910000.0	100	51
16	283	264288	0.0	0.39445296	Merger	69462745000.0	100	51
17	284	291360	0.0	0.18396865	Merger	508924060.0	100	51
18	285	300401	0.0	1.1388272	Merger	2681390300.0	100	51
19	286	326460	0.0	7.8685446	Merger	428902620.0	100	51
20	287	328241	0.0	0.12788972	Merger	27613977000.0	100	51
21	288	345584	0.0	0.31434166	Merger	8668071000.0	100	51
22	289	347555	0.0	0.35654142	Merger	12150733000.0	100	51
23	290	348313	0.0	0.3074241	Merger	23134814000.0	100	51
24	291	375411	0.0	0.5516893	Merger	542599800.0	100	51
25	292	384527	0.0	0.29146343	Merger	766521150.0	100	51
26	293	388523	0.0	0.5932534	Merger	935548700.0	100	51
27	294	395779	0.0	0.25337186	Merger	13375446000.0	100	51
28	295	404088	0.0	0.105984904	Merger	5444829000.0	100	51
29	296	416664	0.0	0.15311201	Merger	198532080.0	100	51
30	297	418932	0.0	0.16511726	Merger	3971153700.0	100	51
31	298	435391	0.0	0.13137574	Merger	339376740.0	100	51
32	299	446663	0.0	1.6598501	Merger	1064873900.0	100	51
33	300	454453	0.0	0.1692429	Merger	892164160.0	100	51
34	301	463860	0.0	0.14016946	Merger	3214808300.0	100	51
35	302	466542	0.0	0.33094764	Merger	2871643400.0	100	51
36	303	468325	0.0	0.12904517	Merger	2414539500.0	100	51
37	304	469397	0.0	0.30679917	Merger	1348263700.0	100	51
38	305	475529	0.0	0.2909235	Merger	1675079000.0	100	51
39	306	477318	0.0	0.36368176	Merger	705741900.0	100	51
40	307	486320	0.0	2.187043	Merger	1523457400.0	100	51
41	308	495470	0.0	0.20867394	Merger	1811815300.0	100	51
42	309	499745	0.0	0.12287307	Merger	1282113800.0	100	51
43	310	500430	0.0	1.2855976	Merger	462704220.0	100	51
44	311	517053	0.0	0.2529457	Merger	912617900.0	100	51
45	312	524066	0.0	0.18866782	Merger	434087840.0	100	51
46	313	529487	0.0	0.18679607	Merger	245516530.0	100	51
47	314	529989	0.0	2.4737923	Merger	135965970.0	100	51
48	315	541182	0.0	0.1326837	Merger	760618600.0	100	51
49	316	542828	0.0	0.1302367	Merger	139296290.0	100	51
50	317	543817	0.0	0.33399403	Merger	681727500.0	100	51
51	318	545456	0.0	0.2016539	Merger	566389900.0	100	51
52	319	551692	0.0	0.17426777	Merger	324963360.0	100	51
53	320	554915	0.0	0.20243274	Merger	424261440.0	100	51
54	321	556833	0.0	0.7458067	Merger	435019170.0	100	51
55	322	559540	0.0	0.11995223	Merger	285046000.0	100	51
56	323	560208	0.0	0.15815821	Merger	936619140.0	100	51
57	324	565767	0.0	0.15105037	Merger	455997820.0	100	51
58	325	575418	0.0	0.2331918	Merger	410553250.0	100	51
59	326	579620	0.0	0.983829	Merger	120859544.0	100	51
60	327	581256	0.0	0.24011977	Merger	337362600.0	100	51
61	328	584369	0.0	0.3106262	Merger	265897820.0	100	51
62	329	584851	0.0	0.13673878	Merger	186050450.0	100	51
63	330	585451	0.0	0.4738042	Merger	267827840.0	100	51
64	331	588303	0.0	0.10763967	Merger	165937170.0	100	51
65	332	597899	0.0	0.105082944	Merger	212537520.0	100	51
66	333	606578	0.0	0.11949202	Merger	298741250.0	100	51
67	334	606645	0.0	0.9034112	Merger	106828264.0	100	51
68	335	620452	0.0	0.12868623	Merger	136375580.0	100	51
69	336	625119	0.0	0.18505907	Merger	164970740.0	100	51
70	337	639650	0.0	0.90684265	Merger	91685450.0	100	51
71	338	642733	0.0	2.1843145	Merger	147742450.0	100	51
72	339	654546	0.0	0.20638295	Merger	94931900.0	100	51
73	340	5	-0.1189298	0.10740212	first_progenitor	116306570000.0	1	51
74	341	33	-0.1189298	0.10740212	next_progenitor	3019465500.0	10	51
75	363	407434	-0.1189298	0.19520102	next_progenitor	5345428500.0	10	51
76	407	376409	-0.1189298	0.20647624	first_progenitor	773552400.0	1	51
77	433	476495	-0.1189298	0.12114809	next_progenitor	1075449500.0	10	51
78	489	563300	-0.1189298	0.19702955	next_progenitor	208721150.0	10	51
79	508	595535	-0.1189298	0.39276493	first_progenitor	90706290.0	1	51
80	579	508121	-0.2816387097647927	0.24027151	next_progenitor	1699641100.0	10	51
81	606	565033	-0.2816387097647927	0.18625255	first_progenitor	173533470.0	1	51
