	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	0	7486	0.0	1.5017662	Merger	114814260.0	101	9
1	1	14163	0.0	0.16054074	Merger	102997990.0	101	9
2	2	1	-0.04525314493271	0.1233384	first_progenitor	408970720.0	11	9
3	55	426	0.0	0.7125008	Merger	1818579100.0	100	9
4	56	1811	0.0	0.16647348	Merger	88145900.0	100	9
5	57	4154	0.0	0.25314996	Merger	307355900.0	100	9
6	58	4538	0.0	0.35645032	Merger	164785900.0	100	9
7	59	4854	0.0	0.19409381	Merger	273511970.0	100	9
8	60	5533	0.0	0.121038504	Merger	315581820.0	100	9
9	61	5965	0.0	0.15091193	Merger	85221480.0	100	9
10	62	6227	0.0	0.19469623	Merger	111095304.0	100	9
11	63	8204	0.0	0.17297065	Merger	91084680.0	100	9
12	64	8726	0.0	0.19665523	Merger	159568960.0	100	9
13	65	9558	0.0	0.17095448	Merger	136240720.0	100	9
14	66	9672	0.0	0.14647853	Merger	149386770.0	100	9
15	67	11104	0.0	0.10378154	Merger	133528160.0	100	9
16	68	13040	0.0	0.2917145	Merger	85379050.0	100	9
17	69	13088	0.0	0.20476285	Merger	87570210.0	100	9
18	70	13547	0.0	0.11573558	Merger	128643510.0	100	9
19	71	14593	0.0	0.2436585	Merger	95102970.0	100	9
20	72	15589	0.0	0.119857505	Merger	87701690.0	100	9
21	73	17491	0.0	1.4692492	Merger	110291380.0	100	9
22	313	6884	-0.2783670349327103	0.26863194	next_progenitor	352824740.0	10	9
23	367	12307	-0.2783670349327103	0.34774464	next_progenitor	175737600.0	10	9
