Subfind_ID	t-t_merg	q	Type	mass
427	-0.031812569999999596	0.112734295	first_progenitor	511432.3
483	-0.031812569999999596	0.112734295	next_progenitor	220820.73
1323	-0.031812569999999596	0.1874962	first_progenitor	0.0
1326	-0.031812569999999596	0.1874962	next_progenitor	186654.92
2017	-0.031812569999999596	1.5995151	first_progenitor	0.0
2014	-0.031812569999999596	1.5995151	next_progenitor	0.0
2015	-0.031812569999999596	0.20464721	first_progenitor	0.0
2018	-0.031812569999999596	0.20464721	next_progenitor	0.0
4711	-0.031812569999999596	0.101540014	first_progenitor	0.0
4732	-0.031812569999999596	0.101540014	next_progenitor	44489.21
11349	-0.031812569999999596	0.82017946	first_progenitor	0.0
11356	-0.031812569999999596	0.82017946	next_progenitor	0.0
6229	-0.031812569999999596	1.9009542	first_progenitor	202370.38
6227	-0.031812569999999596	1.9009542	next_progenitor	0.0
8551	-0.031812569999999596	0.16693504	first_progenitor	0.0
8552	-0.031812569999999596	0.16693504	next_progenitor	0.0
10616	-0.031812569999999596	0.13413164	first_progenitor	0.0
10637	-0.031812569999999596	0.13413164	next_progenitor	0.0
13040	-0.031812569999999596	0.12810855	first_progenitor	136366.69
13041	-0.031812569999999596	0.12810855	next_progenitor	0.0
14344	-0.031812569999999596	0.13980803	first_progenitor	71650.555
14346	-0.031812569999999596	0.13980803	next_progenitor	0.0
13271	-0.031812569999999596	0.14975406	first_progenitor	0.0
11489	-0.031812569999999596	0.14975406	next_progenitor	64835.082
10779	-0.031812569999999596	0.118306644	first_progenitor	0.0
13963	-0.031812569999999596	0.118306644	next_progenitor	0.0
16476	-0.031812569999999596	0.3760174	first_progenitor	0.0
16477	-0.031812569999999596	0.3760174	next_progenitor	0.0
7557	-0.031812569999999596	0.11301729	first_progenitor	0.0
7595	-0.031812569999999596	0.11301729	next_progenitor	323845820.0
21417	-0.031812569999999596	0.13025865	first_progenitor	270555.22
21419	-0.031812569999999596	0.13025865	next_progenitor	0.0
23952	-0.031812569999999596	0.10559836	first_progenitor	0.0
23960	-0.031812569999999596	0.10559836	next_progenitor	0.0
24147	-0.031812569999999596	0.17590365	first_progenitor	0.0
18443	-0.031812569999999596	0.17590365	next_progenitor	55922.633
