	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
215	21905	99140080.0	0.3778512	0	0	11395.150727901118	11411.794544789604	25119	0
39	4782	663512200.0	2.6787653	0	0	12839.79051538321	12883.375323775836	409	0
63	7039	446388900.0	2.922333	0	0	13363.99252669637	13386.323254190676	3384	0
239	26958	105146350.0	0.46099922	0	0	11351.338538087864	11381.994894690344	3581	0
92	9876	511374660.0	1.6491348	0	0	8476.79204423011	8685.63620264431	6855	0
132	13901	170817580.0	0.74188143	0	0	7791.647761531529	7802.703200422186	6944	0
197	19351	181138190.0	0.76217115	0	0	19961.41447178686	19962.8301632415	7856	0
151	16006	159557900.0	1.0751095	0	0	9891.376592880943	10199.782874763983	10328	0
202	19659	130116500.0	0.571394	0	0	12160.854142907348	12187.746295465873	12233	0
243	27703	104594780.0	0.32793003	0	0	15807.630229996726	15833.926392384768	12303	0
221	23555	87843710.0	0.34598577	0	0	13921.537802909394	13944.150893554322	14185	0
155	16196	158112600.0	0.56751645	0	0	12112.782351261829	12298.36027330585	14736	0
131	13749	147364180.0	0.6141526	0	0	10696.02531977929	10747.674749853453	14915	0
17	2383	121187430.0	0.6057812	0	0	7272.296241374319	7272.594566572662	16727	0
246	30181	91843544.0	0.2816545	0	0	11838.163159983715	11864.431322095237	19695	0
91	9829	337105660.0	3.1139584	0	0	15838.344424134846	15861.919064124935	7595	0
125	13359	105518950.0	0.4471897	0	0	11227.29325508303	11271.141172335338	19082	0
206	20171	91710540.0	0.47493774	0	0	15186.680428108499	15227.667981221583	15794	0
