	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	0	94342	0.2533619500000004	0.22648351	Descendant	590631040.0	1100	19
1	22	4	0.0	0.5184295	Merger	415885340.0	101	19
2	23	152873	0.0	0.2487441	Merger	176504370.0	110	19
3	233	28833	0.2533619500000004	0.11788981	Descendant	229884980.0	1000	19
4	404	3	0.0842231400000006	0.1368722	Descendant	2914455800.0	1000	19
5	445	110066	0.0842231400000006	0.37918478	Descendant	263132800.0	1000	19
6	476	6	0.0	1.5604414	Merger	284728350.0	100	19
7	477	9	0.0	0.13083188	Merger	159113840.0	100	19
8	478	2086	0.0	0.16134131	Merger	18358813000.0	100	19
9	479	5894	0.0	0.22264935	Merger	3540971000.0	100	19
10	480	7912	0.0	0.1653834	Merger	1504179100.0	100	19
11	481	10624	0.0	0.5505152	Merger	12615572000.0	100	19
12	482	11893	0.0	0.8539415	Merger	157311180.0	100	19
13	483	13449	0.0	0.1593246	Merger	885362000.0	100	19
14	484	17298	0.0	0.12568381	Merger	704178940.0	100	19
15	485	18618	0.0	0.17402819	Merger	4564419000.0	100	19
16	486	21993	0.0	0.15813583	Merger	119840824.0	100	19
17	487	22194	0.0	0.1906434	Merger	4596862000.0	100	19
18	488	29757	0.0	0.101556204	Merger	3147732700.0	100	19
19	489	31949	0.0	0.23725775	Merger	3936517400.0	100	19
20	490	32664	0.0	0.13396238	Merger	3390745900.0	100	19
21	491	33777	0.0	0.14099269	Merger	500797400.0	100	19
22	492	33967	0.0	0.42070073	Merger	3167278600.0	100	19
23	493	39416	0.0	0.2221562	Merger	3103870700.0	100	19
24	494	39719	0.0	0.37954235	Merger	874612400.0	100	19
25	495	40191	0.0	0.34668383	Merger	356810600.0	100	19
26	496	44994	0.0	0.24958736	Merger	658301440.0	100	19
27	497	45167	0.0	0.21557966	Merger	1061424260.0	100	19
28	498	48935	0.0	0.19075261	Merger	95266400.0	100	19
29	499	49143	0.0	0.3954887	Merger	930527800.0	100	19
30	500	49615	0.0	0.5339673	Merger	1416312400.0	100	19
31	501	53026	0.0	1.2170334	Merger	545692100.0	100	19
32	502	53461	0.0	0.871309	Merger	398316260.0	100	19
33	503	55122	0.0	0.29148164	Merger	188112180.0	100	19
34	504	58003	0.0	1.4535803	Merger	210766080.0	100	19
35	505	58462	0.0	0.17657368	Merger	1447585000.0	100	19
36	506	59653	0.0	0.3638047	Merger	1229187700.0	100	19
37	507	67941	0.0	0.1346553	Merger	407007580.0	100	19
38	508	68293	0.0	0.1819642	Merger	913134400.0	100	19
39	509	68920	0.0	0.5846426	Merger	478291650.0	100	19
40	510	69978	0.0	0.100095265	Merger	1047812100.0	100	19
41	511	70264	0.0	1.2998291	Merger	754350140.0	100	19
42	512	70381	0.0	0.653608	Merger	398689920.0	100	19
43	513	70807	0.0	0.10392105	Merger	97548880.0	100	19
44	514	71623	0.0	0.109944195	Merger	809033540.0	100	19
45	515	71924	0.0	0.157093	Merger	586202560.0	100	19
46	516	72503	0.0	0.2898306	Merger	1107665500.0	100	19
47	517	72835	0.0	0.34954712	Merger	94282970.0	100	19
48	518	76482	0.0	0.86173934	Merger	358949570.0	100	19
49	519	77216	0.0	0.69798094	Merger	108077770.0	100	19
50	520	78294	0.0	1.4091619	Merger	595469200.0	100	19
51	521	78780	0.0	0.34877843	Merger	436896500.0	100	19
52	522	80372	0.0	0.19960049	Merger	958012540.0	100	19
53	523	80647	0.0	1.1845483	Merger	107622430.0	100	19
54	524	81552	0.0	0.13406993	Merger	138101780.0	100	19
55	525	82632	0.0	0.3057598	Merger	468280400.0	100	19
56	526	83524	0.0	0.13316241	Merger	748516200.0	100	19
57	527	83752	0.0	0.11927075	Merger	787678500.0	100	19
58	528	84902	0.0	0.20514928	Merger	309787650.0	100	19
59	529	85921	0.0	0.34732094	Merger	105736220.0	100	19
60	530	88179	0.0	0.3314628	Merger	618626900.0	100	19
61	531	91614	0.0	0.34268656	Merger	133467820.0	100	19
62	532	92023	0.0	1.487426	Merger	618431170.0	100	19
63	533	92553	0.0	3.1299164	Merger	89916800.0	100	19
64	534	92771	0.0	1.3072255	Merger	88228060.0	100	19
65	535	93078	0.0	0.20463797	Merger	642892000.0	100	19
66	536	93495	0.0	0.28532273	Merger	571393900.0	100	19
67	537	95676	0.0	0.123923235	Merger	290072030.0	100	19
68	538	96938	0.0	2.0060418	Merger	139614500.0	100	19
69	539	97729	0.0	0.19141649	Merger	366516900.0	100	19
70	540	97801	0.0	0.15559052	Merger	234989710.0	100	19
71	541	103050	0.0	0.15912493	Merger	161608220.0	100	19
72	542	103823	0.0	0.49074328	Merger	103994296.0	100	19
73	543	105564	0.0	0.36895496	Merger	396165800.0	100	19
