	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
617	94342	0.2533619500000004	0.22648351	Descendant	590631040.0	1100	19	1.3026012	1	150	74.11028810688026	104.57502341453275
618	4	0.0	0.5184295	Merger	415885340.0	101	19	1.59355	1	450	20.038566904977525	26.794581115835257
619	152873	0.0	0.2487441	Merger	176504370.0	110	19	0.5350592	2	210	72.97177795211635	113.07378283443016
620	28833	0.2533619500000004	0.11788981	Descendant	229884980.0	1000	19	0.68295085	0	449	5.984875891006037	6.604682753105947
621	3	0.0842231400000006	0.1368722	Descendant	2914455800.0	1000	19	10.739567	1	101	43.27235206662061	45.102790894793806
622	110066	0.0842231400000006	0.37918478	Descendant	263132800.0	1000	19	0.23373169	0	509	110.56675824511376	123.39356429576154
623	6	0.0	1.5604414	Merger	284728350.0	100	19	0.65172875	2	667	56.87728799418801	77.53016562106447
624	9	0.0	0.13083188	Merger	159113840.0	100	19	0.33126864	1	909	22.809436116813956	31.817666620165845
625	2086	0.0	0.16134131	Merger	18358813000.0	100	19	146.69899	1	8	12.836377379226304	270.4757743536555
626	5894	0.0	0.22264935	Merger	3540971000.0	100	19	37.080124	1	50	6.483517238560349	9.878558542470524
627	7912	0.0	0.1653834	Merger	1504179100.0	100	19	6.164068	1	74	73.64670972647951	87.19475376745339
628	10624	0.0	0.5505152	Merger	12615572000.0	100	19	53.845592	1	3	103.9278624303833	776.3387917228721
629	11893	0.0	0.8539415	Merger	157311180.0	100	19	0.4358013	3	1003	17.898132826033756	20.663026431766855
630	13449	0.0	0.1593246	Merger	885362000.0	100	19	2.7345777	1	296	7.421176304532432	42.96518008746627
631	17298	0.0	0.12568381	Merger	704178940.0	100	19	1.2568158	1	252	28.201192606958287	176.97037410842765
632	18618	0.0	0.17402819	Merger	4564419000.0	100	19	44.69073	1	30	4.128531851425921	547.1417410314947
633	21993	0.0	0.15813583	Merger	119840824.0	100	19	0.15999271	1	520	18.367509552632168	19.204317586851413
634	22194	0.0	0.1906434	Merger	4596862000.0	100	19	23.927053	1	75	111.12083738992602	134.78331954911383
635	29757	0.0	0.101556204	Merger	3147732700.0	100	19	11.240147	1	135	98.69548900100091	124.51649838869088
636	31949	0.0	0.23725775	Merger	3936517400.0	100	19	16.730993	1	51	90.62681375208899	161.24800365188554
637	32664	0.0	0.13396238	Merger	3390745900.0	100	19	10.703662	1	52	79.18635913306055	94.0914244859844
638	33777	0.0	0.14099269	Merger	500797400.0	100	19	2.060678	1	87	5.109273033489112	17.33193679310868
639	33967	0.0	0.42070073	Merger	3167278600.0	100	19	10.070908	3	27	312.9710093020119	436.18683344519894
640	39416	0.0	0.2221562	Merger	3103870700.0	100	19	8.967319	4	27	291.9299559694936	384.30083816069083
641	39719	0.0	0.37954235	Merger	874612400.0	100	19	1.8027782	2	208	3.8556185393231646	42.41507298120028
642	40191	0.0	0.34668383	Merger	356810600.0	100	19	0.8017511	1	233	33.842494343810124	69.4329378780376
643	44994	0.0	0.24958736	Merger	658301440.0	100	19	1.3661859	1	193	12.611765635882486	128.39946951022333
644	45167	0.0	0.21557966	Merger	1061424260.0	100	19	3.8152654	1	87	110.59363009490511	169.38730507977846
645	48935	0.0	0.19075261	Merger	95266400.0	100	19	0.2128553	1	248	48.2165781022497	60.03300139300404
646	49143	0.0	0.3954887	Merger	930527800.0	100	19	3.035316	1	156	18.846939442696776	122.447431407954
647	49615	0.0	0.5339673	Merger	1416312400.0	100	19	5.2248216	1	39	751.7431409828705	840.7520652053869
648	53026	0.0	1.2170334	Merger	545692100.0	100	19	1.9926853	3	138	19.10032172140724	52.54801986135905
649	53461	0.0	0.871309	Merger	398316260.0	100	19	1.29692	2	200	8.283314386308708	22.942042567364126
650	55122	0.0	0.29148164	Merger	188112180.0	100	19	0.36825556	2	270	13.293576536493587	23.552143924167776
651	58003	0.0	1.4535803	Merger	210766080.0	100	19	0.39701748	1	292	5.631350866898119	93.75136875219691
652	58462	0.0	0.17657368	Merger	1447585000.0	100	19	3.4475648	1	84	84.51965668815457	169.84007321716706
653	59653	0.0	0.3638047	Merger	1229187700.0	100	19	3.5713277	3	73	55.92771752681355	174.74157884919555
654	67941	0.0	0.1346553	Merger	407007580.0	100	19	0.9087961	2	108	10.991457107799697	92.21338248805911
655	68293	0.0	0.1819642	Merger	913134400.0	100	19	2.6739936	1	92	210.98211505316152	272.584669785116
656	68920	0.0	0.5846426	Merger	478291650.0	100	19	1.1516994	1	91	452.34754809206424	650.7464762416542
657	69978	0.0	0.100095265	Merger	1047812100.0	100	19	3.670671	1	41	570.6508778174642	789.8069829334626
658	70264	0.0	1.2998291	Merger	754350140.0	100	19	1.7356834	1	126	119.24682739731175	158.3707964057341
659	70381	0.0	0.653608	Merger	398689920.0	100	19	0.60617423	1	402	33.416470067998006	74.22257721938738
660	70807	0.0	0.10392105	Merger	97548880.0	100	19	0.2547855	1	556	5.556889387327644	29.738785468061423
661	71623	0.0	0.109944195	Merger	809033540.0	100	19	2.0726187	1	85	213.2725445288891	246.256250451457
662	71924	0.0	0.157093	Merger	586202560.0	100	19	1.6942462	1	448	150.47103634195162	245.56019181300786
663	72503	0.0	0.2898306	Merger	1107665500.0	100	19	3.4906824	1	69	91.67263655882732	135.45971539811927
664	72835	0.0	0.34954712	Merger	94282970.0	100	19	0.1367997	1	939	36.295572327366855	37.687656100560865
665	76482	0.0	0.86173934	Merger	358949570.0	100	19	1.003181	1	220	73.13548876597629	161.9899724182264
666	77216	0.0	0.69798094	Merger	108077770.0	100	19	0.16778846	1	471	23.107200959084924	41.494305173676196
667	78294	0.0	1.4091619	Merger	595469200.0	100	19	1.8004335	1	124	2.8672659426265277	60.67336078202769
668	78780	0.0	0.34877843	Merger	436896500.0	100	19	1.3324686	2	191	690.0249750561579	814.4931262798807
669	80372	0.0	0.19960049	Merger	958012540.0	100	19	1.6602646	1	168	429.34305414345096	546.6895051944954
670	80647	0.0	1.1845483	Merger	107622430.0	100	19	0.58855313	1	519	6.927141720040784	38.20326173060388
