Subfind_ID	t-t_merg	q	Type	mass
70517	-0.18425457000000023	0.11913342	first_progenitor	581317.6
70519	-0.18425457000000023	0.11913342	next_progenitor	219923.9
144065	-0.18425457000000023	0.15085204	first_progenitor	95012.74
144068	-0.18425457000000023	0.15085204	next_progenitor	0.0
4907	-0.18425457000000023	0.14653191	first_progenitor	0.0
4913	-0.18425457000000023	0.14653191	next_progenitor	0.0
31930	-0.18425457000000023	0.19768272	first_progenitor	1140076700.0
31931	-0.18425457000000023	0.19768272	next_progenitor	16078111.0
106881	-0.18425457000000023	0.16886851	first_progenitor	193431.66
106882	-0.18425457000000023	0.16886851	next_progenitor	0.0
84599	-0.18425457000000023	0.1018806	first_progenitor	252611.55
84600	-0.18425457000000023	0.1018806	next_progenitor	0.0
17006	-0.18425457000000023	0.20212863	first_progenitor	0.0
17014	-0.18425457000000023	0.20212863	next_progenitor	0.0
8704	-0.18425457000000023	0.13018972	first_progenitor	0.0
8708	-0.18425457000000023	0.13018972	next_progenitor	0.0
28249	-0.18425457000000023	0.57453984	first_progenitor	0.0
24603	-0.18425457000000023	0.57453984	next_progenitor	0.0
19070	-0.18425457000000023	0.14086254	first_progenitor	88529.87
19077	-0.18425457000000023	0.14086254	next_progenitor	0.0
11452	-0.18425457000000023	0.15613095	first_progenitor	0.0
11454	-0.18425457000000023	0.15613095	next_progenitor	0.0
11453	-0.18425457000000023	0.10868482	first_progenitor	0.0
11478	-0.18425457000000023	0.10868482	next_progenitor	0.0
125405	-0.18425457000000023	0.17278591	first_progenitor	0.0
125412	-0.18425457000000023	0.17278591	next_progenitor	0.0
31396	-0.18425457000000023	0.110008426	first_progenitor	0.0
32739	-0.18425457000000023	0.110008426	next_progenitor	0.0
16798	-0.18425457000000023	0.11816921	first_progenitor	0.0
16800	-0.18425457000000023	0.11816921	next_progenitor	0.0
20480	-0.18425457000000023	0.16789162	first_progenitor	51379.28
19459	-0.18425457000000023	0.16789162	next_progenitor	0.0
19362	-0.18425457000000023	0.12056554	first_progenitor	0.0
19363	-0.18425457000000023	0.12056554	next_progenitor	0.0
92810	-0.18425457000000023	0.6634569	first_progenitor	0.0
82976	-0.18425457000000023	0.6634569	next_progenitor	0.0
48484	-0.18425457000000023	0.18439084	first_progenitor	0.0
48482	-0.18425457000000023	0.18439084	next_progenitor	0.0
22792	-0.18425457000000023	0.12978859	first_progenitor	0.0
22795	-0.18425457000000023	0.12978859	next_progenitor	0.0
20235	-0.18425457000000023	0.3804003	first_progenitor	0.0
22195	-0.18425457000000023	0.3804003	next_progenitor	0.0
37505	-0.18425457000000023	1.3473415	first_progenitor	82004.64
37520	-0.18425457000000023	1.3473415	next_progenitor	0.0
45781	-0.18425457000000023	0.28958732	first_progenitor	0.0
45783	-0.18425457000000023	0.28958732	next_progenitor	0.0
25482	-0.18425457000000023	0.32305133	first_progenitor	0.0
25487	-0.18425457000000023	0.32305133	next_progenitor	0.0
25222	-0.18425457000000023	0.20557109	first_progenitor	61446.74
24336	-0.18425457000000023	0.20557109	next_progenitor	6650445.0
34382	-0.18425457000000023	0.10714895	first_progenitor	0.0
34398	-0.18425457000000023	0.10714895	next_progenitor	0.0
131813	-0.18425457000000023	0.19480345	first_progenitor	0.0
131814	-0.18425457000000023	0.19480345	next_progenitor	0.0
27759	-0.18425457000000023	0.21675333	first_progenitor	0.0
27760	-0.18425457000000023	0.21675333	next_progenitor	53570.582
166195	-0.18425457000000023	0.13179457	first_progenitor	0.0
166196	-0.18425457000000023	0.13179457	next_progenitor	0.0
54084	-0.18425457000000023	0.4261232	first_progenitor	111892.195
82763	-0.18425457000000023	0.4261232	next_progenitor	122360.96
