	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
247	29249	0.0	0.14546192	Merger	153429280.0	101	15	0.70986885	1	775	7.201242265003756	26.40587956259027
248	53770	0.1044636399999987	0.20032579	Descendant	214829950.0	1000	15	0.53593063	0	92	18.263374773558294	69.54408344074469
249	53939	0.070864349999999	0.16929583	Descendant	250518430.0	1000	15	0.51623076	0	164	117.17068731639178	127.5096628319099
250	70391	0.070864349999999	0.21807808	Descendant	97536984.0	1000	15	0.26967293	1	191	57.316407888843585	296.33001700570577
251	3013	0.0	0.3068012	Merger	8590985000.0	100	15	62.70834	2	1	49.0034854281644	2962.6650656198494
252	3014	0.0	0.13582732	Merger	1238880400.0	100	15	7.137213	1	20	2.0989623741198007	49.0034854281644
253	3015	0.0	1.2138859	Merger	347378600.0	100	15	2.3690424	1	78	2.0989623741198007	47.43513562188084
254	8464	0.0	0.21009316	Merger	131024504.0	100	15	0.4705787	2	668	9.755396064283767	37.662165099902325
255	9373	0.0	0.12968549	Merger	284070750.0	100	15	0.8963572	1	155	20.590150534009748	24.44305659361721
256	10920	0.0	0.20013513	Merger	92506870.0	100	15	0.57963514	2	848	6.956966890761913	48.31907001493867
257	11712	0.0	0.25798124	Merger	2146688400.0	100	15	8.93563	1	5	130.65307329258988	529.0359519409739
258	15152	0.0	0.13028023	Merger	401264830.0	100	15	1.0347685	1	111	8.778826757258203	24.274250713872423
259	15830	0.0	0.12953582	Merger	719983940.0	100	15	3.557055	1	235	10.371924795760519	125.13162505800182
260	17899	0.0	0.5193281	Merger	1908052400.0	100	15	10.960547	1	21	121.342753737588	149.39966623925324
261	18266	0.0	0.15500242	Merger	367533950.0	100	15	1.1892071	1	278	25.157911014389878	72.05766244202908
262	20655	0.0	1.6683372	Merger	580463040.0	100	15	1.9489592	1	81	44.07804364571156	85.55832273986498
263	23407	0.0	0.2818393	Merger	468429380.0	100	15	1.6292416	2	69	17.860057967046707	258.9852770914176
264	26751	0.0	1.704677	Merger	96309000.0	100	15	0.47965887	2	302	22.655728214120128	23.34755316740115
265	32490	0.0	0.15467116	Merger	394670200.0	100	15	1.4018091	1	64	44.33780178440975	61.06726724210743
266	32896	0.0	0.15410559	Merger	344072540.0	100	15	2.1097295	1	93	80.70178473179516	84.51814719775594
267	33342	0.0	0.18936935	Merger	222689940.0	100	15	0.83133066	1	142	48.92226316192555	67.98900385476777
268	33438	0.0	0.11607247	Merger	275357540.0	100	15	1.0545057	1	418	102.37115668800371	152.06658896686432
269	38138	0.0	2.0895941	Merger	98745040.0	100	15	0.27519974	2	801	7.521699382128765	20.875001616463315
270	38870	0.0	0.5152683	Merger	223512910.0	100	15	0.9720714	1	173	31.17244751947233	36.88285615371472
271	41386	0.0	0.18344569	Merger	175439860.0	100	15	0.9030942	2	249	4.987401255515012	44.50299967298048
272	42252	0.0	0.46187863	Merger	241672020.0	100	15	1.2825348	1	134	2.8759123983559647	68.83390636434386
273	53881	0.0	1.5193444	Merger	170208370.0	100	15	0.5930895	1	185	5.253516305488465	118.53435596465762
274	57457	0.0	0.23674993	Merger	139705840.0	100	15	0.74939644	2	390	131.67804733558754	232.3572751064281
275	59830	0.0	1.3025488	Merger	167696690.0	100	15	0.57270265	1	280	68.75244352619924	82.84911908673382
276	62145	0.0	0.3618392	Merger	243631150.0	100	15	0.7459447	1	510	52.101092447055215	108.76522519621392
277	62222	0.0	0.10106364	Merger	150058910.0	100	15	0.61143845	1	148	582.6974273728446	648.1859419321605
278	62379	0.0	0.66861016	Merger	167649460.0	100	15	0.4489656	1	177	89.83650631423974	120.87823689963624
