	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
66	438	0.0	0.23595154	Merger	12118010000.0	100	12	97.07362	1	1	376.94929679709105	4042.076805340296
67	2215	0.0	1.7433566	Merger	2119236200.0	100	12	19.18978	1	30	126.95550409051856	147.4099025193525
68	5688	0.0	0.19109929	Merger	1560859600.0	100	12	9.513975	1	42	224.25069105771314	320.73432586373775
69	5957	0.0	0.2079543	Merger	139385220.0	100	12	0.82923365	1	350	45.5371040692114	52.30635343915757
70	6390	0.0	1.1339469	Merger	84661170.0	100	12	0.42436203	1	194	19.321236485600483	20.752813887032943
71	8381	0.0	0.10882452	Merger	916127300.0	100	12	3.786352	1	81	294.659949252185	373.87781536319994
72	17111	0.0	0.10060059	Merger	270554800.0	100	12	1.0450801	1	246	47.74835752653082	92.06899108785204
73	17253	0.0	0.1790831	Merger	331017860.0	100	12	1.716551	1	68	309.36554895742245	320.2018233655644
74	17289	0.0	0.10091216	Merger	161913540.0	100	12	0.66102374	1	128	9.485210779874837	74.40941632127397
75	17503	0.0	0.17105013	Merger	158885170.0	100	12	0.7344641	2	138	85.7160793559049	92.94307049979861
76	22182	0.0	0.24740256	Merger	186502380.0	100	12	1.6196226	1	82	102.95216764987605	247.3674141569603
77	23448	0.0	0.8406721	Merger	266706700.0	100	12	0.8125963	3	80	150.1977367244453	223.1622921978552
78	23977	0.0	0.25112277	Merger	182851260.0	100	12	1.2943194	1	106	43.280242017464964	242.48983165070044
79	25323	0.0	0.17503673	Merger	98663800.0	100	12	0.53934747	1	301	28.048559886739373	64.02499055781492
80	25483	0.0	0.52921563	Merger	149297170.0	100	12	0.9910698	1	104	59.29696762429722	268.81291771707123
81	26839	0.0	0.13010362	Merger	150373300.0	100	12	0.7960745	1	44	105.90822857606841	150.8947831238693
82	28490	0.0	0.5405439	Merger	208685420.0	100	12	1.1300374	1	133	85.05673242697893	605.765082767307
83	30073	0.0	0.2672853	Merger	114877470.0	100	12	0.94963866	2	136	44.4109232948894	104.96562712961858
84	33916	0.0	0.11264139	Merger	129517340.0	100	12	0.6456337	1	87	357.644585539626	598.4368684274052
85	35071	0.0	0.4080877	Merger	101209380.0	100	12	0.82179743	3	101	56.21397424170686	349.384233826474
86	36336	0.0	0.11066282	Merger	135638370.0	100	12	0.5663259	1	110	125.3933742841953	126.88828890406461
87	40483	0.0	0.20195916	Merger	113634220.0	100	12	0.44192922	1	511	57.582203126622865	116.29904588663607
88	42408	0.0	0.11141799	Merger	93613380.0	100	12	0.38448912	1	315	135.41824093423048	163.7068178116675
89	12792	-0.0879999400000013	0.21289493	first_progenitor	752315840.0	1	12	2.6080904	0	74	451.27080530521255	655.4078796047359
90	17767	-0.0879999400000013	0.6231339	next_progenitor	247569740.0	10	12	1.2651511	0	77	234.95687336275557	292.5360163283546
91	37912	-0.0879999400000013	0.22584723	first_progenitor	172027680.0	1	12	0.5549227	0	61	79.53562516403369	106.25960451328876
92	19593	-0.121599230000001	0.10652973	first_progenitor	364872540.0	1	12	1.0312536	0	71	434.61184582419037	477.459225464342
93	15902	-0.268507790000001	0.3065571	next_progenitor	244492800.0	10	12	1.3328117	0	96	72.42542670318275	74.38934577021134
94	38261	-0.268507790000001	0.16465916	next_progenitor	92893260.0	10	12	0.37189233	0	639	4.371019562393474	60.92512883170861
95	25211	-0.3333214400000006	1.0661869	next_progenitor	180774460.0	10	12	0.76008105	0	95	62.216417675551654	126.57533134303776
