	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
783	93011	0.2885797300000003	0.1832711	Descendant	419373600.0	1100	20	1.4968597	1	195	3.9892227000566662	221.8302285980317
784	20970	0.1842545700000002	2.126971	Descendant	17110767000.0	1100	20	38.592445	1	12	98.09182185382917	235.70322575771343
785	20971	0.1842545700000002	1.2448871	Descendant	135896640.0	1100	20	0.14723018	1	334	16.28016604936111	18.19442576899415
786	6	0.1000314299999995	1.5604414	Descendant	336802050.0	1100	20	0.52124923	2	671	49.192562894687946	61.4233034203619
787	33342	0.4294375900000009	0.18936935	Descendant	3531602400.0	1000	20	7.9820423	0	18	280.25581798310947	549.8868053307589
788	3	0.1842545700000002	0.1368722	Descendant	7670371300.0	1000	20	19.384657	0	51	29.25788558839973	40.77026202045975
789	4	0.1000314299999995	0.5184295	Descendant	628880600.0	1000	20	2.179191	1	404	9.083925326696816	28.216411641217398
790	9	0.1000314299999995	0.13083188	Descendant	148996020.0	1000	20	0.34174073	0	1050	4.396662434469549	28.216411641217398
791	185902	0.1000314299999995	0.25468695	Descendant	162876370.0	1000	20	0.17429587	0	633	141.00105319642506	170.69741680023176
792	5748	0.0	0.15085204	Merger	147383520.0	100	20	0.18884574	1	466	39.827285267834306	42.47864920604946
793	6687	0.0	0.14653191	Merger	9544496000.0	100	20	414.83777	2	28	3.18105212890125	6.21296371282798
794	10858	0.0	0.19768272	Merger	2161691100.0	100	20	5.9645796	1	38	63.41726684429886	103.1579071176667
795	11564	0.0	0.16886851	Merger	245537800.0	100	20	0.81669545	2	913	49.42386106063731	59.54466916003818
796	11565	0.0	0.1018806	Merger	384472320.0	100	20	0.8079044	1	675	34.78755929350021	38.87448590279067
797	14282	0.0	0.20212863	Merger	3851532000.0	100	20	8.130159	1	19	105.61939804619475	295.97882620623943
798	14819	0.0	0.13018972	Merger	17895248000.0	100	20	59.43356	1	6	9.827201615011548	904.567206203786
799	16077	0.0	0.57453984	Merger	1836276500.0	100	20	4.8528643	1	201	66.36900839967736	100.25082472172484
800	17316	0.0	0.14086254	Merger	1155947400.0	100	20	3.3154142	1	287	30.628771377362437	44.34039987626921
801	22564	0.0	0.17278591	Merger	110188320.0	100	20	0.2540467	2	1678	17.175484257476818	26.59572207463291
802	24693	0.0	0.110008426	Merger	2492061000.0	100	20	7.595349	1	37	29.088866649123634	80.0574676942788
803	28518	0.0	0.11816921	Merger	11172025000.0	100	20	41.35967	1	17	370.5684992297691	488.9853949449376
804	30968	0.0	0.16789162	Merger	209264340.0	100	20	0.867728	1	1018	6.757254545401581	10.84042703508007
805	31317	0.0	0.12056554	Merger	7670001000.0	100	20	22.58339	1	15	235.98988254840623	678.4324340762305
806	31798	0.0	0.6634569	Merger	390857300.0	100	20	0.6518357	2	391	32.768137853152204	58.10655339302121
807	32026	0.0	0.18439084	Merger	1535521200.0	100	20	5.124418	1	112	11.202935346403603	71.7681987917992
808	33652	0.0	0.12978859	Merger	3638879000.0	100	20	22.191336	1	38	139.94291474022052	587.001126646798
809	36787	0.0	0.3804003	Merger	4734897000.0	100	20	11.538484	2	42	974.9620438774666	1127.068749565251
810	37366	0.0	1.3473415	Merger	217933340.0	100	20	0.43311062	2	1097	11.328870856382169	21.715923308204502
811	41005	0.0	0.28958732	Merger	1021454460.0	100	20	1.7427665	3	116	57.886984956231984	230.4899078553841
812	41857	0.0	0.32305133	Merger	89131860.0	100	20	0.20305337	1	1027	17.02234285544447	20.680622526433787
813	43029	0.0	0.20557109	Merger	3144493000.0	100	20	6.704928	2	18	700.8773669172274	756.1504402890589
814	43692	0.0	0.10714895	Merger	291683400.0	100	20	0.44627365	1	464	42.74823172636491	52.68295921881621
815	44834	0.0	0.19480345	Merger	180184060.0	100	20	0.3883428	2	715	38.25140675968139	39.89657885106521
816	45693	0.0	0.21675333	Merger	4092764000.0	100	20	12.875225	1	20	500.23914348555917	605.2171347460401
817	47082	0.0	0.13179457	Merger	95693370.0	100	20	0.27147084	2	609	27.70908806599084	51.77277130995621
818	49442	0.0	0.4261232	Merger	1207189500.0	100	20	5.3360524	1	94	111.33924674836486	259.04722668018906
819	50581	0.0	1.5055004	Merger	1633282800.0	100	20	3.8587725	1	114	161.90265489963457	233.73227507952916
820	52482	0.0	0.10336793	Merger	2066495200.0	100	20	11.1731415	1	21	283.1199907870581	303.8043828959164
821	53590	0.0	2.7307668	Merger	194262430.0	100	20	0.57053024	1	610	11.918866303524261	18.45669505331956
822	56478	0.0	0.14978902	Merger	372652580.0	100	20	1.170711	3	224	32.848534450485836	37.63471982561213
823	57583	0.0	0.12630984	Merger	799083800.0	100	20	1.540406	2	269	35.530760625736185	199.79557014609185
824	61034	0.0	0.23857419	Merger	604304500.0	100	20	2.011608	1	100	18.21503457129325	78.78877903925678
825	61036	0.0	0.33559772	Merger	166313220.0	100	20	0.46812314	2	295	18.21503457129325	81.32725761305664
826	61907	0.0	1.1955985	Merger	167049440.0	100	20	0.35363418	3	399	40.25103089246391	44.761155686459105
827	62204	0.0	1.6013659	Merger	133840620.0	100	20	0.537634	1	475	9.341850342304937	9.624039174310521
828	63237	0.0	0.31928515	Merger	2295955500.0	100	20	18.556719	1	13	1232.1126678531605	1277.1496181300463
829	63818	0.0	0.30658633	Merger	392595600.0	100	20	0.7494342	1	164	22.50367466377793	47.09736464765774
830	64512	0.0	0.72962135	Merger	1265786800.0	100	20	3.2607932	1	73	4.615739918746076	119.9299693281585
831	71834	0.0	0.2101538	Merger	145069710.0	100	20	0.46023414	2	634	15.55520088749859	66.28925921065678
832	74244	0.0	0.24072894	Merger	1520324600.0	100	20	2.638753	1	142	274.2979954801688	366.40373218117435
833	74322	0.0	0.21398374	Merger	362259900.0	100	20	0.61839783	1	644	18.816702592856092	60.192210321709226
834	74935	0.0	0.16106094	Merger	162216800.0	100	20	0.2811144	1	1332	7.236737932403338	65.72885580210594
835	76453	0.0	0.5040442	Merger	275924030.0	100	20	0.821952	2	418	10.022814408685385	25.41575965460064
836	77870	0.0	0.15324526	Merger	132177380.0	100	20	0.19817165	1	1198	35.268809128340074	67.4117040556165
837	82599	0.0	1.5514948	Merger	678676600.0	100	20	1.6631318	1	377	43.9299621733087	147.9583720886422
838	90061	0.0	0.32334954	Merger	661577900.0	100	20	3.310069	3	153	686.7502565771115	812.7402265477941
839	90218	0.0	2.172021	Merger	416748300.0	100	20	0.75715244	1	219	140.7154510237878	194.03983457792413
840	90725	0.0	0.1972432	Merger	154335490.0	100	20	0.25227085	1	657	35.61853193518046	72.6535778083782
841	91757	0.0	0.33641168	Merger	361601120.0	100	20	0.66452384	2	389	44.459248082506605	71.19872628301032
842	92238	0.0	0.22359814	Merger	200039780.0	100	20	0.95334303	2	847	8.602556621164563	26.15305491028966
843	93215	0.0	0.3317124	Merger	210141730.0	100	20	0.26262838	1	340	18.402394988422987	53.04550014126589
844	96186	0.0	0.17682566	Merger	310029440.0	100	20	0.4236402	1	369	42.1106172728535	122.19139166925976
845	96272	0.0	0.17015357	Merger	84397680.0	100	20	0.21791305	1	1424	6.922464803016218	77.52055251556236
846	97558	0.0	0.15474448	Merger	529900480.0	100	20	0.77223593	1	213	64.87654829286345	85.14583390991113
847	100147	0.0	0.11800392	Merger	755986300.0	100	20	1.3139666	1	318	79.91525204989	117.79161881649027
848	100712	0.0	0.77880627	Merger	356133820.0	100	20	0.84521425	1	267	12.37468351738822	52.075146517048296
849	100713	0.0	1.3311112	Merger	147112400.0	100	20	0.46131933	2	512	12.37468351738822	58.351886113674276
850	101060	0.0	0.20124978	Merger	210243920.0	100	20	0.39933652	2	181	26.214597134348956	158.9908775598626
851	102502	0.0	0.102451995	Merger	102967010.0	100	20	0.25854152	2	520	3.4690302439952974	23.270479211085878
852	104592	0.0	0.17225836	Merger	411968770.0	100	20	1.0349034	1	299	39.90754857578663	111.98566330726247
853	108033	0.0	0.14427336	Merger	602842560.0	100	20	1.5695592	1	225	148.7428803726349	364.53954385313716
854	108760	0.0	0.13927257	Merger	630373900.0	100	20	1.3135748	1	355	242.1764123347638	326.14274754943585
855	112183	0.0	0.119070664	Merger	179455090.0	100	20	0.3200305	1	620	54.90337337811562	144.94787137759673
856	112924	0.0	0.49832994	Merger	252645600.0	100	20	0.6159055	1	913	13.294138662235973	70.81979124416985
857	115255	0.0	0.23325129	Merger	531714620.0	100	20	1.2319413	1	187	53.81779164591335	63.827582698968605
858	117239	0.0	0.21653722	Merger	505582900.0	100	20	1.3484533	1	243	246.05978085606148	301.0150641391065
859	117549	0.0	0.27080685	Merger	269496700.0	100	20	0.28442666	1	225	28.785005372930645	104.10020561992302
860	119237	0.0	0.27289578	Merger	312677760.0	100	20	1.5674437	1	260	3.3709249146517033	110.48785917690361
861	125357	0.0	0.28221476	Merger	176704500.0	100	20	0.6410003	1	236	22.280916535947448	46.83504168560243
862	125479	0.0	0.12320105	Merger	239292500.0	100	20	0.8781724	1	398	10.664603547343631	83.37403056844784
863	129721	0.0	1.5578673	Merger	305201380.0	100	20	0.93901664	1	83	368.93367585904616	402.04302113773264
864	131618	0.0	0.19533783	Merger	339837250.0	100	20	0.56082475	1	234	76.69661992798281	144.4728806214593
