	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	1	93011	0.2885797300000003	0.1832711	Descendant	419373600.0	1100	20
1	2	20970	0.1842545700000002	2.126971	Descendant	17110767000.0	1100	20
2	3	20971	0.1842545700000002	1.2448871	Descendant	135896640.0	1100	20
3	4	6	0.1000314299999995	1.5604414	Descendant	336802050.0	1100	20
4	32	33342	0.4294375900000009	0.18936935	Descendant	3531602400.0	1000	20
5	243	3	0.1842545700000002	0.1368722	Descendant	7670371300.0	1000	20
6	333	4	0.1000314299999995	0.5184295	Descendant	628880600.0	1000	20
7	334	9	0.1000314299999995	0.13083188	Descendant	148996020.0	1000	20
8	464	185902	0.1000314299999995	0.25468695	Descendant	162876370.0	1000	20
9	480	5748	0.0	0.15085204	Merger	147383520.0	100	20
10	481	6687	0.0	0.14653191	Merger	9544496000.0	100	20
11	482	10858	0.0	0.19768272	Merger	2161691100.0	100	20
12	483	11564	0.0	0.16886851	Merger	245537800.0	100	20
13	484	11565	0.0	0.1018806	Merger	384472320.0	100	20
14	485	14282	0.0	0.20212863	Merger	3851532000.0	100	20
15	486	14819	0.0	0.13018972	Merger	17895248000.0	100	20
16	487	16077	0.0	0.57453984	Merger	1836276500.0	100	20
17	488	17316	0.0	0.14086254	Merger	1155947400.0	100	20
18	489	22564	0.0	0.17278591	Merger	110188320.0	100	20
19	490	24693	0.0	0.110008426	Merger	2492061000.0	100	20
20	491	28518	0.0	0.11816921	Merger	11172025000.0	100	20
21	492	30968	0.0	0.16789162	Merger	209264340.0	100	20
22	493	31317	0.0	0.12056554	Merger	7670001000.0	100	20
23	494	31798	0.0	0.6634569	Merger	390857300.0	100	20
24	495	32026	0.0	0.18439084	Merger	1535521200.0	100	20
25	496	33652	0.0	0.12978859	Merger	3638879000.0	100	20
26	497	36787	0.0	0.3804003	Merger	4734897000.0	100	20
27	498	37366	0.0	1.3473415	Merger	217933340.0	100	20
28	499	41005	0.0	0.28958732	Merger	1021454460.0	100	20
29	500	41857	0.0	0.32305133	Merger	89131860.0	100	20
30	501	43029	0.0	0.20557109	Merger	3144493000.0	100	20
31	502	43692	0.0	0.10714895	Merger	291683400.0	100	20
32	503	44834	0.0	0.19480345	Merger	180184060.0	100	20
33	504	45693	0.0	0.21675333	Merger	4092764000.0	100	20
34	505	47082	0.0	0.13179457	Merger	95693370.0	100	20
35	506	49442	0.0	0.4261232	Merger	1207189500.0	100	20
36	507	50581	0.0	1.5055004	Merger	1633282800.0	100	20
37	508	52482	0.0	0.10336793	Merger	2066495200.0	100	20
38	509	53590	0.0	2.7307668	Merger	194262430.0	100	20
39	510	56478	0.0	0.14978902	Merger	372652580.0	100	20
40	511	57583	0.0	0.12630984	Merger	799083800.0	100	20
41	512	61034	0.0	0.23857419	Merger	604304500.0	100	20
42	513	61036	0.0	0.33559772	Merger	166313220.0	100	20
43	514	61907	0.0	1.1955985	Merger	167049440.0	100	20
44	515	62204	0.0	1.6013659	Merger	133840620.0	100	20
45	516	63237	0.0	0.31928515	Merger	2295955500.0	100	20
46	517	63818	0.0	0.30658633	Merger	392595600.0	100	20
47	518	64512	0.0	0.72962135	Merger	1265786800.0	100	20
48	519	71834	0.0	0.2101538	Merger	145069710.0	100	20
49	520	74244	0.0	0.24072894	Merger	1520324600.0	100	20
50	521	74322	0.0	0.21398374	Merger	362259900.0	100	20
51	522	74935	0.0	0.16106094	Merger	162216800.0	100	20
52	523	76453	0.0	0.5040442	Merger	275924030.0	100	20
53	524	77870	0.0	0.15324526	Merger	132177380.0	100	20
54	525	82599	0.0	1.5514948	Merger	678676600.0	100	20
55	526	90061	0.0	0.32334954	Merger	661577900.0	100	20
56	527	90218	0.0	2.172021	Merger	416748300.0	100	20
57	528	90725	0.0	0.1972432	Merger	154335490.0	100	20
58	529	91757	0.0	0.33641168	Merger	361601120.0	100	20
59	530	92238	0.0	0.22359814	Merger	200039780.0	100	20
60	531	93215	0.0	0.3317124	Merger	210141730.0	100	20
61	532	96186	0.0	0.17682566	Merger	310029440.0	100	20
62	533	96272	0.0	0.17015357	Merger	84397680.0	100	20
63	534	97558	0.0	0.15474448	Merger	529900480.0	100	20
64	535	100147	0.0	0.11800392	Merger	755986300.0	100	20
65	536	100712	0.0	0.77880627	Merger	356133820.0	100	20
66	537	100713	0.0	1.3311112	Merger	147112400.0	100	20
67	538	101060	0.0	0.20124978	Merger	210243920.0	100	20
68	539	102502	0.0	0.102451995	Merger	102967010.0	100	20
69	540	104592	0.0	0.17225836	Merger	411968770.0	100	20
70	541	108033	0.0	0.14427336	Merger	602842560.0	100	20
71	542	108760	0.0	0.13927257	Merger	630373900.0	100	20
72	543	112183	0.0	0.119070664	Merger	179455090.0	100	20
73	544	112924	0.0	0.49832994	Merger	252645600.0	100	20
74	545	115255	0.0	0.23325129	Merger	531714620.0	100	20
75	546	117239	0.0	0.21653722	Merger	505582900.0	100	20
76	547	117549	0.0	0.27080685	Merger	269496700.0	100	20
77	548	119237	0.0	0.27289578	Merger	312677760.0	100	20
78	549	125357	0.0	0.28221476	Merger	176704500.0	100	20
79	550	125479	0.0	0.12320105	Merger	239292500.0	100	20
80	551	129721	0.0	1.5578673	Merger	305201380.0	100	20
81	552	131618	0.0	0.19533783	Merger	339837250.0	100	20
82	553	132379	0.0	0.120797634	Merger	215095500.0	100	20
83	554	132652	0.0	0.102579	Merger	131971680.0	100	20
84	555	133945	0.0	0.57757807	Merger	339783140.0	100	20
85	556	136623	0.0	0.11922644	Merger	313059040.0	100	20
86	557	136991	0.0	0.3481954	Merger	265356420.0	100	20
87	558	137866	0.0	0.36331695	Merger	268613800.0	100	20
88	559	138217	0.0	1.6845489	Merger	157465140.0	100	20
89	560	139788	0.0	0.22717287	Merger	84157350.0	100	20
90	561	140058	0.0	0.1405063	Merger	197422420.0	100	20
91	562	140170	0.0	0.114817604	Merger	236540110.0	100	20
92	563	140706	0.0	1.1565063	Merger	208414320.0	100	20
93	564	141622	0.0	1.024109	Merger	125165544.0	100	20
94	565	143721	0.0	0.11063247	Merger	267323630.0	100	20
95	566	144250	0.0	2.747906	Merger	239316590.0	100	20
96	567	147920	0.0	1.071844	Merger	158870720.0	100	20
97	568	148371	0.0	0.19359273	Merger	269031940.0	100	20
98	569	148672	0.0	1.8748696	Merger	103132640.0	100	20
99	570	148851	0.0	0.102256835	Merger	218483230.0	100	20
100	571	148885	0.0	0.26923427	Merger	215317550.0	100	20
101	572	149248	0.0	0.1349005	Merger	310506240.0	100	20
102	573	149969	0.0	0.4142927	Merger	138347360.0	100	20
103	574	150722	0.0	0.20301539	Merger	151815500.0	100	20
104	575	151659	0.0	0.15546302	Merger	151267950.0	100	20
105	576	157454	0.0	1.4649346	Merger	223288930.0	100	20
106	577	158021	0.0	0.20142297	Merger	187479310.0	100	20
107	578	159590	0.0	1.1196505	Merger	131942810.0	100	20
108	579	159929	0.0	0.12084324	Merger	169661000.0	100	20
109	580	160512	0.0	0.15797298	Merger	125462860.0	100	20
110	581	162217	0.0	0.13659918	Merger	135167520.0	100	20
111	582	163150	0.0	0.14817451	Merger	239963180.0	100	20
112	583	164235	0.0	0.5628126	Merger	212515150.0	100	20
113	584	164530	0.0	0.43419158	Merger	162855860.0	100	20
114	585	164940	0.0	0.19776303	Merger	122691576.0	100	20
115	586	165531	0.0	0.28914705	Merger	202635490.0	100	20
116	587	165680	0.0	0.14750572	Merger	131489020.0	100	20
117	588	166248	0.0	0.5726	Merger	89844000.0	100	20
118	589	166395	0.0	0.19483085	Merger	141652140.0	100	20
119	590	166965	0.0	0.13173455	Merger	95767864.0	100	20
120	591	167320	0.0	0.19265439	Merger	135929150.0	100	20
121	592	170139	0.0	1.34859	Merger	148651860.0	100	20
122	593	171059	0.0	0.1242246	Merger	93475864.0	100	20
123	594	171106	0.0	0.1439115	Merger	97632040.0	100	20
124	595	174561	0.0	0.68123615	Merger	112350184.0	100	20
125	596	177061	0.0	1.1610452	Merger	207977120.0	100	20
126	597	177703	0.0	0.14172071	Merger	127161120.0	100	20
127	598	177918	0.0	0.13497803	Merger	88914776.0	100	20
128	599	178900	0.0	0.21326317	Merger	126968380.0	100	20
129	600	179458	0.0	0.13276269	Merger	104081360.0	100	20
130	601	179936	0.0	0.105369	Merger	84227330.0	100	20
131	602	180664	0.0	0.35313693	Merger	84779560.0	100	20
132	603	182083	0.0	0.69203013	Merger	178906060.0	100	20
133	604	182168	0.0	0.35822707	Merger	112843770.0	100	20
134	605	182312	0.0	1.2887554	Merger	148238180.0	100	20
135	606	184322	0.0	2.351005	Merger	112627176.0	100	20
