	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	2	53469	0.0	0.95773435	Merger	1452256000.0	100	69
1	3	116561	0.0	0.10112673	Merger	1003012360000.0	100	69
2	4	177883	0.0	1.2463099	Merger	7268994000.0	100	69
3	5	212955	0.0	0.89069307	Merger	1026105860.0	100	69
4	6	248454	0.0	0.26377204	Merger	128276930.0	100	69
5	7	287473	0.0	2.672953	Merger	1227420800.0	100	69
6	8	288721	0.0	1.0956372	Merger	207788020000.0	100	69
7	9	343383	0.0	1.0553666	Merger	1262132700.0	100	69
8	10	358232	0.0	2.2514555	Merger	807792830.0	100	69
9	11	360933	0.0	0.23860116	Merger	84883055000.0	100	69
10	12	385009	0.0	1.867197	Merger	251768670.0	100	69
11	13	469953	0.0	9.394161	Merger	4993142300.0	100	69
12	14	471098	0.0	0.2050208	Merger	89679800.0	100	69
13	15	488291	0.0	0.23299599	Merger	3918402300.0	100	69
14	16	491423	0.0	0.21532302	Merger	9626592000.0	100	69
15	17	498998	0.0	0.11956576	Merger	8837687000.0	100	69
16	18	522968	0.0	0.13273638	Merger	5514212000.0	100	69
17	19	527632	0.0	0.409353	Merger	807308600.0	100	69
18	20	536086	0.0	0.2360649	Merger	254700640.0	100	69
19	21	536258	0.0	0.10050153	Merger	3319571000.0	100	69
20	22	543907	0.0	0.13868488	Merger	1621272000.0	100	69
21	23	547868	0.0	0.21342301	Merger	275501250.0	100	69
22	24	554146	0.0	1.2338463	Merger	1412025100.0	100	69
23	25	559303	0.0	0.5825096	Merger	2854533400.0	100	69
24	26	565937	0.0	0.22472514	Merger	552298050.0	100	69
25	27	569158	0.0	0.24121977	Merger	2268571400.0	100	69
26	28	571831	0.0	0.16766885	Merger	200747170.0	100	69
27	29	574582	0.0	0.100299545	Merger	1279288700.0	100	69
28	30	581379	0.0	0.11943409	Merger	374425900.0	100	69
29	31	583622	0.0	0.43327153	Merger	346695520.0	100	69
30	32	590523	0.0	0.1362523	Merger	291288350.0	100	69
31	33	593584	0.0	0.14832522	Merger	171667980.0	100	69
32	34	605169	0.0	0.26181972	Merger	969156160.0	100	69
33	35	607655	0.0	0.15149337	Merger	705690200.0	100	69
34	36	609109	0.0	0.988153	Merger	380966500.0	100	69
35	37	613456	0.0	0.38523912	Merger	575377900.0	100	69
36	38	615967	0.0	0.17141533	Merger	648384500.0	100	69
37	39	621505	0.0	0.30319858	Merger	411082340.0	100	69
38	40	625786	0.0	0.32465455	Merger	549888600.0	100	69
39	41	628759	0.0	0.14903682	Merger	310474850.0	100	69
40	42	638786	0.0	0.14922422	Merger	257669570.0	100	69
41	43	643247	0.0	0.1016691	Merger	98586420.0	100	69
42	44	643804	0.0	0.11921821	Merger	344094980.0	100	69
43	45	652379	0.0	1.8459706	Merger	122556580.0	100	69
44	46	660316	0.0	0.9848357	Merger	162253860.0	100	69
45	47	682432	0.0	0.26739097	Merger	125243770.0	100	69
46	48	683599	0.0	0.30045414	Merger	123649990.0	100	69
47	49	684886	0.0	0.44253802	Merger	99049430.0	100	69
48	50	712944	0.0	0.102798656	Merger	98637016.0	100	69
49	51	821612	0.0	0.25633958	Merger	268261420.0	100	69
50	52	0	-0.1605050499999993	0.1764896	first_progenitor	2083414200000.0	1	69
51	53	12	-0.1605050499999993	0.1764896	next_progenitor	44386810000.0	10	69
52	54	145	-0.1605050499999993	0.86678463	first_progenitor	2601519900.0	1	69
53	55	160	-0.1605050499999993	0.86678463	next_progenitor	171860000.0	10	69
54	70	358981	-0.1605050499999993	1.2354707	first_progenitor	32165835000.0	1	69
55	141	714289	-0.1605050499999993	0.11553202	next_progenitor	102750424.0	10	69
56	142	729881	-0.1605050499999993	0.21159892	first_progenitor	93403736.0	1	69
57	165	570974	-0.3229796799999995	1.9918603	next_progenitor	3411330000.0	10	69
58	281	624761	-0.4874113599999994	0.1732579	next_progenitor	885026300.0	10	69
59	290	653348	-0.4874113599999994	0.3476577	first_progenitor	210769730.0	1	69
