	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
1	1	2142276800000.0	0.34379765	0.0	3	898.6892819508713	1080.6600854025255	0	0
3485	435676	27378625000.0	3.6705964	0.0	0	9876.82897572131	10338.662145451191	118281	0
6185	631684	2005908400.0	0.19083157	0.0	0	13535.923844657866	14009.871666491345	189846	0
3228	404714	56519107000.0	3.8329868	0.0	0	4257.957267347394	4856.653355896265	285051	0
5456	595503	883920500.0	0.14329368	0.0	0	7202.339699109058	7280.904683647537	286769	0
690	91510	1218649000.0	0.25943115	0.0	0	7129.906660420696	7455.075535673933	289898	0
3090	390058	71456170000.0	15.721753	0.0	0	9830.131405953285	9836.24038052136	317576	0
5196	580784	1687315700.0	0.4507713	0.0	0	19088.1671078706	19155.38152099075	346548	0
4675	546973	1717867400.0	0.31430689	0.0	0	16519.438319663135	17013.770658668403	371885	0
3303	414800	2594785800.0	0.61048406	0.0	0	15742.45741204591	16098.888209873152	372920	0
3750	463137	22319786000.0	2.215386	0.0	0	13007.731904905495	13358.89085718873	378928	0
1279	171162	2381488000.0	0.35631153	0.0	0	3844.2931459723386	4157.955726471262	434886	0
570	76455	9935502000.0	0.2202032	0.0	0	21058.000827473235	21513.202680283037	441204	0
978	131480	423704000.0	0.023883937	0.0	0	18291.94625931571	18331.26433165306	458583	0
3738	461960	21170846000.0	1.7409093	0.0	0	19532.532327307155	20003.40300813641	459827	0
1379	184544	8975299000.0	4.892753	0.0	0	15584.209765497108	16114.167658071363	461094	0
735	91558	2231285500.0	1.2567111	0.0	0	7080.509989394641	7446.8685154458335	463865	0
4988	567836	9534406000.0	0.84583294	0.0	0	17992.70479532125	18113.19535608369	495613	0
4039	492179	11265889000.0	0.61026347	0.0	0	18976.565434912056	19265.429751104504	499476	0
7949	695389	137197700.0	0.03727197	0.0	0	18675.579169871467	18693.879888596613	505306	0
3948	483161	5378060300.0	1.0142205	0.0	0	12933.99969827439	13238.213662354841	511114	0
4359	521517	5021458400.0	0.4699294	0.0	0	16316.24036994658	16750.188959961608	525446	0
1836	249664	1628855000.0	0.4429837	0.0	0	7620.218912727464	8149.98408549965	540850	0
2202	289896	2077027700.0	1.5452384	0.0	0	18329.314101465505	18620.190454604475	551917	0
6187	631785	1508922000.0	0.0965228	0.0	0	16060.443423403942	16389.903042936257	557400	0
8069	699514	156042350.0	0.04828667	0.0	0	12103.822599608242	12222.274477533756	557919	0
4780	554403	2994219800.0	0.3841415	0.0	0	13476.127960384127	13871.611477227734	562361	0
6098	627804	410914100.0	0.029674392	0.0	0	4567.359996135778	4577.025721623305	580025	0
5115	575960	1221362700.0	0.37778404	0.0	0	20643.514288657883	20727.447832458485	580423	0
3082	388954	1013424640.0	0.8986491	0.0	0	15882.764969544825	16204.194397415256	597185	0
7871	692792	204165760.0	0.018247223	0.0	0	8867.198213747532	9381.984651564744	607835	0
7500	681265	393637220.0	0.065333374	0.0	0	10370.42841343006	10394.036049179334	611756	0
2123	282477	437092130.0	1.601023	0.0	0	16384.772366879984	16767.539559546865	614078	0
6151	630134	354498180.0	0.023545817	0.0	0	16313.441711280095	16679.995793502952	626801	0
6630	650105	534066500.0	0.10187579	0.0	0	19669.389363229475	20029.981606959725	628881	0
5634	604895	233079630.0	0.056215584	0.0	0	14227.446221286595	14398.174881595543	638308	0
4074	495614	288780130.0	0.065601535	0.0	0	18374.340054858614	18893.151425903547	638682	0
4835	557725	240677460.0	0.043860078	0.0	0	7945.257080823308	8179.064560163327	659523	0
6611	649416	257310240.0	0.02968153	0.0	0	18219.549774722036	18448.80915055938	659900	0
4563	537808	95519384.0	0.0069920113	0.0	0	19465.45098376813	19940.14262597078	670068	0
3752	463139	148257970.0	0.006236667	0.0	0	13061.12093256952	13413.461581396594	687434	0
5641	605299	112592620.0	0.017405495	0.0	0	9208.76189458073	9331.617881077662	702248	0
481	53096	130903130.0	0.044166528	0.0	0	17224.86431355237	17636.714188302514	702393	0
6864	659318	92712190.0	0.053802148	0.0	0	7224.190151089782	7397.081914936606	721764	0
7422	678581	90464184.0	0.020593017	0.0	0	9100.839670075118	9399.125749109959	734081	0
7937	694955	167394400.0	0.031516824	0.0	0	13785.61966321418	13950.276336562902	308457	0
6193	632045	556009100.0	0.080023766	0.0	0	20363.510210929617	20775.94032972579	611120	0
3951	483422	225221400.0	0.23284613	0.0	0	15666.917374362612	15674.512224020906	641134	0
5806	614252	1617225700.0	0.14366126	0.0	0	7123.012004298278	7745.5035550350585	331141	0
6332	638264	1261003400.0	0.06310901	0.0	0	15067.051542102607	15087.245996502219	628328	0
