	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
60	0	0.0	0.1764896	Merger	2221113600000.0	100	70	225.12093	225.12093	1	3	292.9568581061013	1201.6081699511783
62	118281	0.0	1.3004289	Merger	25205700000.0	100	70	0.69277793	0.69277793	3	17	131.49709931096183	275.3759207568402
63	189846	0.0	0.1055484	Merger	2178371300.0	100	70	0.94625354	0.94625354	1	38	10.756757377726595	36.20863125855375
64	285051	0.0	0.47044626	Merger	61736505000.0	100	70	0.22780742	0.22780742	1	2	378.96296315407716	1889.3335652828068
65	286769	0.0	1.0076901	Merger	885811300.0	100	70	0.49434876	0.49434876	1	66	11.390156561201458	17.961871255191422
66	289898	0.0	0.86353755	Merger	1170132900.0	100	70	0.5060472	0.5060472	1	65	28.111698674388112	52.11901175572617
67	317576	0.0	0.13944428	Merger	72586445000.0	100	70	10.415252	10.415252	1	3	88.71390269237223	1727.6620329657815
68	346548	0.0	0.92019916	Merger	1737286900.0	100	70	1.0283796	1.0283796	1	26	13.993985191574522	21.50963201677462
69	371885	0.0	1.2354707	Merger	1784534700.0	100	70	2.1869354	2.1869354	1	17	12.268253562691495	428.4355392939043
70	372920	0.0	0.7746189	Merger	2377930200.0	100	70	1.456845	1.456845	1	15	3.5235217418005527	9.503109825604167
71	378928	0.0	0.13822024	Merger	20725613000.0	100	70	2.8508012	2.8508012	1	21	20.042406798007402	501.3757221689705
72	434886	0.0	0.14863278	Merger	2383058700.0	100	70	0.44672883	0.44672883	1	10	372.5012995791741	475.777562006664
73	441204	0.0	0.11047449	Merger	10330760000.0	100	70	1.3230213	1.3230213	1	4	116.56524537303342	1172.651958837197
74	458583	0.0	0.70129776	Merger	444085920.0	100	70	0.057157177	0.057157177	1	40	139.5210094477461	300.6023955500174
75	459827	0.0	0.40380546	Merger	19683050000.0	100	70	1.1435721	1.1435721	1	0	2050.312631816803	2145.897022053634
76	461094	0.0	0.19281445	Merger	8218557000.0	100	70	0.7090852	0.7090852	1	8	231.80799859596127	869.8296309070676
77	463865	0.0	0.27808303	Merger	2407306500.0	100	70	0.37656716	0.37656716	1	6	371.769240262167	400.72125876179405
78	495613	0.0	0.24732351	Merger	9897425000.0	100	70	1.5354449	1.5354449	1	3	986.8101825211585	1101.636949199446
79	499476	0.0	0.13458826	Merger	11618692000.0	100	70	3.1317067	3.1317067	1	5	328.7015951239129	1337.5053992849637
80	505306	0.0	0.17639576	Merger	143447790.0	100	70	0.035409447	0.035409447	1	75	100.62428823711029	109.0837829758156
81	511114	0.0	0.24763745	Merger	5790946300.0	100	70	1.3050427	1.3050427	1	1	1569.9744840797534	2558.424041619672
82	525446	0.0	0.15517022	Merger	5319096300.0	100	70	1.4313871	1.4313871	1	2	1588.6648155707112	1961.7094138771097
83	540850	0.0	0.13435835	Merger	1606099700.0	100	70	0.50579786	0.50579786	1	6	43.78084668575898	929.9180888553319
84	551917	0.0	0.22842799	Merger	2039687200.0	100	70	0.4271011	0.4271011	1	0	2735.5266409509263	2846.906204683107
85	557400	0.0	0.13861199	Merger	1446314500.0	100	70	0.09450434	0.09450434	2	8	113.80019677866576	931.1180084899029
86	557919	0.0	0.16289699	Merger	166693660.0	100	70	0.058613293	0.058613293	1	27	17.949303108463617	158.6275038309871
87	562361	0.0	0.26245838	Merger	2832815600.0	100	70	0.11536845	0.11536845	2	6	812.081955490176	1090.3826653960264
88	580025	0.0	0.13820301	Merger	419253380.0	100	70	0.23826109	0.23826109	1	7	33.7239162191922	433.8792343989978
89	580423	0.0	0.13425067	Merger	1156785400.0	100	70	0.16386907	0.16386907	1	10	527.8047879806562	536.7031854720437
90	597185	0.0	0.1408805	Merger	1115564200.0	100	70	0.49340373	0.49340373	1	3	461.2619583382015	605.3025145147725
91	607835	0.0	0.35681397	Merger	192352290.0	100	70	0.041013647	0.041013647	1	10	31.85983221721506	842.9462530287486
92	611756	0.0	0.10918931	Merger	418422530.0	100	70	0.09633765	0.09633765	2	19	24.622038769819458	528.2088254743941
93	614078	0.0	0.33474788	Merger	415443420.0	100	70	0.29068735	0.29068735	1	2	1570.1099141414616	1672.0860511833023
94	626801	0.0	0.28831524	Merger	355696000.0	100	70	0.060552035	0.060552035	1	1	1287.7355765242505	2561.830462566267
95	628881	0.0	0.23742715	Merger	504494750.0	100	70	0.06602397	0.06602397	1	69	268.39146316334995	303.46464785609425
96	638308	0.0	0.3899381	Merger	236497660.0	100	70	0.07834963	0.07834963	1	30	395.8091317904921	436.29306736461604
97	638682	0.0	0.44239354	Merger	298416350.0	100	70	0.015938386	0.015938386	1	21	543.9199113546373	554.2496283678938
98	659523	0.0	0.12582257	Merger	265034260.0	100	70	0.032855906	0.032855906	1	1	941.2350186718211	2340.140024797576
99	659900	0.0	0.19027781	Merger	242979680.0	100	70	0.051520195	0.051520195	1	3	814.0830779866207	840.2338975601974
100	670068	0.0	0.2728648	Merger	93859410.0	100	70	0.027912728	0.027912728	2	60	430.28317511306176	678.5787912333496
101	687434	0.0	1.2369988	Merger	139639660.0	100	70	0.027149215	0.027149215	2	85	252.36005002620308	278.68197068519925
102	702248	0.0	0.25426552	Merger	119400616.0	100	70	0.0075214575	0.0075214575	1	8	236.84028698011667	266.315543041601
103	702393	0.0	0.3053144	Merger	137806620.0	100	70	0.032572385	0.032572385	2	14	265.92563233073645	459.88986910567013
104	721764	0.0	0.11553202	Merger	84174710.0	100	70	0.013301513	0.013301513	1	14	362.9699423878002	449.9567045105361
105	734081	0.0	0.21159892	Merger	98543520.0	100	70	0.0095083	0.0095083	1	101	404.5546073166313	529.120471323966
106	308457	-0.32690631	0.56230694	next_progenitor	165961810.0	10	70	0.3409724	0.3409724	99	183	13.001486344510152	16.55565012445752
107	611120	-0.32690631	0.43100226	next_progenitor	598301700.0	10	70	0.098025724	0.098025724	0	1	396.04660350661175	2243.4624896108276
108	641134	-0.32690631	0.15346137	next_progenitor	217576930.0	10	70	0.025447475	0.025447475	0	36	78.2433939169545	161.9676195667283
109	331141	-0.4932812399999999	0.47670683	first_progenitor	1690243800.0	1	70	0.5426697	0.5426697	0	30	6.7643628142134045	19.908539721591982
110	628328	-0.4932812399999999	0.28794655	first_progenitor	1149879400.0	1	70	0.028255755	0.028255755	0	25	453.6311955151858	551.0620956624609
