	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	28	24	0.1357320510875901	0.2141508	Descendant	7584630300.0	1000	38
1	29	33	0.1357320510875901	0.36086532	Descendant	255814420.0	1000	38
2	35	95289	0.1357320510875901	1.1578151	Descendant	3944294000.0	1000	38
3	139	506074	0.1357320510875901	0.26762488	Descendant	446631140.0	1000	38
4	154	531364	0.1357320510875901	0.105330594	Descendant	88944456.0	1000	38
5	183	19	0.0	0.13820219	Merger	1202841200.0	100	38
6	184	35294	0.0	0.14148001	Merger	5586855400.0	100	38
7	185	71691	0.0	0.50801593	Merger	224691680000.0	100	38
8	186	74114	0.0	0.2529052	Merger	326015750000.0	100	38
9	187	83079	0.0	1.7199405	Merger	7090387000.0	100	38
10	188	85873	0.0	1.72511	Merger	190150200000.0	100	38
11	189	85874	0.0	0.49552417	Merger	17001744000.0	100	38
12	190	123862	0.0	0.12879562	Merger	3610458600.0	100	38
13	191	130134	0.0	0.3113924	Merger	126168170000.0	100	38
14	192	150787	0.0	0.13201365	Merger	44848980000.0	100	38
15	193	151438	0.0	1.8291945	Merger	4744093700.0	100	38
16	194	163712	0.0	0.17389314	Merger	317757760.0	100	38
17	195	166009	0.0	0.15037161	Merger	87816430.0	100	38
18	196	178463	0.0	1.6352593	Merger	647080600.0	100	38
19	197	201937	0.0	0.113516755	Merger	2004851700.0	100	38
20	198	224825	0.0	0.100150555	Merger	97790010.0	100	38
21	199	235655	0.0	1.0598432	Merger	5004437000.0	100	38
22	200	236422	0.0	0.10382501	Merger	285122050.0	100	38
23	201	244095	0.0	1.263414	Merger	16977108000.0	100	38
24	202	246545	0.0	0.10084244	Merger	5756333600.0	100	38
25	203	252845	0.0	0.37246653	Merger	18012922000.0	100	38
26	204	262825	0.0	0.122994944	Merger	476137760.0	100	38
27	205	266197	0.0	0.1711629	Merger	6014597000.0	100	38
28	206	271152	0.0	0.27343303	Merger	6426698000.0	100	38
29	207	273097	0.0	0.1945603	Merger	9393298000.0	100	38
30	208	275111	0.0	0.23306282	Merger	233526290.0	100	38
31	209	276760	0.0	1.0909523	Merger	10787000000.0	100	38
32	210	291851	0.0	0.20345694	Merger	787988700.0	100	38
33	211	294652	0.0	0.69028085	Merger	718891600.0	100	38
34	212	295141	0.0	0.15969646	Merger	970095170.0	100	38
35	213	298277	0.0	0.3485009	Merger	328793020.0	100	38
36	214	303564	0.0	1.1217302	Merger	659251840.0	100	38
37	215	303846	0.0	0.3031175	Merger	8643384000.0	100	38
38	216	304702	0.0	0.35341933	Merger	281372400.0	100	38
39	217	309421	0.0	0.52392244	Merger	194457970.0	100	38
40	218	311684	0.0	0.5417655	Merger	3454582800.0	100	38
41	219	311685	0.0	0.5814771	Merger	490973860.0	100	38
42	220	322285	0.0	0.13288623	Merger	304610500.0	100	38
43	221	324011	0.0	1.3048273	Merger	4685555000.0	100	38
44	222	325568	0.0	1.578219	Merger	7043701000.0	100	38
45	223	328708	0.0	0.6256682	Merger	3848233000.0	100	38
46	224	333277	0.0	0.12652566	Merger	2415501000.0	100	38
47	225	345328	0.0	1.3036034	Merger	3069395700.0	100	38
48	226	347052	0.0	1.0831686	Merger	3754631000.0	100	38
49	227	347259	0.0	0.25728998	Merger	1208949600.0	100	38
50	228	354740	0.0	0.15415563	Merger	2168750000.0	100	38
51	229	355089	0.0	0.13667679	Merger	2750046000.0	100	38
52	230	357190	0.0	0.2826992	Merger	573033700.0	100	38
53	231	362734	0.0	0.24680111	Merger	1173946400.0	100	38
54	232	362980	0.0	0.2192698	Merger	2419945500.0	100	38
55	233	368070	0.0	0.23672912	Merger	2381866800.0	100	38
56	234	374157	0.0	0.14430964	Merger	310588260.0	100	38
57	235	380097	0.0	0.15521641	Merger	2607035600.0	100	38
58	236	381329	0.0	0.33883053	Merger	636321000.0	100	38
59	237	381894	0.0	0.18162075	Merger	869017300.0	100	38
60	238	382562	0.0	0.14335358	Merger	511203780.0	100	38
61	239	384343	0.0	0.18992038	Merger	611661200.0	100	38
62	240	384556	0.0	0.6364947	Merger	1382056800.0	100	38
63	241	385661	0.0	0.14845471	Merger	2214175200.0	100	38
64	242	386613	0.0	0.31687382	Merger	346463550.0	100	38
65	243	386916	0.0	0.19901094	Merger	1403513300.0	100	38
66	244	388385	0.0	0.28698787	Merger	2886850300.0	100	38
67	245	396085	0.0	0.11077553	Merger	98057290.0	100	38
68	246	397965	0.0	0.123035	Merger	829212800.0	100	38
69	247	398557	0.0	1.0443454	Merger	954106050.0	100	38
70	248	398654	0.0	0.44434795	Merger	362591300.0	100	38
71	249	399893	0.0	0.121792406	Merger	400953730.0	100	38
72	250	400762	0.0	0.12470081	Merger	1991530800.0	100	38
73	251	404976	0.0	0.14978567	Merger	104138580.0	100	38
