	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
4484	450870	1670690800.0	0.906237	0.0	0	18712.041168310116	19020.888599160204	24	0
6265	536968	429067700.0	0.14881395	0.0	0	9370.504842098711	9372.003980706106	204371	0
5259	491794	165785310.0	0.081445955	0.0	0	15627.864574411318	15816.998156665493	549704	0
4564	455072	1314460400.0	0.52215594	0.0	0	8790.573048601651	9166.184017282745	19	0
1662	214068	656888600.0	0.19133829	0.0	0	18824.28886485925	19234.438579452635	399893	0
6595	550495	143548430.0	0.02847636	0.0	0	13302.549271044902	13426.974467474305	579220	0
7869	620290	155698660.0	0.025151368	0.0	0	23615.081314747964	23833.21246009675	618445	0
4662	460616	531962180.0	0.27425185	0.0	0	18854.477593214204	19247.160545487135	75	0
269	35494	4432470500.0	3.5966673	0.0	0	22926.747894714666	23102.59954491086	15225	0
5070	481826	1073507100.0	0.5354957	0.0	0	15238.01256154562	15564.82807564501	15233	0
119	15220	570028650000.0	41.248493	0.0	0	2432.697565549374	2646.5913400738714	25491	3
1525	199636	7616244700.0	3.4420865	0.0	0	14732.216386766306	15058.05292202074	50691	0
5703	511924	204116500.0	0.22104523	0.0	0	16715.19546637293	17050.706580688053	61603	0
1866	237639	41563824000.0	3.7298934	0.0	0	24080.141011496533	24304.59228310647	64906	0
2517	306367	21713654000.0	0.640942	0.0	0	3813.626952605902	3917.057176538252	73505	0
1549	201745	468494750.0	0.16272788	0.0	0	19070.326565765452	19269.13739675553	97273	0
681	92755	165388860000.0	0.8543108	0.0	0	13941.068706572372	14106.244303382628	99770	0
2060	259075	22680013000.0	12.423453	0.0	0	12336.433290627541	12773.486044593721	115253	0
1068	141979	104243120000.0	30.077906	0.0	0	11165.78033592814	11504.653358325324	141031	0
1781	229178	254529580.0	0.13270438	0.0	0	14791.698827785885	14970.04531907954	141033	0
7000	569350	115882856.0	0.056106932	0.0	0	10371.106989491574	10474.023312316996	154788	0
3847	411323	1757288700.0	1.4583838	0.0	0	20139.156485321862	20310.605677933436	170167	0
1616	208625	57729730000.0	5.339007	0.0	0	19035.524422623013	19448.591682270388	179028	0
1628	210130	26724792000.0	10.359034	0.0	0	11749.333210882065	12057.199078489934	193404	0
2665	319826	647873500.0	0.43852904	0.0	0	9324.809695251246	9790.41956035984	198415	0
