	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
7954	636570	93860230.0	0.010279229	0.0	0	8308.805068434907	8311.443500315043	582524	0
7369	581619	144531220.0	0.05192185	0.0	0	9090.798500202465	9132.917485338772	24	0
6019	515983	199850900.0	0.05326603	0.0	0	10430.607049785576	10520.642800259375	9268	0
304	40462	288789100000.0	112.631035	0.0	3	1326.288038488923	1359.03856153764	48944	0
546	73057	343538000000.0	22.566854	0.0	0	21942.18749193929	21963.697280973956	68599	0
2098	259705	1997649900.0	0.8435155	0.0	0	21049.54911995354	21175.817804899496	81995	0
4751	455331	114271840.0	0.06726504	0.0	0	13161.786660623999	13281.096748535136	93360	0
908	119928	150165370000.0	19.61312	0.0	0	18966.393397965257	18997.577016370044	95289	0
892	117622	102923030000.0	32.048607	0.0	0	18936.32835926889	19039.60836828584	101591	0
658	86672	194608340.0	0.091810994	0.0	0	13811.341363145015	13966.477210110184	107946	0
943	124316	123535790000.0	65.88997	0.0	0	13953.680362793039	14131.638977955015	115560	0
262	36183	97501045000.0	0.008599265	0.0	0	22911.69510332471	22933.241376566457	122310	0
3222	357916	1288320800.0	0.5288595	0.0	0	17561.226733621814	17652.701877335574	123206	0
3386	370313	1680573800.0	1.3402983	0.0	0	18672.19694203106	18683.904164466276	123208	0
1245	164288	66172440000.0	14.046338	0.0	0	19506.048695933212	19537.717635331253	133128	0
1280	168935	55314166000.0	6.049337	0.0	0	16472.017050904265	16565.301429267343	135044	0
1045	139548	40431903000.0	26.2135	0.0	0	6716.707549761569	6874.602662127119	135786	0
1525	197495	26657038000.0	8.480684	0.0	0	14663.279314784008	14804.832291022489	138454	0
3120	350057	929114750.0	1.3122524	0.0	0	16079.110549563145	16119.118472289496	157047	0
1441	188568	1933281300.0	0.8330396	0.0	0	7088.462125220622	7246.901834106804	172495	0
4979	466911	326658720.0	0.06349445	0.0	0	5899.115340737457	5901.592212791504	178904	0
435	58752	53654934000.0	28.166136	0.0	0	23531.056902399392	23556.087207020726	180177	0
933	123205	57409503000.0	28.406723	0.0	0	11770.641324757815	11788.922512786274	196068	0
2072	256706	15620551000.0	8.181189	0.0	0	21077.929775332123	21089.408336443816	198813	0
2437	292230	10006908000.0	4.299541	0.0	0	12393.267013189341	12400.016862135062	204371	0
2530	300044	7264210000.0	4.4523444	0.0	0	10455.299537887013	10508.700595285232	216240	0
1980	247091	18858738000.0	7.2709346	0.0	0	6354.029822426362	6413.35533165027	229698	0
4048	414377	463220200.0	0.17822202	0.0	0	9035.620194471127	9078.35494978313	229699	0
2324	282569	18409132000.0	3.548069	0.0	0	17120.726245074853	17134.960539263975	232658	0
6805	552116	217380590.0	0.05861958	0.0	0	15421.841650164966	15471.529919064482	235838	0
1319	173170	23539495000.0	5.5273743	0.0	0	11735.016107371302	11764.515748498663	236228	0
3183	354974	127346360.0	0.07411526	0.0	0	11274.239917126286	11508.29863917229	238927	0
3468	376442	566763600.0	0.25386095	0.0	0	13893.497893334465	13955.238274848803	242910	0
5734	503455	732784100.0	0.43919823	0.0	0	15378.36804106253	15391.561157704453	251767	0
1460	190189	5810123000.0	5.450319	0.0	0	17337.767521659047	17448.456043353934	254228	0
1373	179558	22151143000.0	9.278068	0.0	0	17308.633738776818	17353.104483028375	255090	0
161	19516	11921365000.0	0.21452388	0.0	0	18769.81191453881	18827.96502237156	262515	0
5657	499693	151405470.0	0.044716496	0.0	0	20752.225844112414	20757.53705798686	269294	0
1177	155305	1342136300.0	0.47636238	0.0	0	19294.67407987737	19327.236504518478	269845	0
2724	316881	146349970.0	0.091845736	0.0	0	20785.0178183369	20802.686129918737	281034	0
4967	466526	714786000.0	0.2849418	0.0	0	16250.698528120627	16298.34539775482	285712	0
2738	318092	5692370400.0	4.119807	0.0	0	11128.402300134829	11159.498833067713	286358	0
4557	444857	1077109800.0	0.6449413	0.0	0	7369.673538412688	7389.079280328089	286980	0
1909	239893	5433999400.0	4.930795	0.0	0	22559.76575593012	22615.90555991985	291513	0
5273	481639	595517760.0	0.2624611	0.0	0	23676.13655955844	23713.413422888836	294963	0
3336	366716	3732342800.0	1.4374903	0.0	0	12097.401099073282	12266.221682133442	296154	0
3820	400081	3151454200.0	1.0123789	0.0	0	16143.32297294397	16195.79582699766	296961	0
1447	189158	2967465200.0	0.9072676	0.0	0	14875.18623091255	14968.446384643948	300344	0
6743	549471	101667750.0	0.025537128	0.0	0	4797.262593894522	4906.86899327924	308988	0
3849	401807	1153032700.0	0.49096176	0.0	0	7162.017322256666	7207.001547157637	310712	0
706	93354	2342262000.0	2.142532	0.0	0	21475.329003383606	21512.47672125481	325258	0
3911	405760	443748500.0	0.4269897	0.0	0	14769.535210290973	14798.339697710411	325385	0
3642	388179	1330298800.0	0.5454139	0.0	0	3250.9192259092692	3406.823360862195	325740	0
3525	380818	1953032400.0	0.96064407	0.0	0	8238.667132635666	8280.65948606921	326103	0
786	104893	1379327600.0	0.781094	0.0	0	16061.654836851998	16163.232540022354	332456	0
5131	474792	679844300.0	0.40898705	0.0	0	19918.659098056913	20046.009194901468	333536	0
3741	394635	3140033000.0	0.9603199	0.0	0	21715.702264374275	21724.333793444333	334591	0
3516	380252	1751361300.0	1.3844897	0.0	0	14372.376014123789	14503.313593661163	339114	0
6773	550683	166857140.0	0.029737996	0.0	0	17110.13736071026	17161.855522609352	341664	0
1582	203826	487844350.0	0.15017511	0.0	0	8847.199092903997	8933.970401827617	358689	0
356	44970	1216086500.0	0.25557038	0.0	0	9592.895294184835	9606.5591739922	360610	0
4890	462854	120564230.0	0.14705494	0.0	0	14439.191839459967	14525.828268615922	367565	0
3414	372350	1123658800.0	0.4618015	0.0	0	16840.53073498485	16892.758370642296	374381	0
3472	376807	1128310300.0	1.3858093	0.0	0	3976.7746847256403	4062.5328846564767	375502	0
673	88916	145008240.0	0.032905143	0.0	0	5613.760733371084	5656.705470554826	376248	0
3884	404406	538115260.0	0.43921494	0.0	0	20381.87765821812	20389.107762353473	379842	0
351	44959	214405310.0	0.09826119	0.0	0	9755.230864007435	9769.802218120542	381242	0
1430	186393	1813486600.0	0.5112944	0.0	0	11006.02127343673	11049.670772128942	384932	0
6068	518426	243490930.0	0.090382494	0.0	0	19136.923119112773	19274.29965732964	389468	0
6355	531661	97374780.0	0.049226746	0.0	0	5236.36448933042	5257.419821688059	392529	0
4395	435717	1470094100.0	1.0787781	0.0	0	18702.800229047316	18729.538906568014	392797	0
4072	415915	326268770.0	0.18700315	0.0	0	4115.901829907526	4318.36545143237	393741	0
315	40473	206725120.0	0.14272992	0.0	6	1468.5711048304609	1539.711017133008	400988	0
523	68618	250707800.0	0.7564634	0.0	0	0.0	0.0	401912	0
4515	442532	659874240.0	0.34809685	0.0	0	13437.04233383145	13609.8814346061	403163	0
6904	556649	287226900.0	0.13304563	0.0	0	23240.337276581864	23243.46466768846	404952	0
7077	565955	214017490.0	0.119273864	0.0	0	21925.434061429216	21953.233489531005	405313	0
5297	482868	175679890.0	0.08902634	0.0	0	15256.010272858372	15261.385212174588	409279	0
754	101594	992303900.0	0.29311416	0.0	0	3192.3060644232187	3227.896153018711	410196	0
6527	538975	116754620.0	0.035624895	0.0	0	24377.44569323667	24446.82778934744	411705	0
4532	443520	212119710.0	0.1459329	0.0	0	5477.598613757359	5508.374763609183	413534	0
4267	427725	227677460.0	0.10990469	0.0	0	14898.03583964047	15081.879695340165	414222	0
2133	263100	1063944200.0	0.48470524	0.0	0	16994.144431922272	17048.877630295876	418423	0
3702	392203	820803200.0	0.34072483	0.0	0	13338.272280118841	13391.764956427953	422619	0
4637	449095	422356130.0	0.13055679	0.0	0	21047.047482459475	21107.746655379702	429078	0
830	110332	992386800.0	0.1785252	0.0	0	17037.60186983025	17224.2544309075	430366	0
4990	467577	541835400.0	0.41366023	0.0	0	15238.902720186892	15243.305767074879	431653	0
5432	489387	371508000.0	0.12313015	0.0	0	19637.080919572552	19715.75160773406	432215	0
2029	252185	903846600.0	0.2366109	0.0	0	2895.4769344487368	2952.838075994776	432527	0
4046	414314	687239900.0	0.31501207	0.0	0	19496.056171165765	19562.434437054726	433394	0
5104	473413	381048300.0	0.16727884	0.0	0	18756.316392946996	18797.80145083401	438515	0
3980	410263	445164000.0	0.45286492	0.0	0	9770.775301322308	9883.875456265117	440037	0
3555	382790	811788350.0	0.28932607	0.0	0	21482.037228614212	21643.558044413978	445640	0
395	52240	728247800.0	0.08495114	0.0	0	19223.749315647623	19274.373295231846	446284	0
2675	312737	173551740.0	0.016223678	0.0	0	19000.630134043942	19064.260853653548	447813	0
4844	460660	445786370.0	0.14375281	0.0	0	14360.464881621809	14370.401009275574	448809	0
5044	470459	496542700.0	0.36413088	0.0	0	16445.179684287054	16451.395523877964	448957	0
5887	509863	348404060.0	0.24872713	0.0	0	18063.668742820973	18104.42064468291	450519	0
1788	227129	312894750.0	0.0014576983	0.0	0	18395.221621268665	18400.035853542955	453115	0
6061	518015	188032200.0	0.08569521	0.0	0	4680.463189498743	4809.218942633668	453690	0
7341	580184	102585760.0	0.058776557	0.0	0	11112.260500337557	11344.040709356184	454019	0
4560	444994	575617340.0	0.25349542	0.0	0	21815.304760519353	21917.223609260516	456960	0
6234	526005	410770980.0	0.17089365	0.0	0	20625.7486873759	20673.489858540594	461677	0
5932	511914	132237816.0	0.03389144	0.0	0	16516.757574749154	16572.119184279854	463159	0
1793	227666	219231340.0	0.11855843	0.0	0	17345.88008980875	17530.552368116685	463499	0
4299	429685	275716300.0	0.16595586	0.0	0	12522.862478171754	12592.424340567355	465255	0
3720	393057	350292740.0	0.11044464	0.0	0	7729.204576041276	7885.848820977533	466180	0
2568	303253	326732830.0	0.32117748	0.0	0	16084.598856696844	16113.308647875449	466721	0
5996	515035	207568560.0	0.06228029	0.0	0	18524.255174744034	18559.26105490199	470417	0
7093	567025	202113420.0	0.05528982	0.0	0	5990.923277242619	6334.929002568748	475098	0
6953	558828	160917800.0	0.066545546	0.0	0	21552.504810037048	21612.465310111587	481192	0
4107	418211	754357950.0	0.11574741	0.0	0	18530.77744989895	18572.609670988466	482360	0
6862	554463	189310190.0	0.09145316	0.0	0	20488.01295746578	20542.884187052736	483915	0
5613	497759	240622600.0	0.09295429	0.0	0	14599.95047615579	14636.060074153478	486252	0
5066	471533	451545470.0	0.27265152	0.0	0	14543.720497327906	14639.432665523085	487463	0
5713	502267	252204940.0	0.117307745	0.0	1	1873.6414494904952	2001.0445161061525	487859	0
7001	561482	278618940.0	0.06196267	0.0	0	13567.91055324483	13753.668131098191	487996	0
7950	634851	87536184.0	0.024237148	0.0	0	9167.745744527918	9333.084129176172	494320	0
2925	333221	178348880.0	0.10035778	0.0	0	13624.616223141093	13698.585175053686	499067	0
5843	507841	322984030.0	0.19423412	0.0	0	18186.05399657321	18198.811565731023	499603	0
5875	509220	130604040.0	0.046358876	0.0	0	11028.56040555859	11030.29968269871	500589	0
4188	423187	327896060.0	0.23534442	0.0	0	3399.169361451899	3494.194720729028	501722	0
6253	526948	385267600.0	0.22553876	0.0	0	14076.918691457073	14116.598747981578	505516	0
3136	350982	182605730.0	0.036372047	0.0	0	18608.8141465627	18613.146590241	506074	0
2635	309325	279400000.0	0.121114925	0.0	0	5862.250653813124	5954.322750699974	506782	0
5009	468557	294688860.0	0.1459076	0.0	0	19566.744837391747	19661.922104301615	507405	0
5230	479477	126328200.0	0.03464385	0.0	0	11599.752228208295	11645.125936547662	507432	0
605	79672	97918664.0	0.47766423	0.0	0	23570.054500289298	23581.181047847505	509821	0
6138	521833	212230290.0	0.11070553	0.0	0	23167.749294536512	23213.293265757195	510106	0
6434	535180	123181020.0	0.07272819	0.0	0	9338.64120505946	9432.117126162138	515144	0
7106	567663	198440370.0	0.13056052	0.0	0	19035.027761006517	19128.269574214137	517097	0
6222	525383	161265740.0	0.10776283	0.0	0	16735.0704758915	16862.769649553404	517740	0
4045	414224	97551170.0	0.08223562	0.0	0	17836.042509538038	17917.701424238563	518163	0
1351	176213	121223710.0	0.049730122	0.0	0	8198.400238423272	8207.952294466031	519360	0
6109	520113	207645760.0	0.1952104	0.0	0	18549.847979161383	18649.937907655276	519547	0
