Subfind_ID	t-t_merg	q	Type	mass
35282	-0.0867197700000002	0.3112746	first_progenitor	0.0
35289	-0.0867197700000002	0.3112746	next_progenitor	0.0
35287	-0.0867197700000002	0.499631	first_progenitor	0.0
35292	-0.0867197700000002	0.499631	next_progenitor	0.0
35334	-0.0867197700000002	0.27397263	first_progenitor	0.0
38101	-0.0867197700000002	0.27397263	next_progenitor	0.0
44952	-0.0867197700000002	0.9771884	first_progenitor	0.0
49724	-0.0867197700000002	0.9771884	next_progenitor	0.0
60197	-0.0867197700000002	0.20964043	first_progenitor	0.0
61937	-0.0867197700000002	0.20964043	next_progenitor	3043748.2
78334	-0.0867197700000002	0.1962944	first_progenitor	0.0
78335	-0.0867197700000002	0.1962944	next_progenitor	0.0
93017	-0.0867197700000002	0.18924344	first_progenitor	0.0
93020	-0.0867197700000002	0.18924344	next_progenitor	0.0
174267	-0.0867197700000002	0.3237371	first_progenitor	0.0
174334	-0.0867197700000002	0.3237371	next_progenitor	0.0
108744	-0.0867197700000002	0.3496266	first_progenitor	0.0
108745	-0.0867197700000002	0.3496266	next_progenitor	0.0
119942	-0.0867197700000002	0.12302632	first_progenitor	0.0
119946	-0.0867197700000002	0.12302632	next_progenitor	0.0
121208	-0.0867197700000002	0.10994748	first_progenitor	0.0
121218	-0.0867197700000002	0.10994748	next_progenitor	0.0
123864	-0.0867197700000002	0.19535846	first_progenitor	0.0
123904	-0.0867197700000002	0.19535846	next_progenitor	0.0
126086	-0.0867197700000002	0.12304584	first_progenitor	0.0
126373	-0.0867197700000002	0.12304584	next_progenitor	0.0
236420	-0.0867197700000002	1.7282249	first_progenitor	0.0
229405	-0.0867197700000002	1.7282249	next_progenitor	220990.38
141388	-0.0867197700000002	0.33161518	first_progenitor	110418.65
141395	-0.0867197700000002	0.33161518	next_progenitor	0.0
160600	-0.0867197700000002	0.25907567	first_progenitor	0.0
160605	-0.0867197700000002	0.25907567	next_progenitor	0.0
216561	-0.0867197700000002	0.12228801	first_progenitor	0.0
216787	-0.0867197700000002	0.12228801	next_progenitor	0.0
202445	-0.0867197700000002	0.18434177	first_progenitor	0.0
202517	-0.0867197700000002	0.18434177	next_progenitor	0.0
209335	-0.0867197700000002	0.12612018	first_progenitor	0.0
209343	-0.0867197700000002	0.12612018	next_progenitor	0.0
209337	-0.0867197700000002	0.15488842	first_progenitor	0.0
209400	-0.0867197700000002	0.15488842	next_progenitor	0.0
198612	-0.0867197700000002	0.10931617	first_progenitor	0.0
199000	-0.0867197700000002	0.10931617	next_progenitor	0.0
203525	-0.0867197700000002	0.1902847	first_progenitor	0.0
203527	-0.0867197700000002	0.1902847	next_progenitor	0.0
215995	-0.0867197700000002	0.10618934	first_progenitor	0.0
216034	-0.0867197700000002	0.10618934	next_progenitor	0.0
226578	-0.0867197700000002	1.364449	first_progenitor	477828.75
226562	-0.0867197700000002	1.364449	next_progenitor	1281384.0
228721	-0.0867197700000002	0.45839697	first_progenitor	0.0
228731	-0.0867197700000002	0.45839697	next_progenitor	0.0
235236	-0.0867197700000002	0.91189003	first_progenitor	0.0
235232	-0.0867197700000002	0.91189003	next_progenitor	0.0
227737	-0.0867197700000002	0.18603656	first_progenitor	0.0
227778	-0.0867197700000002	0.18603656	next_progenitor	0.0
241170	-0.0867197700000002	0.18298434	first_progenitor	270549.1
241277	-0.0867197700000002	0.18298434	next_progenitor	0.0
242109	-0.0867197700000002	0.10514393	first_progenitor	6250660.5
233826	-0.0867197700000002	0.10514393	next_progenitor	185834.47
517668	-0.0867197700000002	0.15732001	first_progenitor	0.0
517673	-0.0867197700000002	0.15732001	next_progenitor	0.0
249423	-0.0867197700000002	0.26592377	first_progenitor	269276.3
249428	-0.0867197700000002	0.26592377	next_progenitor	0.0
252008	-0.0867197700000002	1.1993265	first_progenitor	27586540000.0
252007	-0.0867197700000002	1.1993265	next_progenitor	0.0
247097	-0.0867197700000002	0.12759413	first_progenitor	0.0
247137	-0.0867197700000002	0.12759413	next_progenitor	0.0
279395	-0.0867197700000002	0.13111281	first_progenitor	0.0
279397	-0.0867197700000002	0.13111281	next_progenitor	0.0
252845	-0.0867197700000002	0.123949915	first_progenitor	0.0
252850	-0.0867197700000002	0.123949915	next_progenitor	0.0
352756	-0.0867197700000002	0.34894148	first_progenitor	0.0
352877	-0.0867197700000002	0.34894148	next_progenitor	0.0
277390	-0.0867197700000002	0.15609479	first_progenitor	0.0
277406	-0.0867197700000002	0.15609479	next_progenitor	0.0
285724	-0.0867197700000002	0.21792197	first_progenitor	0.0
285726	-0.0867197700000002	0.21792197	next_progenitor	0.0
287203	-0.0867197700000002	0.17056915	first_progenitor	0.0
287209	-0.0867197700000002	0.17056915	next_progenitor	0.0
290218	-0.0867197700000002	0.33070457	first_progenitor	0.0
290220	-0.0867197700000002	0.33070457	next_progenitor	0.0
295681	-0.0867197700000002	0.20462835	first_progenitor	0.0
295692	-0.0867197700000002	0.20462835	next_progenitor	0.0
304937	-0.0867197700000002	0.20142743	first_progenitor	632636.2
304943	-0.0867197700000002	0.20142743	next_progenitor	0.0
301766	-0.0867197700000002	0.25512925	first_progenitor	0.0
301793	-0.0867197700000002	0.25512925	next_progenitor	0.0
306755	-0.0867197700000002	1.6898873	first_progenitor	0.0
306751	-0.0867197700000002	1.6898873	next_progenitor	0.0
307677	-0.0867197700000002	0.1743372	first_progenitor	581006.75
307683	-0.0867197700000002	0.1743372	next_progenitor	59688.03
324131	-0.0867197700000002	0.19508575	first_progenitor	523716.25
324139	-0.0867197700000002	0.19508575	next_progenitor	0.0
340974	-0.0867197700000002	0.4193866	first_progenitor	0.0
340976	-0.0867197700000002	0.4193866	next_progenitor	0.0
324263	-0.0867197700000002	0.8818441	first_progenitor	0.0
331845	-0.0867197700000002	0.8818441	next_progenitor	0.0
337413	-0.0867197700000002	0.5891442	first_progenitor	192288.72
337414	-0.0867197700000002	0.5891442	next_progenitor	222115.27
332366	-0.0867197700000002	0.12284843	first_progenitor	0.0
332372	-0.0867197700000002	0.12284843	next_progenitor	0.0
334396	-0.0867197700000002	0.13677979	first_progenitor	0.0
334466	-0.0867197700000002	0.13677979	next_progenitor	0.0
338105	-0.0867197700000002	0.121467374	first_progenitor	54858.582
338113	-0.0867197700000002	0.121467374	next_progenitor	0.0
339660	-0.0867197700000002	0.106311925	first_progenitor	351440.78
339666	-0.0867197700000002	0.106311925	next_progenitor	0.0
496876	-0.0867197700000002	0.92234474	first_progenitor	0.0
337624	-0.0867197700000002	0.92234474	next_progenitor	129464.6
341609	-0.0867197700000002	0.10090378	first_progenitor	296847230.0
330859	-0.0867197700000002	0.10090378	next_progenitor	0.0
374764	-0.0867197700000002	0.6730737	first_progenitor	0.0
366013	-0.0867197700000002	0.6730737	next_progenitor	0.0
349490	-0.0867197700000002	0.27623236	first_progenitor	0.0
349493	-0.0867197700000002	0.27623236	next_progenitor	0.0
371798	-0.0867197700000002	2.137522	first_progenitor	0.0
371787	-0.0867197700000002	2.137522	next_progenitor	0.0
350157	-0.0867197700000002	0.34710985	first_progenitor	0.0
350188	-0.0867197700000002	0.34710985	next_progenitor	0.0
447380	-0.0867197700000002	0.1715607	first_progenitor	0.0
447431	-0.0867197700000002	0.1715607	next_progenitor	266307.56
404762	-0.0867197700000002	0.304044	first_progenitor	0.0
404765	-0.0867197700000002	0.304044	next_progenitor	0.0
357322	-0.0867197700000002	0.20716451	first_progenitor	47642.023
357289	-0.0867197700000002	0.20716451	next_progenitor	0.0
335312	-0.0867197700000002	0.20991519	first_progenitor	202678.95
335348	-0.0867197700000002	0.20991519	next_progenitor	0.0
358490	-0.0867197700000002	0.36653578	first_progenitor	19917812.0
358494	-0.0867197700000002	0.36653578	next_progenitor	316944.97
362115	-0.0867197700000002	0.12755492	first_progenitor	0.0
362118	-0.0867197700000002	0.12755492	next_progenitor	0.0
368985	-0.0867197700000002	0.2966957	first_progenitor	0.0
368993	-0.0867197700000002	0.2966957	next_progenitor	0.0
368622	-0.0867197700000002	0.13471341	first_progenitor	0.0
368641	-0.0867197700000002	0.13471341	next_progenitor	0.0
381894	-0.0867197700000002	0.21035483	first_progenitor	0.0
381896	-0.0867197700000002	0.21035483	next_progenitor	0.0
375504	-0.0867197700000002	0.12278054	first_progenitor	0.0
