	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	0	582524	0.0	0.41192573	Merger	87498670.0	101	37
1	18	24	0.0	0.2141508	Merger	132949910.0	100	37
2	19	33	0.0	0.36086532	Merger	132634120.0	100	37
3	20	9268	0.0	0.52521	Merger	214657440.0	100	37
4	21	48944	0.0	1.4169068	Merger	313559500000.0	100	37
5	22	68599	0.0	0.1440522	Merger	321723560000.0	100	37
6	23	81995	0.0	0.102000766	Merger	2162735400.0	100	37
7	24	93360	0.0	0.10124081	Merger	109850210.0	100	37
8	25	95289	0.0	1.1578151	Merger	146053630000.0	100	37
9	26	101591	0.0	0.4241909	Merger	97018070000.0	100	37
10	27	107946	0.0	0.11797277	Merger	193589940.0	100	37
11	28	115560	0.0	0.33030564	Merger	125959270000.0	100	37
12	29	122310	0.0	0.104144104	Merger	99344660000.0	100	37
13	30	123206	0.0	1.9469713	Merger	1306116100.0	100	37
14	31	123208	0.0	0.42406413	Merger	1771544800.0	100	37
15	32	133128	0.0	0.20703746	Merger	69120980000.0	100	37
16	33	135044	0.0	0.11446537	Merger	52513870000.0	100	37
17	34	135786	0.0	0.47657886	Merger	44069597000.0	100	37
18	35	138454	0.0	0.28916645	Merger	27897797000.0	100	37
19	36	157047	0.0	0.8000133	Merger	990700100.0	100	37
20	37	172495	0.0	1.1221066	Merger	2093993500.0	100	37
21	38	178904	0.0	0.1475893	Merger	349252740.0	100	37
22	39	180177	0.0	0.33562833	Merger	51744125000.0	100	37
23	40	196068	0.0	0.23725599	Merger	56100050000.0	100	37
24	41	198813	0.0	0.116475694	Merger	15809572000.0	100	37
25	42	204371	0.0	0.16897449	Merger	10712435000.0	100	37
26	43	216240	0.0	0.2557581	Merger	7621458000.0	100	37
27	44	229698	0.0	1.6411438	Merger	17514473000.0	100	37
28	45	229699	0.0	0.10063703	Merger	443159140.0	100	37
29	46	232658	0.0	0.7229109	Merger	19928545000.0	100	37
30	47	235838	0.0	0.15954287	Merger	212316370.0	100	37
31	48	236228	0.0	0.108352125	Merger	22403449000.0	100	37
32	49	238927	0.0	0.14392403	Merger	138232300.0	100	37
33	50	242910	0.0	0.10077552	Merger	535003100.0	100	37
34	51	251767	0.0	0.1350762	Merger	785430400.0	100	37
35	52	254228	0.0	0.6803618	Merger	5754797000.0	100	37
36	53	255090	0.0	0.17465915	Merger	20205664000.0	100	37
37	54	262515	0.0	0.12114243	Merger	12359968000.0	100	37
38	55	269294	0.0	0.15291405	Merger	157121900.0	100	37
39	56	269845	0.0	0.14997846	Merger	1330929300.0	100	37
40	57	281034	0.0	0.3223515	Merger	151697680.0	100	37
41	58	285712	0.0	0.25031653	Merger	752888400.0	100	37
42	59	286358	0.0	0.16817094	Merger	5640906000.0	100	37
43	60	286980	0.0	0.52397096	Merger	1016229250.0	100	37
44	61	291513	0.0	0.1551497	Merger	5503576600.0	100	37
45	62	294963	0.0	0.20453934	Merger	555692200.0	100	37
46	63	296154	0.0	0.31002274	Merger	3634750200.0	100	37
47	64	296961	0.0	0.68617696	Merger	3008081400.0	100	37
48	65	300344	0.0	1.1641418	Merger	3159179500.0	100	37
49	66	308988	0.0	1.2553431	Merger	92503576.0	100	37
50	67	310712	0.0	0.12575422	Merger	1053426100.0	100	37
51	68	325258	0.0	0.7452756	Merger	2481343200.0	100	37
52	69	325385	0.0	1.3164083	Merger	414159780.0	100	37
53	70	325740	0.0	0.6542338	Merger	1237193200.0	100	37
54	71	326103	0.0	0.10835054	Merger	2049632000.0	100	37
55	72	332456	0.0	0.6051195	Merger	1273175300.0	100	37
56	73	333536	0.0	1.5061291	Merger	728031300.0	100	37
57	74	334591	0.0	0.111857206	Merger	3434006000.0	100	37
58	75	339114	0.0	0.14025031	Merger	1789687200.0	100	37
59	76	341664	0.0	0.56036544	Merger	160794850.0	100	37
60	77	358689	0.0	0.1497631	Merger	527218370.0	100	37
61	78	360610	0.0	0.1532503	Merger	1308305700.0	100	37
62	79	367565	0.0	1.5006421	Merger	118972024.0	100	37
63	80	374381	0.0	0.24722044	Merger	1050306500.0	100	37
64	81	375502	0.0	0.97488064	Merger	1192119200.0	100	37
65	82	376248	0.0	0.17653695	Merger	137522420.0	100	37
66	83	379842	0.0	0.283794	Merger	582125250.0	100	37
67	84	381242	0.0	1.3369102	Merger	231166060.0	100	37
68	85	384932	0.0	0.22124435	Merger	1678850600.0	100	37
69	86	389468	0.0	0.11197855	Merger	266068590.0	100	37
70	87	392529	0.0	0.25996295	Merger	94602910.0	100	37
71	88	392797	0.0	0.3968894	Merger	1440342900.0	100	37
72	89	393741	0.0	0.88574797	Merger	302924200.0	100	37
73	90	400988	0.0	0.40207848	Merger	209192900.0	100	37
74	91	401912	0.0	0.10349341	Merger	263931860.0	100	37
75	92	403163	0.0	0.16500467	Merger	614744100.0	100	37
76	93	404952	0.0	0.23995449	Merger	266284430.0	100	37
77	94	405313	0.0	0.11306995	Merger	227377060.0	100	37
78	95	409279	0.0	0.11376583	Merger	169172830.0	100	37
79	96	410196	0.0	0.28723124	Merger	905934500.0	100	37
80	97	411705	0.0	0.33492184	Merger	122132450.0	100	37
81	98	413534	0.0	0.8323455	Merger	233915200.0	100	37
82	99	414222	0.0	1.2341727	Merger	235867070.0	100	37
83	100	418423	0.0	0.28484696	Merger	986365400.0	100	37
84	101	422619	0.0	0.2961345	Merger	763987500.0	100	37
85	102	429078	0.0	0.14927348	Merger	423375550.0	100	37
86	103	430366	0.0	0.16975066	Merger	928760060.0	100	37
87	104	431653	0.0	0.4141887	Merger	558466700.0	100	37
88	105	432215	0.0	0.25248405	Merger	395076450.0	100	37
89	106	432527	0.0	0.29520664	Merger	838972860.0	100	37
90	107	433394	0.0	0.33871758	Merger	658184600.0	100	37
91	108	438515	0.0	0.14438167	Merger	384126340.0	100	37
92	109	440037	0.0	0.15426151	Merger	470437280.0	100	37
93	110	445640	0.0	0.13020602	Merger	857684100.0	100	37
94	111	446284	0.0	0.25127035	Merger	672202940.0	100	37
95	112	447813	0.0	1.1633565	Merger	161775520.0	100	37
96	113	448809	0.0	0.22868326	Merger	487197220.0	100	37
97	114	448957	0.0	0.44562885	Merger	454325280.0	100	37
98	115	450519	0.0	0.18130855	Merger	323310270.0	100	37
99	116	453115	0.0	0.19254544	Merger	322993150.0	100	37
100	117	453690	0.0	0.3689998	Merger	192192780.0	100	37
101	118	454019	0.0	0.23905197	Merger	96366504.0	100	37
102	119	456960	0.0	0.33089212	Merger	597317570.0	100	37
103	120	461677	0.0	0.13472179	Merger	445738270.0	100	37
104	121	463159	0.0	0.26954976	Merger	126678440.0	100	37
105	122	463499	0.0	0.15335393	Merger	229360780.0	100	37
106	123	465255	0.0	0.7362347	Merger	284433540.0	100	37
107	124	466180	0.0	0.1369039	Merger	317849440.0	100	37
108	125	466721	0.0	0.115200184	Merger	308314370.0	100	37
109	126	470417	0.0	0.15449126	Merger	225991060.0	100	37
110	127	475098	0.0	0.19094002	Merger	188622940.0	100	37
111	128	481192	0.0	0.51480913	Merger	152398020.0	100	37
112	129	482360	0.0	0.1377379	Merger	699037900.0	100	37
113	130	483915	0.0	0.68530405	Merger	171967040.0	100	37
114	131	486252	0.0	0.37511614	Merger	245981950.0	100	37
115	132	487463	0.0	0.5098373	Merger	409399700.0	100	37
116	133	487859	0.0	0.22285447	Merger	261535020.0	100	37
117	134	487996	0.0	0.10709528	Merger	291618180.0	100	37
118	135	494320	0.0	2.3234076	Merger	84640710.0	100	37
119	136	499067	0.0	1.9291316	Merger	165253580.0	100	37
120	137	499603	0.0	0.118334435	Merger	337327520.0	100	37
121	138	500589	0.0	0.652323	Merger	133973320.0	100	37
122	139	501722	0.0	1.2245785	Merger	311259000.0	100	37
123	140	505516	0.0	0.18140543	Merger	367669900.0	100	37
124	141	506074	0.0	0.26762488	Merger	168926690.0	100	37
125	142	506782	0.0	0.24061948	Merger	305810530.0	100	37
126	143	507405	0.0	1.3538903	Merger	310165630.0	100	37
127	144	507432	0.0	2.3525848	Merger	133277300.0	100	37
128	145	509821	0.0	0.16037586	Merger	89269430.0	100	37
129	146	510106	0.0	0.7409886	Merger	217920260.0	100	37
130	147	515144	0.0	0.2312041	Merger	113735416.0	100	37
131	148	517097	0.0	0.1552105	Merger	206421810.0	100	37
132	149	517740	0.0	1.0580131	Merger	174123790.0	100	37
133	150	518163	0.0	0.1340186	Merger	98985060.0	100	37
134	151	519360	0.0	0.11448663	Merger	129362680.0	100	37
135	152	519547	0.0	0.21342759	Merger	194890000.0	100	37
136	153	521030	0.0	0.627859	Merger	97451704.0	100	37
137	154	527018	0.0	0.15610322	Merger	214204900.0	100	37
138	155	529197	0.0	0.33134145	Merger	98517540.0	100	37
139	156	530480	0.0	0.44619903	Merger	171023900.0	100	37
140	157	531364	0.0	0.105330594	Merger	135055000.0	100	37
141	158	531952	0.0	0.13169739	Merger	94986800.0	100	37
142	159	534055	0.0	0.1345333	Merger	126442570.0	100	37
143	160	534105	0.0	0.34883225	Merger	216033070.0	100	37
144	161	535587	0.0	0.7945129	Merger	159177820.0	100	37
145	162	546996	0.0	0.2598211	Merger	112575780.0	100	37
146	163	549499	0.0	0.16533221	Merger	142488910.0	100	37
147	164	549704	0.0	0.15076078	Merger	95710410.0	100	37
148	165	554568	0.0	0.22045894	Merger	194254940.0	100	37
149	166	555946	0.0	0.1045571	Merger	104282110.0	100	37
150	167	557838	0.0	0.6262073	Merger	105089340.0	100	37
151	168	558100	0.0	0.9254819	Merger	95314056.0	100	37
152	169	559866	0.0	0.21446978	Merger	152244670.0	100	37
153	170	562053	0.0	1.8805856	Merger	89178050.0	100	37
154	171	562069	0.0	0.28591403	Merger	108774730.0	100	37
155	172	562459	0.0	0.11342333	Merger	187026940.0	100	37
156	173	563173	0.0	0.20146161	Merger	171084850.0	100	37
157	174	564259	0.0	0.15031636	Merger	97459336.0	100	37
158	175	565395	0.0	0.7043544	Merger	105932570.0	100	37
159	176	570336	0.0	0.19016026	Merger	86678650.0	100	37
160	177	570928	0.0	0.20183755	Merger	111603300.0	100	37
161	178	579105	0.0	0.41771644	Merger	101446520.0	100	37
162	179	579122	0.0	1.4979391	Merger	257736180.0	100	37
163	180	595971	0.0	0.10539433	Merger	87350950.0	100	37
164	181	601747	0.0	0.11540733	Merger	108830030.0	100	37
165	182	602881	0.0	0.23690777	Merger	92553390.0	100	37
166	183	604424	0.0	0.18003672	Merger	112250060.0	100	37
167	184	608813	0.0	0.20720361	Merger	85163690.0	100	37
168	185	616471	0.0	0.14694425	Merger	90032776.0	100	37
169	243	275726	-0.1357320510875901	0.15969646	first_progenitor	146354930.0	1	37
170	355	419164	-0.1357320510875901	0.16976589	first_progenitor	362320740.0	1	37
171	398	461523	-0.1357320510875901	0.25939423	next_progenitor	138013940.0	10	37
172	430	492844	-0.1357320510875901	0.22628291	next_progenitor	338035870.0	10	37
173	488	529330	-0.1357320510875901	0.10810258	next_progenitor	297062200.0	10	37
174	503	28	-0.3043627410875889	4.6141605	next_progenitor	3279388000.0	10	37
175	559	281709	-0.3043627410875889	0.19960251	first_progenitor	8687613000.0	1	37
176	626	464061	-0.3043627410875889	0.48057014	first_progenitor	502841300.0	1	37
177	782	210664	-0.391082511087589	0.12612018	first_progenitor	108544776.0	1	37
178	784	360891	-0.391082511087589	0.15488842	first_progenitor	515107800.0	1	37
179	877	362974	-0.391082511087589	0.12278054	first_progenitor	1444041900.0	1	37
180	962	459432	-0.391082511087589	0.18617281	first_progenitor	182968460.0	1	37
181	992	503933	-0.391082511087589	0.52832747	first_progenitor	491435200.0	1	37
