	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	1	180886	0.29340425	0.10074711	Descendant	1647148200.0	1100	26
1	13	280730	0.0922975299999997	0.19249088	Descendant	220351650.0	1001	26
2	18	289670	0.0	0.22406799	Merger	109690120.0	101	26
3	19	360002	0.0	0.89101964	Merger	142888670.0	110	26
4	21	124663	-0.1457543700000005	1.4655358	first_progenitor	101371160.0	2	26
5	29	12	0.4255972900000007	0.1530182	Descendant	1337470100.0	1000	26
6	110	136577	0.4255972900000007	5.3786297	Descendant	291570660.0	1000	26
7	187	214172	0.4255972900000007	0.202916	Descendant	138472460.0	1000	26
8	240	248920	0.4255972900000007	0.20854817	Descendant	418593150.0	1000	26
9	278	277493	0.4255972900000007	0.33521524	Descendant	138159070.0	1000	26
10	326	0	0.29340425	0.21248615	Descendant	269572950000.0	1000	26
11	423	196055	0.29340425	0.15048908	Descendant	672800100.0	1000	26
12	460	225222	0.29340425	1.1211469	Descendant	1011381250.0	1000	26
13	503	266189	0.29340425	0.112407714	Descendant	439126900.0	1000	26
14	535	295094	0.29340425	0.5880145	Descendant	398715000.0	1000	26
15	541	303546	0.29340425	0.11632871	Descendant	377845380.0	1000	26
16	568	329824	0.29340425	0.8958044	Descendant	134526270.0	1000	26
17	589	6	0.0922975299999997	0.18052757	Descendant	537740500.0	1000	26
18	635	139600	0.0922975299999997	0.2941051	Descendant	100939810.0	1000	26
19	643	155649	0.0922975299999997	0.6410389	Descendant	4890233000.0	1000	26
20	654	170147	0.0922975299999997	1.2973534	Descendant	3047811800.0	1000	26
21	700	233374	0.0922975299999997	0.1585778	Descendant	867927700.0	1000	26
22	704	238472	0.0922975299999997	0.431082	Descendant	121465760.0	1000	26
23	709	244549	0.0922975299999997	0.1929002	Descendant	570363260.0	1000	26
24	741	275229	0.0922975299999997	0.49413303	Descendant	326414400.0	1000	26
25	744	284215	0.0922975299999997	0.17781428	Descendant	178532350.0	1000	26
26	839	407833	0.0922975299999997	0.80294734	Descendant	119022380.0	1000	26
27	844	11	0.0	0.24374591	Merger	366659800.0	100	26
28	845	16	0.0	0.27874482	Merger	248132420.0	100	26
29	846	4038	0.0	0.14707401	Merger	14854964000.0	100	26
30	847	4044	0.0	0.10018043	Merger	1075541100.0	100	26
31	848	4047	0.0	0.18900461	Merger	943598100.0	100	26
32	849	8993	0.0	0.4637509	Merger	1817094400.0	100	26
33	850	9012	0.0	0.119193666	Merger	114651740.0	100	26
34	851	17666	0.0	0.5019434	Merger	145001860000.0	100	26
35	852	19579	0.0	0.29509717	Merger	5357674000.0	100	26
36	853	22774	0.0	0.16179964	Merger	53500450000.0	100	26
37	854	24487	0.0	0.11878907	Merger	679933100.0	100	26
38	855	26635	0.0	0.27817208	Merger	6301090000.0	100	26
39	856	26638	0.0	0.30523863	Merger	580222850.0	100	26
40	857	26642	0.0	1.2502545	Merger	481105730.0	100	26
41	858	28637	0.0	1.3285608	Merger	4611249000.0	100	26
42	859	30786	0.0	0.32895356	Merger	68852600000.0	100	26
43	860	32024	0.0	0.39140967	Merger	3800766000.0	100	26
44	861	32026	0.0	0.10122839	Merger	320606460.0	100	26
45	862	33197	0.0	2.111098	Merger	52498452000.0	100	26
46	863	33204	0.0	0.16169907	Merger	84353960.0	100	26
47	864	34424	0.0	0.41587758	Merger	1632827500.0	100	26
48	865	41385	0.0	0.2153036	Merger	10621086000.0	100	26
49	866	42330	0.0	0.12400015	Merger	59637540000.0	100	26
50	867	43715	0.0	0.2887355	Merger	126964070.0	100	26
51	868	44481	0.0	0.15540054	Merger	78810120000.0	100	26
52	869	45212	0.0	0.3795224	Merger	68728650000.0	100	26
53	870	48991	0.0	0.1907388	Merger	345246980.0	100	26
54	871	49671	0.0	0.20869556	Merger	5083403300.0	100	26
55	872	53325	0.0	0.24016346	Merger	237315410.0	100	26
56	873	54042	0.0	0.18845725	Merger	38547685000.0	100	26
57	874	56118	0.0	0.23228702	Merger	13407128000.0	100	26
58	875	59564	0.0	0.14441195	Merger	227502130.0	100	26
59	876	65995	0.0	0.16274528	Merger	4725282000.0	100	26
60	877	68302	0.0	0.27144122	Merger	337654720.0	100	26
61	878	71306	0.0	0.119027026	Merger	191855000.0	100	26
62	879	72931	0.0	0.14854936	Merger	2731750400.0	100	26
63	880	72933	0.0	0.1231866	Merger	352116160.0	100	26
64	881	78072	0.0	0.67168725	Merger	3992532000.0	100	26
65	882	80503	0.0	1.0039423	Merger	1397740300.0	100	26
