	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
198	170522	0.1233316599999998	0.23713209	Descendant	485327330.0	1100	23	0.72459203	1	129	75.47909390818462	468.9491901007758
199	161454	0.0	0.6243965	Merger	95062744.0	101	23	0.1963779	1	593	18.790504817445747	45.52159004870659
200	227511	0.0	0.15081955	Merger	304282100.0	110	23	0.4339091	1	84	177.80823670829287	330.78679349045547
201	191019	0.1233316599999998	0.10724302	Descendant	493720130.0	1000	23	0.7099119	1	237	107.61753455916516	124.23730319873731
202	195007	0.1233316599999998	0.2064995	Descendant	160145200.0	1000	23	0.53857416	0	184	51.758834460361285	235.9152093793758
203	219080	0.1233316599999998	0.30148208	Descendant	233897780.0	1000	23	0.379787	0	125	154.15547491995008	189.54129568671686
204	12	0.0	0.1530182	Merger	189170300.0	100	23	0.18961965	1	455	55.8551868034473	58.02259011543575
205	3090	0.0	1.3299716	Merger	10560708000.0	100	23	4.8376703	1	42	67.1181190062695	67.57101487523839
206	5996	0.0	0.17629203	Merger	224017070000.0	100	23	360.1798	1	8	326.4740594983867	1097.9581964232732
207	7856	0.0	0.4849094	Merger	4327110700.0	100	23	14.952686	2	79	20.667425190714592	27.009791955404964
208	11675	0.0	0.14059693	Merger	911119900.0	100	23	1.5914888	1	218	100.76410897145752	105.50214644204367
209	15184	0.0	1.1987244	Merger	35002000000.0	100	23	63.320324	1	6	1004.0761799206525	1623.259393475497
210	15187	0.0	0.15810049	Merger	176064940.0	100	23	0.22332364	1	206	11.308762682896948	26.50951914270743
211	16129	0.0	0.12706804	Merger	3355874800.0	100	23	4.6771564	1	24	30.230826640806676	64.64442805998719
212	16132	0.0	0.16321272	Merger	428936060.0	100	23	0.7495913	1	102	27.7565098586233	45.845140576841075
213	17160	0.0	1.1867036	Merger	7021407000.0	100	23	10.212506	1	45	162.3920678917209	166.98131775036956
214	20235	0.0	0.15965655	Merger	44413276000.0	100	23	45.936455	1	4	1320.287002216769	1353.075002061492
215	22237	0.0	0.21716017	Merger	8623124000.0	100	23	31.614388	1	60	32.28116157133027	221.12227898367354
216	31915	0.0	0.35067666	Merger	1444201600.0	100	23	2.6947544	1	54	28.76365472924441	130.3072882084509
217	31916	0.0	0.18657786	Merger	585535550.0	100	23	1.1131902	1	130	28.76365472924441	112.54667690584188
218	33959	0.0	0.1271104	Merger	153967120.0	100	23	0.19196275	1	497	56.896331289930664	91.21722482342219
219	36492	0.0	0.45094848	Merger	1632879500.0	100	23	2.8284597	1	45	71.27610722033101	252.1277490675614
220	37878	0.0	0.5489014	Merger	1308260900.0	100	23	4.0375934	1	121	23.427697773055996	88.75801441785802
221	38537	0.0	0.22604515	Merger	15347138000.0	100	23	75.1505	2	13	11.426533382877777	635.8127094468831
222	41860	0.0	0.17296791	Merger	2843799000.0	100	23	5.272022	1	141	35.29170816305942	133.1106206420268
223	45005	0.0	0.13685817	Merger	869575700.0	100	23	1.5363282	4	236	126.21593195167638	144.0140525786145
224	47076	0.0	0.9148927	Merger	163836880.0	100	23	0.3605482	1	335	24.446825174193357	47.02366968119137
225	56888	0.0	0.12126529	Merger	12272607000.0	100	23	10.895631	2	4	235.80829078482066	549.3391103552394
226	58417	0.0	0.2321804	Merger	300770200.0	100	23	0.3588441	1	350	36.391778287002786	38.73934815403778
227	60430	0.0	0.104748584	Merger	128018600.0	100	23	0.12687434	1	603	27.8991251565515	30.44768731592006
228	64159	0.0	0.21622615	Merger	5282498000.0	100	23	9.553553	1	47	174.37706676785135	233.6985757074811
229	65875	0.0	0.13993666	Merger	9148175000.0	100	23	11.242999	1	12	651.7352115194036	666.699644128321
230	69985	0.0	0.13800687	Merger	111714984.0	100	23	1.0377527	1	205	4.140605713924815	54.68413251352575
231	70260	0.0	0.5081277	Merger	209444500.0	100	23	0.48688063	2	592	5.00367875166426	12.118477673774573
232	71120	0.0	1.1564605	Merger	1574255000.0	100	23	9.132689	2	21	7.885319118677696	12.58363149535011
233	73168	0.0	0.98805594	Merger	106203304.0	100	23	0.22229846	2	698	53.55035586732094	54.280894486149954
234	73591	0.0	0.17998552	Merger	4237869800.0	100	23	7.631732	1	31	215.0476552076231	333.02386708001575
235	74495	0.0	0.37269524	Merger	771861060.0	100	23	1.0343567	2	78	25.486899036229076	26.697115428328992
236	75430	0.0	1.1812795	Merger	3895212300.0	100	23	17.81719	1	46	407.9499345955692	515.2638577687048
237	76555	0.0	0.19725642	Merger	303821860.0	100	23	0.31532136	1	362	44.62890498946087	55.410916729857796
238	76556	0.0	0.1589419	Merger	266967620.0	100	23	0.5416666	2	389	12.670477044164203	55.410916729857796
239	77819	0.0	0.14213055	Merger	3391543000.0	100	23	6.40796	1	27	77.4619605648829	110.03216355580464
240	77820	0.0	0.15871008	Merger	381070940.0	100	23	0.62405604	1	122	6.871632416544848	77.4619605648829
241	79969	0.0	0.14361958	Merger	181333250.0	100	23	0.504016	2	303	81.8583898905586	102.26617090880126
242	80832	0.0	1.8822234	Merger	298933860.0	100	23	0.70268404	1	213	29.942751003059	44.56619355711953
243	86539	0.0	1.3812351	Merger	654154560.0	100	23	0.81748796	1	116	41.03759449666771	55.02329089987114
244	87198	0.0	1.2231094	Merger	411758180.0	100	23	1.4176496	1	154	8.558047671400649	62.76553498377225
245	89459	0.0	0.14399566	Merger	115279990.0	100	23	0.13903923	1	544	7.104685485594847	39.34898049627802
246	89884	0.0	0.7053718	Merger	450577120.0	100	23	1.0988474	1	77	103.68531553917734	110.27139985459503
247	91473	0.0	0.12151616	Merger	1926852700.0	100	23	7.1659718	1	27	281.3466742969891	591.7614589809739
248	92080	0.0	0.12680398	Merger	2146861400.0	100	23	8.762466	1	16	666.150855290814	847.7602564199669
249	92900	0.0	0.2957901	Merger	5313133600.0	100	23	8.471107	1	11	684.2474745314105	841.8359576476481
250	95389	0.0	0.3149871	Merger	1720308100.0	100	23	5.1284385	1	23	181.23961072242562	464.89699819581455
251	100846	0.0	0.1286916	Merger	197277730.0	100	23	0.8043536	1	91	4.0289668732182005	8.293665381627221
252	101216	0.0	0.219297	Merger	471501250.0	100	23	0.970762	1	216	78.09293045001796	89.6227527471193
253	101816	0.0	0.12505047	Merger	321674340.0	100	23	0.72838396	2	131	66.01572595373602	240.17074168054236
254	103587	0.0	0.4335938	Merger	1198818600.0	100	23	2.871397	1	84	17.619722476193143	226.48771097172204
255	103764	0.0	0.22735582	Merger	157186140.0	100	23	0.09900931	1	671	50.89698066271697	55.68705267431268
256	104315	0.0	1.665276	Merger	2083315500.0	100	23	3.530535	1	33	169.96841124638888	182.26735450700207
257	104316	0.0	1.8976653	Merger	172731890.0	100	23	0.5567268	1	187	42.257920487920224	44.168268369835275
258	105406	0.0	0.42606497	Merger	923304000.0	100	23	1.9066321	1	146	62.42655900959993	62.71093071652926
259	105654	0.0	0.100475706	Merger	2683129600.0	100	23	6.6557326	1	62	119.26211524303832	192.76136400958902
260	106128	0.0	0.34445712	Merger	1430803100.0	100	23	2.3700001	1	112	133.32769508726156	170.33653410452922
261	107163	0.0	1.5396634	Merger	435303460.0	100	23	0.8538543	1	126	65.72472424468427	174.2451903170022
262	111708	0.0	0.10522253	Merger	3325756000.0	100	23	5.320794	1	37	536.0812701014082	646.1827710643464
