	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
5617	423973	132239944.0	0.10038128	0.0	0	13937.833637076239	14131.36108395187	224344	0
2920	272338	542841860.0	0.4285354	0.0	0	18311.38676122554	18478.95282228662	263731	0
79	10323	275730700000.0	1.0418497	0.0	0	3139.3215282884535	3234.0483649613607	0	1
738	95250	3665122300.0	4.080899	0.0	0	6864.672125960596	6936.679790670526	27074	0
3727	319516	441924860.0	0.49169198	0.0	0	20221.155181805807	20388.903317796354	331237	0
59	6773	4797123000.0	2.7087305	0.0	0	19061.75215980066	19178.906796018746	6	0
6144	483334	167278910.0	0.09162561	0.0	0	3132.2004009679004	3256.7190405396655	139600	0
2370	235606	171440600.0	0.11855002	0.0	0	7518.97320488991	7651.086777344534	284313	0
6176	491250	86974250.0	0.13665326	0.0	0	24134.256215089914	24285.578447884745	317657	0
2866	268888	541420000.0	0.45836478	0.0	0	18730.00678468021	18960.00797816519	11	0
4053	337678	511411500.0	0.5673911	0.0	0	12112.992803097417	12215.8465972134	16	0
1282	149302	110781840.0	0.1531024	0.0	0	18938.854771179158	19046.826810722305	109466	0
2345	234094	663925400.0	0.8995547	0.0	0	12123.36333593144	12146.446285132499	285161	0
4088	339779	232407580.0	0.108261205	0.0	0	18975.99368466158	19158.439821141314	289670	0
787	100638	419816500.0	0.48239043	0.0	0	23361.653169554844	23516.994573034837	294696	0
5956	453524	97664370.0	0.10485099	0.0	0	6996.490238815208	7050.8250120399325	401180	0
3739	320314	172771310.0	0.20078745	0.0	0	16370.422713231847	16560.408476558074	28	0
5618	423995	107711980.0	0.08150944	0.0	0	16048.878145537261	16272.42468088441	57348	0
1593	177102	2836404200.0	3.3188772	0.0	0	2908.7673927827836	2971.5174045303065	59002	0
1519	170540	2261994500.0	3.0654483	0.0	0	15048.457900817752	15211.609528948486	71674	0
6051	463758	93844296.0	0.074041486	0.0	0	4135.485590722818	4136.162490092373	77905	0
852	107879	16221385000.0	22.70065	0.0	0	3573.392529322422	3693.4719840689677	87484	0
4304	350761	257052110.0	0.18166347	0.0	0	20120.477301015733	20344.61073320996	95731	0
1965	205744	597077440.0	0.74997723	0.0	0	15695.972133466194	15888.656835547928	97865	0
4491	360506	190934960.0	0.15534276	0.0	0	18665.9178739153	18785.73152272584	98939	0
