	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
1820	173390	462799550.0	0.6247716	0.0	0	16887.54696898848	17074.252316833732	170522	0
3494	273992	103290264.0	0.1470852	0.0	0	17236.22736938721	17323.7283783922	161454	0
2521	218184	319757440.0	0.44283882	0.0	0	6661.110824818517	6684.217741654033	227511	0
2054	188935	528240860.0	0.6633269	0.0	0	18374.633342065506	18434.554062559877	191019	0
3779	290386	175521330.0	0.20508641	0.0	0	7298.926959027426	7754.946797684669	195007	0
3153	254043	240380450.0	0.24601354	0.0	0	19370.542078009006	19553.76379414658	219080	0
3319	263384	184342260.0	0.2780028	0.0	0	3591.466107038914	3734.4519412837262	12	0
55	7848	11195478000.0	42.820194	0.0	0	16009.80512643278	16069.289145478628	3090	0
69	10079	182187020000.0	125.341576	0.0	0	7879.476763024496	7946.586564768836	5996	2
447	57755	3945337900.0	8.457449	0.0	6	798.8096724802682	1135.401802698465	7856	0
1557	154314	840080500.0	1.0819795	0.0	0	18276.924215992913	18472.2322002905	11675	0
214	29506	37586420000.0	80.95796	0.0	0	16969.710422847198	17009.506220379913	15184	0
3467	272260	183353310.0	0.32687044	0.0	0	18545.334774053466	18664.427879565115	15187	0
881	100135	3498941200.0	7.11187	0.0	0	13373.658051913268	13572.518513957639	16129	0
1670	162286	411801920.0	0.557614	0.0	0	5740.726167809177	6150.98733591625	16132	0
432	55636	7194975700.0	11.83998	0.0	0	21883.724871866147	22092.895421136407	17160	0
141	19353	43940270000.0	44.075012	0.0	0	14292.708685073098	14390.87096825213	20235	0
501	62887	8830414000.0	17.02779	0.0	0	6468.737200157431	6635.336383883635	22237	0
23	3091	1472949200.0	3.4355881	0.0	0	19887.992852064574	20045.243972339278	31915	0
2173	196427	612921300.0	0.6502235	0.0	0	13714.372516447718	13934.500519425685	31916	0
3618	280738	150969940.0	0.19224244	0.0	0	22751.351605692893	22813.596440313624	33959	0
408	52372	1684137600.0	2.7557087	0.0	0	16620.384324057293	16647.399323937272	36492	0
1063	116066	1231953200.0	1.4422932	0.0	0	16207.410155424	16238.078587735248	37878	0
172	23460	16342811000.0	15.749988	0.0	0	15106.071757018888	15293.92258278027	38537	0
