	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
1442	20	0.4597340369681362	0.183354	Descendant	915784400.0	1000	36	0.0095748585	0.0095748585	0	238	83.43735409547818	106.35904667405273
1444	310894	0.4597340369681362	0.10178916	Descendant	829052740.0	1000	36	1.8853102	1.8853102	0	228	14.092349508920918	25.227199587059154
1445	450685	0.4597340369681362	1.2867609	Descendant	414939780.0	1000	36	0.204372	0.204372	0	97	153.21791428695832	184.62548964890956
1446	492687	0.4597340369681362	0.18195209	Descendant	264667360.0	1000	36	0.09897193	0.09897193	0	175	157.653715021884	201.28349411369257
1447	508455	0.4597340369681362	0.13038167	Descendant	308642700.0	1000	36	0.15826078	0.15826078	1	96	348.8281488670689	476.5839037646096
1448	515104	0.4597340369681362	0.16675024	Descendant	134421630.0	1000	36	0.051632926	0.051632926	0	92	218.24467692429786	240.09889233513763
1449	305028	0.2969269169681361	0.18789579	Descendant	4784242700.0	1000	36	2.5418096	2.5418096	0	19	214.13260064919172	323.95236996474347
1450	448507	0.2969269169681361	0.11465021	Descendant	163217300.0	1000	36	0.07942127	0.07942127	0	293	13.098489164519341	428.6797759823244
1451	458472	0.2969269169681361	0.71486443	Descendant	293861100.0	1000	36	0.08736102	0.08736102	0	23	15.10381547026177	135.58334172707177
1452	0	0.151343176968135	0.37458843	Descendant	842100800000.0	1000	36	216.70627	216.70627	1	4	88.1828483077772	642.2625847427505
1453	289847	0.151343176968135	0.23106281	Descendant	396945600.0	1000	36	0.19070846	0.19070846	0	61	15.828703621102804	357.2359455966213
1454	298720	0.151343176968135	1.068364	Descendant	1244543400.0	1000	36	0.56380874	0.56380874	0	80	100.36011056251034	203.0496375074094
1455	462035	0.151343176968135	0.12113673	Descendant	589876700.0	1000	36	0.4898998	0.4898998	0	146	185.1588750879933	482.53016938852585
1456	560737	0.151343176968135	0.41434026	Descendant	143406190.0	1000	36	0.10045799	0.10045799	0	133	76.22944451923868	250.09259038134212
1457	16	0.0	0.750681	Merger	361182750.0	100	36	0.124247275	0.124247275	1	363	114.27762196067314	116.75790548878417
1459	40474	0.0	0.19130334	Merger	109758090.0	100	36	0.27284968	0.27284968	1	635	101.13865148187259	111.18075642272471
1460	40479	0.0	0.12952644	Merger	99184070.0	100	36	0.07180586	0.07180586	1	629	94.51556462257037	96.87439403765657
1461	53807	0.0	0.109142385	Merger	918125000.0	100	36	0.8417385	0.8417385	1	200	29.4296396264105	41.35652437459265
1462	79466	0.0	2.2468758	Merger	121929816.0	100	36	0.07235863	0.07235863	2	178	15.213072371183745	93.91482112170041
1463	86527	0.0	0.47227332	Merger	112245490000.0	100	36	45.0341	45.0341	1	10	78.43205662704597	152.95750545434507
1464	96663	0.0	0.64462656	Merger	931204900.0	100	36	1.0194551	1.0194551	1	67	12.332040671566388	17.304548906959937
1465	100597	0.0	0.20327279	Merger	655595500.0	100	36	0.12011415	0.12011415	1	94	61.921957451278004	85.7076942413563
1466	103116	0.0	0.12410318	Merger	193489200.0	100	36	0.10497823	0.10497823	1	292	27.499470003023852	36.49358586536031
1467	107818	0.0	0.14555946	Merger	105759250000.0	100	36	48.43525	48.43525	2	5	842.9456500591378	945.1163806806361
1468	117427	0.0	0.23719667	Merger	95117310000.0	100	36	10.566699	10.566699	1	4	334.095604694015	838.6086876196119
1469	119039	0.0	1.4581667	Merger	1700563300.0	100	36	1.5120751	1.5120751	2	20	93.54515885491301	96.95664234785616
1470	128894	0.0	0.16674471	Merger	43597947000.0	100	36	25.602564	25.602564	1	28	180.45353538595117	615.2312966412575
1471	141561	0.0	2.362232	Merger	61244146000.0	100	36	17.132545	17.132545	1	4	289.69174030123116	1063.6287352466013
1472	146117	0.0	0.19221246	Merger	453384060.0	100	36	0.33592138	0.33592138	1	110	72.13539154363913	142.6416847147561
1473	155307	0.0	0.3020571	Merger	1036920960.0	100	36	0.7247111	0.7247111	1	60	52.18336719966986	54.07029386715691
1474	163767	0.0	0.83644485	Merger	1854166500.0	100	36	15.868912	15.868912	1	119	15.012254424613046	30.155792026545473
1475	176218	0.0	1.1342512	Merger	102457950.0	100	36	0.07063775	0.07063775	2	111	65.31252611610667	72.64609657592558
1476	178237	0.0	0.7596019	Merger	1247138300.0	100	36	0.9650802	0.9650802	1	87	8.716266029870505	23.50003519198972
1477	181171	0.0	0.13396087	Merger	130400960.0	100	36	0.1135511	0.1135511	1	473	63.0457747934495	82.51351983497189
1478	189279	0.0	0.11122637	Merger	964391500.0	100	36	1.9990225	1.9990225	1	27	23.722125017619177	32.06233908072032
1479	199958	0.0	0.23312806	Merger	8023638000.0	100	36	4.3683095	4.3683095	1	17	30.843635507995657	43.96532340001815
1480	204186	0.0	0.3397752	Merger	100024570.0	100	36	0.01792857	0.01792857	1	199	25.495497985485233	50.52835678524904
1481	209609	0.0	0.2649942	Merger	19139926000.0	100	36	8.474649	8.474649	1	37	365.12274868827535	641.3411366210106
1482	214022	0.0	1.545379	Merger	23285780000.0	100	36	6.752237	6.752237	2	11	657.5459858522188	847.2059986317929
1483	220743	0.0	0.123807296	Merger	16515545000.0	100	36	4.374735	4.374735	2	0	2217.1932949534453	4008.8683614056363
1484	221243	0.0	0.16674533	Merger	2712594700.0	100	36	2.7217798	2.7217798	1	23	121.96509744786773	126.19919168921392
1485	224781	0.0	0.3627307	Merger	1299671800.0	100	36	0.4821569	0.4821569	1	70	84.54772914963384	212.62228857286246
1486	226190	0.0	0.36659762	Merger	1648383700.0	100	36	1.9762183	1.9762183	1	83	200.810475862833	261.33339946512746
1487	226595	0.0	0.13163447	Merger	8307047400.0	100	36	7.89683	7.89683	1	13	460.1295472090098	704.7292654023021
1488	228492	0.0	0.23731615	Merger	18091278000.0	100	36	7.9852653	7.9852653	1	19	706.3117270651999	779.3256897871453
1489	231688	0.0	0.2078413	Merger	10646341000.0	100	36	7.524662	7.524662	2	0	2167.1596903971176	2461.6823924880014
1490	232987	0.0	0.23094831	Merger	17330362000.0	100	36	6.118195	6.118195	1	38	689.3672619653987	793.3184764103476
