	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
4606	437210	949339600.0	0.46315762	0.0	0	14136.32309510979	14399.494269716832	20	0
3026	335684	751119700.0	0.48344418	0.0	0	24887.3001400179	24915.483951524748	310894	0
5110	462612	388933820.0	0.09579823	0.0	0	15165.199581094254	15299.734889828922	450685	0
6212	514641	263811570.0	0.102848016	0.0	0	18211.474662652985	18258.81628073844	492687	0
6231	515368	318208420.0	0.13241377	0.0	0	9917.290295342627	9964.10941881781	508455	0
6828	542587	142588620.0	0.053373322	0.0	0	16675.703189724336	16713.363280649402	515104	0
2336	277034	4966967000.0	4.7403655	0.0	0	21509.287776889352	21562.952558294182	305028	0
7321	570378	149174260.0	0.043759085	0.0	0	19648.33854101243	19667.58463414261	448507	0
6109	509369	291392960.0	0.069211066	0.0	0	2863.341427130045	2888.2311563438643	458472	0
148	19216	639635700000.0	81.16015	0.0	0	19183.0172422017	19225.738255698252	0	3
1793	223412	368411620.0	0.1415581	0.0	0	19761.404176860022	19789.904142782034	289847	0
4454	428874	1327638300.0	0.940973	0.0	0	17238.405403440374	17401.361882738434	298720	0
5243	469052	557368400.0	0.39722684	0.0	0	18486.202886763775	18553.248296944188	462035	0
6220	514970	140054300.0	0.065193236	0.0	0	16468.68388857688	16638.107183153566	560737	0
6205	514381	331690000.0	0.13054389	0.0	0	3828.149525738595	3845.2889157425816	16	0
7814	612168	104349930.0	0.026337912	0.0	0	20791.31693741487	20924.20082806136	40474	0
7744	602889	91868890.0	0.02676391	0.0	0	17329.786542640104	17374.481742497905	40479	0
3988	401479	836814500.0	0.53648317	0.0	0	9661.41098473152	9763.234734781245	53807	0
6437	525053	122846590.0	0.11529351	0.0	0	17984.124682091224	17997.173644684444	79466	0
283	36667	116156890000.0	0.018987235	0.0	0	9683.780664449185	9773.189257222231	86527	0
1000	130981	863040960.0	0.15319908	0.0	0	17094.821590354666	17264.703331428944	96663	0
4309	421256	711928800.0	0.34380415	0.0	0	18981.260358318414	18995.138156847093	100597	0
1975	242313	192206290.0	0.16018336	0.0	0	18114.71808792662	18204.188738025678	103116	0
808	106689	112841310000.0	0.005063517	0.0	0	17468.1363358423	17534.108976368057	107818	0
854	112155	95466910000.0	12.116165	0.0	0	6827.042913813692	7018.513189901409	117427	0
3066	338638	1781642200.0	8.834817	0.0	0	14330.280771174226	14554.21943712388	119039	0
1547	196682	41161368000.0	7.2725797	0.0	0	7040.150211981397	7217.171237021684	128894	0
1002	131721	57403070000.0	0.00028503564	0.0	0	8466.723494057202	8642.243533798988	141561	0
4659	440168	434722850.0	0.14897107	0.0	0	17018.255466078394	17095.177800138496	146117	0
5383	475814	985927700.0	0.5273177	0.0	0	19688.2239311751	19702.802332752268	155307	0
1733	216973	1836697100.0	1.6604543	0.0	0	15907.675616264352	15909.216387901004	163767	0
2710	309257	112411944.0	0.05921561	0.0	0	15160.055435643033	15287.64553995774	176218	0
1239	160155	1327738400.0	2.6095738	0.0	0	20759.03077133736	20858.765111735767	178237	0
5744	492331	132909704.0	0.12401208	0.0	0	23150.803045516586	23194.489849076934	181171	0
2809	317285	1009500200.0	0.9312769	0.0	0	17273.914784118093	17293.482454262965	189279	0
2249	269576	8375165000.0	8.832383	0.0	0	22379.994141059633	22469.044985510653	199958	0
6977	550553	106470296.0	0.035380602	0.0	0	3531.230616811349	3562.248936605135	204186	0
1889	233777	18324080000.0	29.078152	0.0	0	23884.919925242106	23910.22382682136	209609	0
425	56389	23899850000.0	6.631509	0.0	0	3888.0438659312213	3928.681983507635	214022	0
705	91803	14949267000.0	3.951909	0.0	0	14948.436903452799	15088.335090998062	220743	0
2589	299376	2563484700.0	3.164774	0.0	0	10935.995983051525	10980.719384120835	221243	0
2433	285529	1402665600.0	0.817467	0.0	0	16395.590208413978	16575.05601678866	224781	0
3648	379640	1508295600.0	1.0910007	0.0	0	8167.5971826357945	8371.57579816252	226190	0
2631	302759	8427776500.0	4.6518693	0.0	0	13477.26275944075	13582.993432540718	226595	0
1955	240237	18961957000.0	12.18829	0.0	0	16054.080176882057	16140.81913977391	228492	0
2	2	11419859000.0	8.897133	0.0	5	212.3636523904648	478.2326784257235	231688	0
2021	247123	19033710000.0	18.335867	0.0	0	20013.171953404202	20029.46467306989	232987	0
6717	537560	118293816.0	0.040872265	0.0	0	14713.899958103137	14845.181579131435	238195	0
7607	590125	125388140.0	0.015473709	0.0	0	9767.570239726041	9950.659757434325	248642	0
286	36670	4533256700.0	0.3293023	0.0	0	9497.983999927153	9634.18469481593	252316	0
3983	401175	1489322500.0	0.90036356	0.0	0	15991.200767070337	16157.697918734562	255950	0
5466	479700	331656640.0	0.19159967	0.0	0	8900.093668109985	9090.00630340968	261786	0
2997	333327	3149081600.0	2.1823835	0.0	0	14525.230759113443	14556.092256653506	263848	0
1153	149157	85048830.0	0.014714595	0.0	0	7317.583639726061	7478.815330784943	263849	0
5846	496942	104361120.0	0.06601299	0.0	0	8940.044819822719	9122.147553243236	270798	0
2228	267317	10056773000.0	5.67852	0.0	0	17439.247918560202	17440.924525805567	279936	0
4771	445664	559124160.0	0.3690518	0.0	0	24755.431259768135	24789.532103836566	282434	0
3188	347943	2548717600.0	2.332438	0.0	0	15946.860935009736	16186.043091830423	282777	0
6730	538401	170342740.0	0.14446637	0.0	0	10095.608687394219	10171.120955172526	283496	0
1418	181793	2339927800.0	3.5292146	0.0	0	21538.031186783533	21551.852192922852	283724	0
4787	446548	765866300.0	0.35855222	0.0	0	6056.173395979054	6097.265393806296	286378	0
1687	211997	5038596000.0	3.394913	0.0	0	17975.749304677072	18020.042056851576	290127	0
1187	154469	5800231000.0	4.7353487	0.0	0	22044.625116732208	22080.996978476745	292746	0
4075	407249	1619484500.0	0.5676764	0.0	0	18628.981939489513	18642.511912251208	293767	0
4218	415909	1259722000.0	0.70661604	0.0	0	13310.666661517958	13378.840856164863	300905	0
1934	238191	1383987200.0	0.85976654	0.0	0	16006.281530828235	16109.527583403707	305132	0
2920	326755	4295832000.0	1.1685611	0.0	0	6060.877903575835	6223.213225178226	308406	0
2236	268158	5079990300.0	7.2327294	0.0	0	20291.371348085035	20409.14238407333	314023	0
428	56392	5891152400.0	17.2211	0.0	0	3947.5943055532566	3991.015732886765	317490	0
3273	354377	1028113340.0	1.0233909	0.0	0	21223.103607980214	21245.087804273026	324130	0
5920	500781	287435040.0	0.14627533	0.0	0	11662.035088337794	11839.283908189564	324336	0
4267	418933	723009300.0	0.07896141	0.0	0	18412.600757720575	18461.298534414556	325820	0
3538	372580	177861070.0	0.07211954	0.0	0	18905.756622605528	18981.72323637779	328150	0
6116	509853	122937430.0	0.05201021	0.0	0	15937.583688146384	15972.048076759873	330738	0
2601	300223	720325600.0	0.21893883	0.0	0	15030.793611920973	15171.692989552848	336072	0
4849	449593	1104906900.0	0.83656967	0.0	0	4944.799908710185	5122.198836418522	344097	0
5590	485560	302503650.0	0.23572163	0.0	0	20013.976031615482	20111.586119507087	350412	0
2735	310895	500563680.0	0.31562006	0.0	0	23170.95138107885	23211.717314422815	359402	0
6366	521792	141558600.0	0.040645942	0.0	0	8548.685497444945	8557.969029437105	364414	0
4944	454009	407896320.0	0.33138138	0.0	0	14551.232848457266	14578.271825261663	365184	0
3448	367164	689846140.0	0.43884465	0.0	0	8412.086869441584	8539.898104656782	366850	0
1771	221244	957709250.0	0.41617224	0.0	0	14337.191435417299	14354.621550402147	370064	0
4124	410250	950918140.0	0.6831806	0.0	0	21595.491403549488	21641.35873601265	376129	0
7615	590730	149497810.0	0.021024218	0.0	0	14062.527371797374	14099.053194452501	376439	0
3171	346474	1191467000.0	0.9776615	0.0	0	15714.310399224907	15760.982024899566	376624	0
7494	582068	108484090.0	0.038550876	0.0	0	13060.116226839982	13132.963134419493	379706	0
3786	388686	1219094100.0	0.80316985	0.0	0	11932.060801958523	12143.02099550016	381607	0
3317	357546	1675915600.0	1.3741715	0.0	0	5499.751662987305	5502.660149893801	382951	0
6335	520462	208332400.0	0.06272113	0.0	0	19198.025154492007	19223.097254381202	386622	0
995	129692	332331070.0	0.18570967	0.0	0	6494.507528605613	6713.316311515639	388099	0
4592	436281	765529900.0	0.44220704	0.0	0	23201.910180241226	23225.014256859966	389632	0
6547	529986	190588240.0	0.031225864	0.0	0	17520.70733682777	17521.426213110615	391395	0
6357	521374	391079520.0	0.1779083	0.0	0	20441.733751109376	20455.566576649177	392989	0
5178	466022	770221400.0	0.4329279	0.0	0	16153.59272659982	16204.57850840171	394323	0
3932	398107	746520060.0	0.6212039	0.0	0	18634.181724161183	18635.507225634152	397044	0
4121	410103	356163700.0	0.19770299	0.0	2	1685.7117238460141	1811.3420812232223	400660	0
5072	460695	774242750.0	0.3907654	0.0	0	21906.57890690698	21913.26746118187	406945	0
6191	513680	301934820.0	0.09258819	0.0	0	17034.13316198575	17037.162859611508	410021	0
1266	163186	164293540.0	0.019025328	0.0	0	18447.145497154706	18543.98521022198	413790	0
5815	495622	396428100.0	0.20147137	0.0	0	18990.210603383257	18992.09244475633	414985	0
5845	496916	387885150.0	0.15187027	0.0	0	19109.250240943336	19128.428787403453	420194	0
6067	507405	367711580.0	0.22535373	0.0	0	13850.514543980744	13890.558650690233	420988	0
1042	135717	91459944.0	0.0064460593	0.0	0	17030.93194641996	17080.799096761166	422134	0
4123	410159	692248500.0	0.2743595	0.0	0	20458.131103923908	20541.780327274566	424964	0
4645	439394	699693250.0	0.13883899	0.0	0	20568.42861313166	20671.839147672537	426011	0
4601	436928	632255940.0	0.5407702	0.0	0	21046.860650597424	21060.81920121598	428390	0
