	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
740	350830	0.1554933099999988	1.1298144	Descendant	161680660.0	1001	33	0.10607581	0.10607581	0	108	75.48487911691487	120.87779633028747
741	445102	-0.16280712	0.72960395	first_progenitor	291010100.0	2	33	0.2275432	0.2275432	0	47	132.57940947496888	178.13913636096132
742	23	0.445648935869011	1.0392807	Descendant	485372450.0	1000	33	6.4199862	6.4199862	99	318	7.2759166975430665	14.426046606199662
743	115247	0.445648935869011	0.13755308	Descendant	80940980000.0	1000	33	6.032535	6.032535	0	8	665.1585892763314	740.9423263104052
744	248313	0.445648935869011	0.136654	Descendant	833101700.0	1000	33	0.8321932	0.8321932	0	84	115.35351401892366	143.24509781024835
745	248314	0.445648935869011	0.39478663	Descendant	123995864.0	1000	33	0.09471898	0.09471898	0	217	38.00347730640899	70.34761605490837
746	270111	0.445648935869011	0.69929516	Descendant	1702738700.0	1000	33	0.920433	0.920433	0	68	47.3918529287475	229.6045232697211
747	315322	0.445648935869011	0.38771084	Descendant	1495727100.0	1000	33	1.397427	1.397427	1	34	259.16429207036	483.91469852768876
748	390426	0.445648935869011	0.17984481	Descendant	422396600.0	1000	33	0.118690304	0.118690304	0	37	185.83566725264606	244.99048120593537
749	464949	0.445648935869011	0.118209645	Descendant	91247650.0	1000	33	0.07394146	0.07394146	0	351	8.433797238289504	422.5124418272883
750	402540	0.3039515499999989	0.21543607	Descendant	101163070.0	1000	33	0.13879175	0.13879175	0	428	9.756060867510945	11.131633248043038
751	472715	0.3039515499999989	0.107823886	Descendant	360775260.0	1000	33	0.10478825	0.10478825	0	61	269.6549139782979	345.34950425830465
752	149567	0.1554933099999988	0.3158445	Descendant	291489920.0	1000	33	0.13573846	0.13573846	1	345	17.308504680833472	25.075027576321276
753	210167	0.1554933099999988	0.16134802	Descendant	116356250.0	1000	33	0.026426043	0.026426043	0	83	21.600827230687013	29.11139683845324
754	216814	0.1554933099999988	0.14136802	Descendant	18355139000.0	1000	33	14.120837	14.120837	0	18	862.0036294196872	1122.8072838208438
755	418493	0.1554933099999988	0.16525246	Descendant	185145940.0	1000	33	0.0770798	0.0770798	0	101	51.29129382286939	297.90980877036856
756	441375	0.1554933099999988	0.32185736	Descendant	195715950.0	1000	33	0.20927143	0.20927143	0	17	11.429216688566695	522.283449471196
757	20	0.0	0.183354	Merger	163952400.0	100	33	0.044519976	0.044519976	2	526	74.24383906420286	79.57395831466931
759	8068	0.0	0.310984	Merger	487321200000.0	100	33	133.62837	133.62837	1	8	1251.07714620516	1302.6466062150355
761	21563	0.0	0.22578448	Merger	576459000.0	100	33	0.43065658	0.43065658	2	153	46.502931558268806	72.52233694470533
762	29444	0.0	0.1925584	Merger	2239364400.0	100	33	2.1827118	2.1827118	1	63	140.57604112863677	211.38806426170876
763	48457	0.0	0.36582932	Merger	317182480000.0	100	33	15.122195	15.122195	1	0	2445.1651292482634	3183.030641983499
764	48459	0.0	0.19369294	Merger	459051520.0	100	33	0.28017864	0.28017864	1	103	93.91946777556704	103.9880427384306
765	55106	0.0	0.13038121	Merger	164207250000.0	100	33	50.70876	50.70876	1	2	36.70600476938063	443.66729141871537
766	59079	0.0	0.21953592	Merger	617381500.0	100	33	0.73469514	0.73469514	2	74	29.72949647427543	47.07271537349039
767	66743	0.0	0.24509399	Merger	166510230000.0	100	33	0.016306784	0.016306784	1	1	1392.2074362998217	2344.8123735009503
768	68184	0.0	0.282336	Merger	84964940.0	100	33	0.01576088	0.01576088	1	766	37.273623739026796	82.74874397794639
769	69828	0.0	0.2399242	Merger	45737435000.0	100	33	52.15996	52.15996	1	13	34.07473674141159	74.44626343278082
