	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
2179	239295	2598497300.0	2.1281888	0.0	0	5961.4246326984385	5995.526791325406	23	0
498	67798	103433130000.0	53.063457	0.0	0	17515.115279154303	17612.029366530038	7392	0
138	19160	250064290000.0	43.72065	0.0	0	19813.3180471791	20244.95100367369	30313	0
2612	272099	1131483900.0	0.6611259	0.0	2	1791.9116979619937	1888.1385647857185	30315	0
6458	485602	124126130.0	0.06068063	0.0	0	19022.685158057087	19116.052343201867	34834	0
6247	473600	91033650.0	0.085474156	0.0	0	18827.52066329009	18933.517028545	34835	0
1249	155135	17859244000.0	13.022285	0.0	0	10053.790114207528	10156.445642813253	58320	0
2271	247345	4943332000.0	4.8389673	0.0	0	18087.270777849375	18173.38884458634	64532	0
758	101373	58985406000.0	22.178505	0.0	0	12006.091045746347	12047.90180963995	74878	0
601	80032	15109084000.0	13.89219	0.0	0	10409.439731540004	10505.765167775178	75569	0
964	124967	27583764000.0	20.81799	0.0	0	23405.215534760235	23505.7510665069	76447	0
2635	273867	1001351230.0	1.4277011	0.0	0	18760.5740170668	18854.09869252068	87267	0
443	60695	36425070000.0	52.652596	0.0	0	5621.789959875862	5674.636106974492	89227	0
102	13678	2591938300.0	2.339504	0.0	0	2748.7497201440206	2784.827412722531	89228	0
5585	439002	265615710.0	0.0682556	0.0	0	5168.598898923275	5220.394386703713	89230	0
876	114543	43477877000.0	26.08327	0.0	0	10298.547423860828	10388.357603717142	93675	0
278	37584	4877563000.0	7.627281	0.0	0	22068.153652952322	22144.317464388932	94982	0
1491	179398	6563408400.0	9.480333	0.0	0	13358.890719740288	13453.748182735915	99693	0
218	30314	37938225000.0	39.68628	0.0	0	13683.641895952936	13800.132869770547	102794	0
229	30327	91484904.0	0.019572718	0.0	0	13696.968509342227	13811.657858103157	115247	0
29	29	931371200.0	0.2120622	0.0	6	114.2081260894849	141.06527317529302	116859	0
925	120166	27620714000.0	17.862524	0.0	0	16827.127927394624	16913.03306671434	127041	0
557	75573	1335858700.0	2.7996187	0.0	0	17193.695890342206	17289.854540405795	135568	0
1301	160465	625485200.0	0.2389075	0.0	0	12730.644433929112	12767.378174501566	135570	0
3730	344437	421466100.0	0.3916759	0.0	0	17343.75336821187	17430.794487760373	145637	0
1794	207249	3678317600.0	5.247904	0.0	0	4353.404922483984	4396.985525895263	149391	0
1393	169475	14374983000.0	12.149824	0.0	0	13560.652679164607	13605.296740693979	150544	0
3064	304268	267465060.0	0.17686665	0.0	0	19405.340682117043	19508.050172682928	153300	0
6505	488704	96060190.0	0.06038063	0.0	0	14560.582332588296	14595.913232039597	153922	0
575	77171	10335265000.0	6.8815894	0.0	0	14352.000288043419	14438.88983448204	155360	0
6659	500467	98948510.0	0.15801565	0.0	0	23986.636212783054	24087.080116364705	159184	0
4266	372799	356827330.0	0.2154228	0.0	0	16654.78066021279	16743.72854158805	159483	0
3962	357393	422804320.0	0.17039074	0.0	0	21577.587658288394	21677.30588769535	164333	0
