	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
258	413251	0.141697385869012	0.10694458	Descendant	342445860.0	1001	31	0.43677405	0.43677405	0	54	133.1066030831585	247.78294900773162
259	471609	0.0	0.14671372	Merger	91069840.0	101	31	0.08919441	0.08919441	1	687	229.21129211024385	259.15152667340584
260	418894	-0.14845824	0.58399564	first_progenitor	431567970.0	2	31	0.18116137	0.18116137	0	68	312.0666039162802	460.56231369280874
261	408055	-0.14845824	0.15251638	first_progenitor	178668770.0	2	31	0.12299635	0.12299635	0	226	159.00068997991332	250.00721751141754
262	23	0.141697385869012	1.0392807	Descendant	2655052800.0	1000	31	1.3595936	1.3595936	0	112	7.054939834373837	7.9224414479107415
263	164333	0.141697385869012	0.12213705	Descendant	22829558000.0	1000	31	14.866226	14.866226	0	10	548.0491547151183	888.8295050078524
264	441467	0.141697385869012	0.13801931	Descendant	221144750.0	1000	31	0.20358092	0.20358092	0	132	3.8026589287516894	321.8369486450244
265	473843	0.141697385869012	1.095739	Descendant	129786960.0	1000	31	0.08032887	0.08032887	0	419	76.4670546897036	270.40937119989866
266	7472	0.0	0.24956362	Merger	4506373000.0	100	31	4.1503267	4.1503267	1	70	109.8995130300402	119.44107057713906
268	19563	0.0	0.9779163	Merger	365211140.0	100	31	0.45139506	0.45139506	1	185	0.7780908459967012	140.30884318702815
269	35775	0.0	0.12449728	Merger	236143950000.0	100	31	0.7174549	0.7174549	1	3	115.9139416254967	1348.9234042622213
270	35777	0.0	0.21112181	Merger	1334762500.0	100	31	1.9430553	1.9430553	3	71	127.49131975055549	173.33532557951065
271	50623	0.0	1.4891163	Merger	1016065860.0	100	31	0.9889092	0.9889092	1	211	80.3388522412591	80.47290462927319
272	56503	0.0	0.1475379	Merger	89561460.0	100	31	0.047396436	0.047396436	1	211	64.38678062964608	75.65814519081732
273	62225	0.0	0.12712137	Merger	8836766000.0	100	31	6.053088	6.053088	1	81	115.57319410085277	115.85019371693188
275	63761	0.0	0.1836223	Merger	61894670000.0	100	31	38.4648	38.4648	1	4	230.53200178951113	521.2252642038666
276	63762	0.0	0.16812871	Merger	11777011000.0	100	31	18.595978	18.595978	2	17	179.55862167989469	230.53200178951113
277	69149	0.0	0.23866051	Merger	12846882000.0	100	31	28.311357	28.311357	1	33	235.91367468367497	246.9506004796085
278	69162	0.0	0.107867785	Merger	344332960.0	100	31	0.21671838	0.21671838	1	240	31.345407419555062	31.686174872787994
