	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
263	24	0.3190291899999993	0.60079753	Descendant	16200398000.0	1000	70	0.052265313	0.052265313	0	126	414.660572414356	426.69338087274514
264	606637	0.3190291899999993	0.26538363	Descendant	622277570.0	1000	70	0.29842368	0.29842368	0	3	318.88219006945496	1702.2809615412255
265	0	0.0	0.1764896	Merger	2221113600000.0	100	70	225.12093	225.12093	1	3	272.85777647656096	1119.1686570116162
267	118281	0.0	1.3004289	Merger	25205700000.0	100	70	0.69277793	0.69277793	3	18	122.47539232589584	256.4830259262402
268	189846	0.0	0.1055484	Merger	2178371300.0	100	70	0.94625354	0.94625354	1	38	10.01876153082348	33.72444215281168
269	285051	0.0	0.47044626	Merger	61736505000.0	100	70	0.22780742	0.22780742	1	3	352.9632047587721	1759.7108290221095
270	286769	0.0	1.0076901	Merger	885811300.0	100	70	0.49434876	0.49434876	1	74	10.608704684714167	16.729549476103262
271	289898	0.0	0.86353755	Merger	1170132900.0	100	70	0.5060472	0.5060472	1	66	26.18302108665629	48.54324883110494
272	317576	0.0	0.13944428	Merger	72586445000.0	100	70	10.415252	10.415252	1	3	82.62745029314793	1609.1312006332587
273	346548	0.0	0.92019916	Merger	1737286900.0	100	70	1.0283796	1.0283796	1	26	13.033890751368011	20.033906708545267
274	371885	0.0	1.2354707	Merger	1784534700.0	100	70	2.1869354	2.1869354	1	19	11.42655751432955	399.04158370285404
275	372920	0.0	0.7746189	Merger	2377930200.0	100	70	1.456845	1.456845	1	16	3.2817811948485476	8.851123791366561
276	378928	0.0	0.13822024	Merger	20725613000.0	100	70	2.8508012	2.8508012	1	26	18.667344364276257	466.9775120294618
277	434886	0.0	0.14863278	Merger	2383058700.0	100	70	0.44672883	0.44672883	1	14	346.94486073779314	443.1355814840155
278	441204	0.0	0.11047449	Merger	10330760000.0	100	70	1.3230213	1.3230213	1	4	108.56797779900897	1092.1990634993683
279	458583	0.0	0.70129776	Merger	444085920.0	100	70	0.057157177	0.057157177	1	48	129.9488008431928	279.9787715623277
280	459827	0.0	0.40380546	Merger	19683050000.0	100	70	1.1435721	1.1435721	1	2	1909.6455000781125	1998.6720699099196
281	461094	0.0	0.19281445	Merger	8218557000.0	100	70	0.7090852	0.7090852	1	9	215.90419652667092	810.1526639010166
282	463865	0.0	0.27808303	Merger	2407306500.0	100	70	0.37656716	0.37656716	1	7	346.26302629029516	373.2287148336075
283	495613	0.0	0.24732351	Merger	9897425000.0	100	70	1.5354449	1.5354449	1	3	919.1074547557922	1026.056226798135
284	499476	0.0	0.13458826	Merger	11618692000.0	100	70	3.1317067	3.1317067	1	5	306.15015108240516	1245.742296779122
285	505306	0.0	0.17639576	Merger	143447790.0	100	70	0.035409447	0.035409447	1	83	93.72069227329912	101.59980095653845
286	511114	0.0	0.24763745	Merger	5790946300.0	100	70	1.3050427	1.3050427	1	1	1462.262223933974	2382.896580040777
287	525446	0.0	0.15517022	Merger	5319096300.0	100	70	1.4313871	1.4313871	1	2	1479.6702557008414	1827.121140716855
288	540850	0.0	0.13435835	Merger	1606099700.0	100	70	0.50579786	0.50579786	1	7	40.77714567313832	866.118593948405
289	551917	0.0	0.22842799	Merger	2039687200.0	100	70	0.4271011	0.4271011	1	0	2547.848586196727	2651.58665978668
290	557400	0.0	0.13861199	Merger	1446314500.0	100	70	0.09450434	0.09450434	2	8	105.99263269124724	867.236189916481
291	557919	0.0	0.16289699	Merger	166693660.0	100	70	0.058613293	0.058613293	1	32	16.717843600389173	147.74444354422454
292	562361	0.0	0.26245838	Merger	2832815600.0	100	70	0.11536845	0.11536845	2	10	756.3669207960149	1015.574072960572
293	580025	0.0	0.13820301	Merger	419253380.0	100	70	0.23826109	0.23826109	1	9	31.41019757358931	404.1117996786624
294	580423	0.0	0.13425067	Merger	1156785400.0	100	70	0.16386907	0.16386907	1	13	491.5933417401883	499.88124108960454
295	597185	0.0	0.1408805	Merger	1115564200.0	100	70	0.49340373	0.49340373	1	3	429.61585927373284	563.7741313649495
296	607835	0.0	0.35681397	Merger	192352290.0	100	70	0.041013647	0.041013647	1	13	29.674003994667196	785.1136914069828
297	611756	0.0	0.10918931	Merger	418422530.0	100	70	0.09633765	0.09633765	2	21	22.93277854795745	491.9696591709088
298	614078	0.0	0.33474788	Merger	415443420.0	100	70	0.29068735	0.29068735	1	2	1462.3883624573891	1557.3681563655698
299	626801	0.0	0.28831524	Merger	355696000.0	100	70	0.060552035	0.060552035	1	1	1199.3870646063274	2386.06929445081
300	628881	0.0	0.23742715	Merger	504494750.0	100	70	0.06602397	0.06602397	1	87	249.97775555580102	282.6446514635526
301	638308	0.0	0.3899381	Merger	236497660.0	100	70	0.07834963	0.07834963	1	30	368.6535973510376	406.3600252366586
302	638682	0.0	0.44239354	Merger	298416350.0	100	70	0.015938386	0.015938386	1	27	506.60284436762777	516.223863769906
303	659523	0.0	0.12582257	Merger	265034260.0	100	70	0.032855906	0.032855906	1	1	876.6590958032898	2179.5885166778157
304	659900	0.0	0.19027781	Merger	242979680.0	100	70	0.051520195	0.051520195	1	3	758.2307509803193	782.587424273496
305	670068	0.0	0.2728648	Merger	93859410.0	100	70	0.027912728	0.027912728	2	103	400.76245757012896	632.0230949262356
306	687434	0.0	1.2369988	Merger	139639660.0	100	70	0.027149215	0.027149215	2	113	235.04622000255318	259.56225553774095
307	702248	0.0	0.25426552	Merger	119400616.0	100	70	0.0075214575	0.0075214575	1	15	220.59123142991993	248.0442594355012
308	702393	0.0	0.3053144	Merger	137806620.0	100	70	0.032572385	0.032572385	2	16	247.68109958227677	428.3379058592394
309	721764	0.0	0.11553202	Merger	84174710.0	100	70	0.013301513	0.013301513	1	14	338.0674275660451	419.0862323455156
310	734081	0.0	0.21159892	Merger	98543520.0	100	70	0.0095083	0.0095083	1	114	376.79906635189735	492.8187591409741
