	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
200	648144	0.4695907400000001	0.15703513	Descendant	647011800.0	1000	69	0.14598908	0.14598908	0	19	379.883510682604	765.7624966670289
201	691717	0.4695907400000001	0.28785595	Descendant	238879260.0	1000	69	0.10925962	0.10925962	0	1	1477.0853203401969	2262.8413821707845
202	667022	0.3150573200000002	0.41815504	Descendant	595883800.0	1000	69	0.14027406	0.14027406	0	26	1260.1278918160842	1380.3050727107004
203	676375	0.3150573200000002	0.10739115	Descendant	142146270.0	1000	69	0.026842479	0.026842479	0	11	1084.1738757609962	1118.4731928132394
204	24	0.1585241399999999	0.60079753	Descendant	42978038000.0	1000	69	60.063236	60.063236	0	79	9.48747968314287	11.804306725737767
207	116561	0.0	0.10112673	Merger	1003012360000.0	100	69	31.97729	31.97729	1	1	327.9358685971945	6066.10541360935
208	177883	0.0	1.2463099	Merger	7268994000.0	100	69	5.3697205	5.3697205	1	48	22.88589795424329	28.206133676733412
209	212955	0.0	0.89069307	Merger	1026105860.0	100	69	0.16857721	0.16857721	1	63	26.445235582011495	53.155070566844316
210	248454	0.0	0.26377204	Merger	128276930.0	100	69	0.011161593	0.011161593	1	78	70.89393859535586	75.79425127736364
211	287473	0.0	2.672953	Merger	1227420800.0	100	69	1.0544682	1.0544682	1	68	16.828051470956854	37.9072199191716
212	288721	0.0	1.0956372	Merger	207788020000.0	100	69	1.0872055	1.0872055	1	6	775.3722719636888	950.340904314257
213	343383	0.0	1.0553666	Merger	1262132700.0	100	69	0.640717	0.640717	1	28	8.355164958388634	8.867013187288713
214	358232	0.0	2.2514555	Merger	807792830.0	100	69	0.73161525	0.73161525	1	28	7.327793977450051	25.032314534095878
215	360933	0.0	0.23860116	Merger	84883055000.0	100	69	7.6409273	7.6409273	1	0	2183.5920277826926	2257.669653597454
216	385009	0.0	1.867197	Merger	251768670.0	100	69	0.27962446	0.27962446	1	35	4.424989379342783	12.276816891185998
217	469953	0.0	9.394161	Merger	4993142300.0	100	69	1.0413098	1.0413098	1	8	256.9704267330368	891.1190791216223
218	471098	0.0	0.2050208	Merger	89679800.0	100	69	0.026243316	0.026243316	2	28	64.08115610645098	100.57139299571207
219	488291	0.0	0.23299599	Merger	3918402300.0	100	69	1.1223409	1.1223409	1	10	32.76982518217575	388.47048839109254
220	491423	0.0	0.21532302	Merger	9626592000.0	100	69	4.420019	4.420019	2	14	704.1906456043034	859.8188708848854
221	498998	0.0	0.11956576	Merger	8837687000.0	100	69	0.9785439	0.9785439	1	2	993.7564220822895	1985.630810028455
222	522968	0.0	0.13273638	Merger	5514212000.0	100	69	0.4136648	0.4136648	1	5	781.1356929216901	1097.6273598055825
223	527632	0.0	0.409353	Merger	807308600.0	100	69	0.14386383	0.14386383	1	27	18.8181950108481	20.104622980954595
224	536086	0.0	0.2360649	Merger	254700640.0	100	69	0.11447043	0.11447043	1	69	38.39061628792098	41.209900472855324
