	Subfind_ID	t-t_merg	q	Type	mass	int_type	center	sfr	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2
162	24	0.0	0.60079753	Merger	2847012000.0	100	68	2.8775504	2.8775504	1.0	111	57.43561507517958	215.59950711236795
164	147701	0.0	0.13193527	Merger	326487100000.0	100	68	19.994501	19.994501	1.0	3	780.1062082799655	960.6031248333283
165	218262	0.0	0.3658899	Merger	529467870000.0	100	68	1.5428095	1.5428095	1.0	2	1304.318747566445	1906.8098810956085
166	244515	0.0	2.3635895	Merger	1470178600.0	100	68	0.7543234	0.7543234	1.0	26	15.60573774280646	28.88199291187752
167	268625	0.0	1.184205	Merger	212784680000.0	100	68	1.0675248	1.0675248	1.0	9	758.1611763930676	758.8545783031565
168	282079	0.0	0.2899481	Merger	17839510000.0	100	68	2.278643	2.278643	1.0	0	2638.6061762512427	3337.130901456425
169	294368	0.0	0.24496646	Merger	654192960.0	100	68	1.0974898	1.0974898	1.0	75	18.623118076643248	25.18017532088676
170	315674	0.0	0.22097273	Merger	105805240000.0	100	68	0.09049811	0.09049811	1.0	1	78.4580313721017	2126.711877891808
171	322553	0.0	0.4450548	Merger	6233798000.0	100	68	2.5390842	2.5390842	1.0	18	6.69681215113311	12.841523856508049
172	451903	0.0	2.1768057	Merger	6493164000.0	100	68	1.1080812	1.1080812	1.0	17	94.31296276092739	545.852373740757
173	452252	0.0	0.55898476	Merger	12152071000.0	100	68	6.4650593	6.4650593	1.0	27	6.346142277736788	39.249149313553346
174	452253	0.0	1.5849166	Merger	202801940.0	100	68	0.03889569	0.03889569	1.0	190	136.69281101752054	136.85432428624065
175	457292	0.0	0.3847551	Merger	12287206000.0	100	68	1.2789469	1.2789469	1.0	0	2028.7640298831254	2058.2359750609703
176	478828	0.0	0.25297436	Merger	11337752000.0	100	68	0.9305938	0.9305938	1.0	7	456.5258220470206	629.7282714537603
177	516745	0.0	0.49411857	Merger	2277962500.0	100	68	0.5637137	0.5637137	1.0	13	426.6867827744241	473.15586987691677
178	545539	0.0	0.16288158	Merger	2799295500.0	100	68	0.33589402	0.33589402	1.0	16	682.0994152830459	788.1526904882821
179	577428	0.0	1.1384157	Merger	259865390.0	100	68	0.091648325	0.091648325	2.0	14	5.408785962866662	464.32208021049803
180	589174	0.0	0.23862709	Merger	162696180.0	100	68	0.012188986	0.012188986	1.0	14	127.22406345889216	637.9255645751813
181	596987	0.0	0.12402351	Merger	175867680.0	100	68	0.07594906	0.07594906	1.0	5	33.74122400681084	868.5529213470585
182	606637	0.0	0.26538363	Merger	506466000.0	100	68	0.116205275	0.116205275	1.0	2	1167.6876615918331	1950.8769883148705
183	614353	0.0	0.33318847	Merger	286180400.0	100	68	0.08786236	0.08786236	1.0	54	668.6539053563229	713.7749253908711
184	615571	0.0	0.13906501	Merger	463521300.0	100	68	0.0127420835	0.0127420835	1.0	6	1002.6721698196077	1110.409962945766
185	625101	0.0	0.11814509	Merger	476413150.0	100	68	0.08989781	0.08989781	1.0	2	1386.015400645858	1923.570310994888
186	640868	0.0	0.15916535	Merger	198078860.0	100	68	0.063664965	0.063664965	1.0	13	212.96235717831942	573.8848110293118
187	644791	0.0	0.90532047	Merger	509539680.0	100	68	0.04209346	0.04209346	1.0	52	704.6314027162457	733.5367458341917
188	650111	0.0	0.47726405	Merger	143007330.0	100	68	0.12975998	0.12975998	3.0	21	425.15706789260946	856.8189040207269
189	651013	0.0	0.16611612	Merger	315267840.0	100	68	0.06722883	0.06722883	1.0	38	335.2678824082157	407.460880543855
190	653940	0.0	0.29926443	Merger	212634600.0	100	68	0.064551026	0.064551026	1.0	9	750.4400581861927	804.7037011574151
191	655515	0.0	0.11117923	Merger	204667980.0	100	68	0.022427144	0.022427144	1.0	6	315.96450792599506	902.8676950486331
192	667902	0.0	0.51565295	Merger	98047704.0	100	68	0.044794515	0.044794515	1.0	6	1250.7877436374079	1405.872361186986
193	673315	0.0	0.11840239	Merger	135205340.0	100	68	0.024806898	0.024806898	1.0	25	26.74026887161057	355.74395028212695
194	677068	0.0	0.25107032	Merger	110887050.0	100	68	0.028688107	0.028688107	1.0	0	2302.123742862769	2370.101175996811
195	601467	-0.1585241399999999	0.26181972	next_progenitor	819870800.0	10	68	0.1821951	0.1821951	0.0	27	708.6400380079953	739.2825579962896
196	0	-0.3190291899999993	0.1764896	first_progenitor	1905738400000.0	1	68	262.36307	262.36307	0.0	3	451.9349119602115	1267.6267738890267
198	338730	-0.3190291899999993	0.92019916	first_progenitor	1026415800.0	1	68	1.1358905	1.1358905	0.0	33	10.718804946152172	13.541872680475318
199	360258	-0.3190291899999993	1.2354707	first_progenitor	967677000.0	1	68	1.7546927	1.7546927	0.0	26	15.851326766041808	193.0012155676293
