	index	Subfind_ID	t-t_merg	q	Type	mass	int_type	center
0	8	55	0.4925552878134107	0.98882407	Descendant	796731200.0	1000	59
1	9	61	0.4925552878134107	0.98734725	Descendant	1795666300.0	1000	59
2	119	599555	0.31657899	0.5351219	Descendant	122668880.0	1000	59
3	138	198	0.1822481600000003	0.8074189	Descendant	212280820.0	1000	59
4	201	637895	0.1822481600000003	0.13793981	Descendant	189172460.0	1000	59
5	213	28	0.0	0.21584868	Merger	17560779000.0	100	59
6	214	63	0.0	0.9099219	Merger	5145704400.0	100	59
7	215	48195	0.0	1.6921146	Merger	76615580000.0	100	59
8	216	69851	0.0	0.8209507	Merger	1169901300.0	100	59
9	217	95241	0.0	0.12836683	Merger	11837707000.0	100	59
10	218	181455	0.0	0.49858567	Merger	2322389800.0	100	59
11	219	184884	0.0	0.23344274	Merger	167124540.0	100	59
12	220	206048	0.0	0.41241127	Merger	487094270.0	100	59
13	221	241194	0.0	0.3509257	Merger	182066170000.0	100	59
14	222	256990	0.0	0.12139562	Merger	133027576.0	100	59
15	223	264368	0.0	0.38542032	Merger	102901190000.0	100	59
16	224	270265	0.0	1.4872981	Merger	689177200.0	100	59
17	225	272860	0.0	0.45392564	Merger	5084405000.0	100	59
18	226	284826	0.0	0.39251012	Merger	51492168000.0	100	59
19	227	301104	0.0	0.12944584	Merger	5514407000.0	100	59
20	228	321631	0.0	0.16978051	Merger	421319680.0	100	59
21	229	350680	0.0	0.48839775	Merger	571575900.0	100	59
22	230	354712	0.0	0.40449166	Merger	255271070.0	100	59
23	231	393993	0.0	0.25678483	Merger	19446137000.0	100	59
24	232	400474	0.0	0.54318273	Merger	17865409000.0	100	59
25	233	425665	0.0	0.13938949	Merger	6940598300.0	100	59
26	234	426770	0.0	0.3122706	Merger	435267140.0	100	59
27	235	430557	0.0	0.19565602	Merger	163579550.0	100	59
28	236	467728	0.0	0.37136504	Merger	4091527000.0	100	59
29	237	507060	0.0	0.19535747	Merger	338486100.0	100	59
30	238	510375	0.0	0.9164569	Merger	3225444400.0	100	59
31	239	535252	0.0	0.15726034	Merger	548881900.0	100	59
32	240	538699	0.0	0.121315986	Merger	756610100.0	100	59
33	241	550486	0.0	0.22629012	Merger	816292400.0	100	59
34	242	557068	0.0	0.13870259	Merger	654544600.0	100	59
35	243	558392	0.0	0.11737759	Merger	584851260.0	100	59
36	244	562936	0.0	0.21612404	Merger	1318726400.0	100	59
37	245	564470	0.0	0.5263708	Merger	225980860.0	100	59
38	246	565037	0.0	0.5079025	Merger	217816880.0	100	59
39	247	568357	0.0	0.42972824	Merger	140235260.0	100	59
40	248	571859	0.0	0.1269927	Merger	253576930.0	100	59
41	249	574579	0.0	1.4419006	Merger	480309950.0	100	59
42	250	579938	0.0	0.14309436	Merger	733670140.0	100	59
43	251	584374	0.0	0.26688507	Merger	390638460.0	100	59
44	252	584774	0.0	0.25936633	Merger	196859500.0	100	59
45	253	585734	0.0	0.13596052	Merger	601771300.0	100	59
46	254	586123	0.0	0.12497591	Merger	444724830.0	100	59
47	255	589119	0.0	0.28612697	Merger	135270270.0	100	59
48	256	603357	0.0	0.14641194	Merger	252916290.0	100	59
49	257	609882	0.0	0.16856351	Merger	169192320.0	100	59
50	258	615802	0.0	0.42979988	Merger	269467940.0	100	59
51	259	615959	0.0	0.4491788	Merger	274391360.0	100	59
52	260	617756	0.0	0.10772596	Merger	226508720.0	100	59
53	261	618721	0.0	0.10314459	Merger	300519550.0	100	59
54	262	621056	0.0	0.15491426	Merger	193520780.0	100	59
55	263	628583	0.0	0.3471172	Merger	198726000.0	100	59
56	264	628953	0.0	0.34664002	Merger	373079840.0	100	59
57	265	631646	0.0	0.6666211	Merger	176923950.0	100	59
58	266	639189	0.0	1.1740551	Merger	247782400.0	100	59
59	267	641538	0.0	0.108690076	Merger	90010184.0	100	59
60	268	641603	0.0	0.15551715	Merger	121964980.0	100	59
61	269	644689	0.0	0.26277858	Merger	115822680.0	100	59
62	270	645985	0.0	1.4586376	Merger	170601280.0	100	59
63	271	654193	0.0	0.30522302	Merger	165297250.0	100	59
64	272	660140	0.0	0.44372633	Merger	101021120.0	100	59
65	273	670782	0.0	0.2952636	Merger	89857150.0	100	59
66	303	296539	-0.1390458799999994	0.4519644	first_progenitor	124753400.0	1	59
67	305	329128	-0.1390458799999994	0.1863316	first_progenitor	31009489000.0	1	59
68	306	329131	-0.1390458799999994	0.1863316	next_progenitor	168016240.0	10	59
69	374	584492	-0.1390458799999994	0.15262952	next_progenitor	1439749100.0	10	59
70	429	427264	-0.3275906599999993	0.5096129	first_progenitor	265486160.0	1	59
71	431	454159	-0.3275906599999993	0.13823538	first_progenitor	15230608000.0	1	59
72	433	446127	-0.3275906599999993	0.14576833	first_progenitor	6570546700.0	1	59
73	434	446128	-0.3275906599999993	0.14576833	next_progenitor	1743045400.0	10	59
74	480	626257	-0.3275906599999993	0.22947901	first_progenitor	265429630.0	1	59
75	483	632805	-0.3275906599999993	0.12532711	next_progenitor	311418020.0	10	59
76	499	3	-0.4713629178168759	0.13042818	first_progenitor	137631300000.0	1	59
77	500	26	-0.4713629178168759	0.13042818	next_progenitor	11721713000.0	10	59
78	501	36	-0.4713629178168759	0.11777298	first_progenitor	6847761400.0	1	59
79	570	520096	-0.4713629178168759	0.19901137	next_progenitor	4233798000.0	10	59
