	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
560	81473	5446724000.0	0.09694086	0.0	0	18471.30114186286	18517.06680812308	55	0
4820	533723	3817018000.0	0.96416354	0.0	0	6882.151432219764	6894.405425816138	61	0
888	128622	122528500000.0	2.139581	0.0	0	4590.942489464019	4658.808194586417	46469	0
2880	369626	343371100.0	0.0114753945	0.0	0	8630.634319492454	8754.619901549355	142237	0
679	100839	238367470000.0	44.988766	0.0	0	7346.834032760829	7472.55579401538	215465	0
5599	574269	540763900.0	0.065666616	0.0	0	17870.68488897022	17930.582978090617	254203	0
2231	298681	74955240000.0	7.0407524	0.0	0	11241.27952119265	11285.245601406667	273140	0
5563	572547	408861300.0	0.11217231	0.0	0	21730.051909103062	21749.816942988615	275730	0
7690	657269	166685710.0	0.021475717	0.0	0	13395.203062365386	13548.834697716971	290602	0
2177	292531	64369385000.0	2.1460361	0.0	0	4379.863442233873	4503.61132751927	300101	0
1043	149307	1736130700.0	0.13701464	0.0	0	19905.195578829593	19972.901465285562	318198	0
899	128633	4622859000.0	2.921252	0.0	0	4580.741667921161	4647.347828354002	331696	0
1658	227782	46192180000.0	3.1804814	0.0	0	8723.282773771021	8786.64615560121	332874	0
590	81506	1548278300.0	0.23350888	0.0	0	0.0	0.0	337575	0
3087	393325	22916230000.0	2.5938544	0.0	0	12223.977783371596	12415.503421522435	346376	0
3217	406155	21895997000.0	1.1845971	0.0	0	22496.47964938508	22572.105372793652	363094	0
2178	292532	14376475000.0	1.1647148	0.0	0	4321.528465503118	4450.5579007225915	376643	0
746	109496	11072886000.0	0.9502828	0.0	0	7096.055284066927	7166.6032353544715	387508	0
4088	485134	1372408400.0	0.43056414	0.0	0	11641.37282066044	11816.363333175635	391431	0
4531	515698	222479860.0	0.06748079	0.0	0	11395.194405319438	11477.480553420934	414244	0
1986	269462	763653950.0	0.2195681	0.0	0	7521.743426168396	7616.789608136941	418116	0
5267	557670	476598050.0	0.2584855	0.0	0	7769.920829280344	7866.192133358386	439919	0
3699	452276	13023353000.0	1.8426541	0.0	0	8354.11442634272	8424.258038957178	453791	0
4589	519102	4406481000.0	0.2539656	0.0	0	12906.92554226458	13092.8802314062	456050	0
4058	483162	5135677000.0	2.2746425	0.0	0	16082.23125929871	16178.580345066937	483010	0
5868	586504	1211009800.0	0.36076546	0.0	0	3273.9561854903304	3274.086403138021	498022	0
6991	630558	335314600.0	0.037091684	0.0	0	7473.149052309913	7516.721801310696	498878	0
4712	527123	3111945500.0	0.2553801	0.0	0	18305.773054732646	18479.255419803816	508215	0
1969	266514	1823360600.0	0.25089678	0.0	0	11890.267199918439	12057.775824839211	508808	0
3231	407735	2868242000.0	0.6147659	0.0	0	7962.80331674349	7983.507513330308	510446	0
8416	691989	116811810.0	0.020485904	0.0	0	9939.021483505363	9981.32192946856	523406	0
6111	596977	572365300.0	0.087725244	0.0	0	13169.157853731807	13226.39267227428	530997	0
8188	678237	997968640.0	0.02751848	0.0	0	16197.513302859601	16239.600795004404	531916	0
7968	667919	164920750.0	0.035435725	0.0	0	17532.514867179736	17657.326397483295	547460	0
5640	576254	547692540.0	0.0658936	0.0	0	16833.195593566434	16873.3347478024	548738	0
2353	311992	138147380.0	0.20246802	0.0	0	0.0	0.0	550664	0
2107	285079	467147420.0	0.0035383804	0.0	0	16724.462337683224	16899.515701718676	560503	0
6893	626910	217729700.0	0.036690373	0.0	0	5228.855384884406	5230.815663349723	567218	0
3263	410784	480132740.0	0.0552365	0.0	0	16912.283439149458	16920.399989322646	574548	0
5967	590515	322231140.0	0.07637975	0.0	0	4055.0493488464285	4202.334407546119	577271	0
4334	502414	301189200.0	0.1101604	0.0	0	5915.275454655688	5935.397298940609	577860	0
8596	708716	119922340.0	0.018799415	0.0	0	15530.60131088316	15678.708534934784	585391	0
1870	255394	286444740.0	0.012639244	0.0	0	18358.897310958524	18370.36023147081	587216	0
7815	661624	217333600.0	0.09400204	0.0	0	16163.99885802899	16209.48380998829	588961	0
