	SubhaloID	Mass	SFR	num_mergers_in_last_2Gyr	N	r_1	r_2	matched_to_merger_subid	ngrows
5423	569228	773745860.0	0.10566945	0.0	0	20956.45388049086	21050.215963649174	55	0
4085	488207	3871996200.0	1.3581927	0.0	0	5942.48771209476	6070.143705803648	61	0
1803	252297	925129340.0	0.15533428	0.0	0	15553.570144839825	15727.331442070266	47378	0
4979	546023	2004213600.0	0.3810372	0.0	0	5417.332082847538	5436.576836458594	47385	0
17	17	5850670600.0	0.8354789	0.0	6	698.8737758712779	701.2949404900841	125961	0
1233	176632	736309250.0	0.041805204	0.0	0	19128.635996046687	19200.56835336378	130904	0
1448	206254	233901240000.0	21.932953	0.0	0	7946.586668345723	8003.008333523167	187942	0
2096	286182	283437700.0	0.0098444	0.0	0	6242.746154139915	6333.019791744776	216652	0
6014	596465	439181950.0	0.049609423	0.0	0	9849.774782882703	10000.385662617753	227030	0
1915	265373	169010230000.0	10.630571	0.0	0	15576.389344205742	15601.303474184513	228490	0
3066	392936	1043594240.0	0.48392978	0.0	0	19892.571176405185	19894.166640100146	268160	0
4116	490612	2230593000.0	0.111591965	0.0	0	17431.048367148785	17501.401054293692	279426	0
369	47415	171249470.0	0.022507643	0.0	0	16605.215975247942	16606.406533716185	299703	0
2690	350646	27405662000.0	0.9882216	0.0	0	22112.08310006155	22129.72023477544	307153	0
1791	250631	2189070300.0	0.5213279	0.0	0	15543.01740653198	15641.039954349733	326329	0
2730	356021	22721649000.0	6.563254	0.0	0	14045.875266072158	14062.246992041935	330583	0
5798	586941	449778530.0	0.17277957	0.0	0	21626.312083313718	21676.97392205184	330585	0
1809	253610	33640858000.0	5.5863185	0.0	0	15454.020616377975	15615.528185179033	353014	0
5316	563881	444233760.0	0.13038777	0.0	0	17897.831058427422	18013.74612955989	359002	0
3056	392240	17882710000.0	1.9010308	0.0	0	13066.35111924724	13106.320976131065	359555	0
2693	351212	48036147000.0	12.014205	0.0	0	20534.871007839665	20552.260317848555	365257	0
2585	339900	37873504000.0	0.0047196853	0.0	0	9873.862019181479	9947.461442465652	373407	0
4704	530149	586937660.0	0.137871	0.0	0	8298.613739074402	8362.141245312405	377279	0
3832	465899	1042051100.0	0.7026444	0.0	0	18670.91666929807	18677.342447683484	408005	0
3843	466968	6680510000.0	0.95036423	0.0	0	8132.404538634129	8205.997935876838	410539	0
8528	702833	202322620.0	0.041252907	0.0	0	12695.609017746461	12714.135017158036	418810	0
3692	453599	5941931000.0	0.1667849	0.0	0	12611.604152954413	12741.91899879	438469	0
4711	530548	88304570.0	0.056427028	0.0	0	15999.985275432678	16137.34892954382	440140	0
3894	471792	356224640.0	0.21221179	0.0	0	6123.684176419411	6288.951127816049	441500	0
6759	625814	315714430.0	0.120623246	0.0	0	18212.259714864824	18221.96597310315	455985	0
4196	495599	4409966000.0	1.0791538	0.0	0	4550.393108907342	4570.49850206931	469449	0
34	34	4734108000.0	1.8480529	0.0	6	122.41307441930968	161.05968797490314	477188	0
4316	504500	4211308500.0	0.3796235	0.0	0	11391.17819569418	11462.45399967928	477896	0
4854	539253	3784464600.0	0.21956247	0.0	0	10838.636894254501	10860.072504521686	481408	0
2964	381312	4193630700.0	1.944479	0.0	0	13740.887415726354	13744.720345445974	492691	0
3500	435206	3239675100.0	0.98890084	0.0	0	8954.113816572124	9007.872565085849	497348	0
2033	278711	775564600.0	0.02306502	0.0	0	3495.97777778933	3524.4935096355052	501098	0
7204	642175	112171460.0	0.025228491	0.0	0	10072.009890542164	10207.635413806382	514479	0
4691	529367	1194873300.0	0.34055784	0.0	0	12531.696484617123	12572.378475665182	529444	0
1654	229697	499191500.0	0.13380454	0.0	0	15917.315740566437	16024.39838019226	552554	0
7276	644964	513682300.0	0.12565267	0.0	0	21456.204851641585	21467.20878677232	552702	0
1647	228497	137966340.0	0.012568501	0.0	0	10150.253540986565	10277.061694730317	554406	0
3698	453861	186121980.0	0.050919678	0.0	0	15086.883927727878	15091.208999449165	563241	0
5688	582084	1102935900.0	0.2505004	0.0	0	11373.927033042579	11450.445576032806	564569	0
5238	559884	484084800.0	0.11663553	0.0	0	7103.112694513961	7207.1134240544625	571096	0
4719	530960	593771400.0	0.13125218	0.0	0	10863.316306182043	10898.46705866799	572913	0
7998	671907	124840070.0	0.026802689	0.0	0	11965.009349863825	12040.400483285825	574789	0
2008	275073	262066940.0	0.077108495	0.0	0	7170.240315076197	7242.989897403082	578912	0
6712	623970	121974380.0	0.030799465	0.0	0	4008.0424049651115	4037.9817080792445	592619	0
3177	404844	317165250.0	0.016651647	0.0	0	18202.971280093487	18277.432105341955	593001	0
7395	649601	290014600.0	0.06051833	0.0	0	8971.501465275389	9020.675450128476	599555	0
5676	581543	382550240.0	0.05709476	0.0	0	20897.11742509183	20898.708422933047	599640	0
6443	613646	305286000.0	0.06861634	0.0	0	15466.032871446436	15546.349808058605	600456	0
3330	419770	116769736.0	0.011882899	0.0	0	16296.491610144154	16329.318197338771	606594	0
4481	516075	186359330.0	0.046332814	0.0	0	14102.977390986165	14248.635755889929	619274	0
7630	657684	234492380.0	0.06543283	0.0	0	18503.757071492844	18545.37447507984	621229	0
538	67820	92038320.0	0.12802896	0.0	0	21202.37919690785	21217.935498910734	624240	0
4554	520838	192450580.0	0.024279896	0.0	0	7092.586927307018	7118.6155338955	628833	0
2540	334833	84335540.0	0.026670478	0.0	0	18389.92244481824	18559.25752754425	635265	0
