Subfind_ID	t-t_merg	q	Type	mass
999	-0.31657899	0.21584868	first_progenitor	2461399.2
999	-0.31657899	0.21584868	next_progenitor	2461399.2
999	-0.31657899	0.9099219	first_progenitor	2461399.2
999	-0.31657899	0.9099219	next_progenitor	2461399.2
46470	-0.31657899	1.6921146	first_progenitor	0.0
46481	-0.31657899	1.6921146	next_progenitor	0.0
999	-0.31657899	0.8209507	first_progenitor	2461399.2
999	-0.31657899	0.8209507	next_progenitor	2461399.2
100851	-0.31657899	0.12836683	first_progenitor	0.0
100862	-0.31657899	0.12836683	next_progenitor	0.0
999	-0.31657899	0.49858567	first_progenitor	2461399.2
999	-0.31657899	0.49858567	next_progenitor	2461399.2
177138	-0.31657899	0.23344274	first_progenitor	0.0
177457	-0.31657899	0.23344274	next_progenitor	126639.77
194186	-0.31657899	0.41241127	first_progenitor	0.0
194218	-0.31657899	0.41241127	next_progenitor	0.0
230959	-0.31657899	0.3509257	first_progenitor	0.0
230960	-0.31657899	0.3509257	next_progenitor	0.0
243684	-0.31657899	0.12139562	first_progenitor	0.0
243743	-0.31657899	0.12139562	next_progenitor	0.0
247017	-0.31657899	0.38542032	first_progenitor	0.0
247018	-0.31657899	0.38542032	next_progenitor	0.0
999	-0.31657899	1.4872981	first_progenitor	2461399.2
999	-0.31657899	1.4872981	next_progenitor	2461399.2
259573	-0.31657899	0.45392564	first_progenitor	0.0
259578	-0.31657899	0.45392564	next_progenitor	0.0
269456	-0.31657899	0.39251012	first_progenitor	0.0
269458	-0.31657899	0.39251012	next_progenitor	0.0
293267	-0.31657899	0.12944584	first_progenitor	0.0
293273	-0.31657899	0.12944584	next_progenitor	0.0
299404	-0.31657899	0.16978051	first_progenitor	0.0
299420	-0.31657899	0.16978051	next_progenitor	0.0
999	-0.31657899	0.48839775	first_progenitor	2461399.2
999	-0.31657899	0.48839775	next_progenitor	2461399.2
339103	-0.31657899	0.40449166	first_progenitor	0.0
339118	-0.31657899	0.40449166	next_progenitor	0.0
378685	-0.31657899	0.25678483	first_progenitor	0.0
378686	-0.31657899	0.25678483	next_progenitor	0.0
401062	-0.31657899	0.54318273	first_progenitor	0.0
401063	-0.31657899	0.54318273	next_progenitor	0.0
409129	-0.31657899	0.13938949	first_progenitor	0.0
409133	-0.31657899	0.13938949	next_progenitor	0.0
414244	-0.31657899	0.3122706	first_progenitor	0.0
411890	-0.31657899	0.3122706	next_progenitor	97134.875
415987	-0.31657899	0.19565602	first_progenitor	0.0
410439	-0.31657899	0.19565602	next_progenitor	0.0
446802	-0.31657899	0.37136504	first_progenitor	0.0
